,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,56,56
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,48,48
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,4,4
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,171,171
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,43,43
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,18,18
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,13,13
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,10,10
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,93,93
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,41,41
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
CHIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,29,29
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,60,60
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,97,97
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1078,1078
"COLCHA ""K""",vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,3,3
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,14,14
COLQUECHACA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,8,8
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,29,29
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,26,26
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,50,50
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,75,75
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,36,36
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1,1
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2225,2225
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,21,21
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,20,20
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,137,137
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,3,3
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,31,31
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,26,26
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,5,5
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,29,29
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,70,70
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,5,5
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,259,259
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,8,8
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,23,23
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,4,4
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1,1
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,59,59
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,5,5
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,15,15
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,10,10
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,7,7
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,65,65
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,107,107
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2266,2266
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,5,5
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,7,7
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,179,179
LLICA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,4,4
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,23,23
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,17,17
MECAPACA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,72,72
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,44,44
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,9,9
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,75,75
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,450,450
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,15,15
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,660,660
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,19,19
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,24,24
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,111,111
PALOS BLANCOS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,42,42
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,25,25
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,40,40
PAZÑA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,4,4
POCOATA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
POCONA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1,1
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,13,13
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,22,22
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,20,20
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,274,274
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,15,15
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,21,21
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,11,11
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,5,5
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,22,22
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,39,39
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,313,313
PUNA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,11,11
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,18,18
REYES,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,3,3
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,712,712
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,41,41
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,43,43
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,398,398
SACACA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,12,12
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,7,7
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,20,20
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,14,14
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,80,80
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,38,38
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,131,131
SAN JAVIER(BNI),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,35,35
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,11,11
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,19,19
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,82,82
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,31,31
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,76,76
SAN MATIAS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,29,29
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,26,26
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,30,30
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,13,13
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,15,15
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,64,64
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1369,1369
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,35,35
SANTIAGO DE HUARI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1,1
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,23,23
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,9,9
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,18,18
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,23,23
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,3,3
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,601,601
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,1,1
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,31,31
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,19,19
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,316,316
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,30,30
TEOPONTE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
TIAWANACU,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,2,2
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,23,23
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,18,18
TIRAQUE (CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,40,40
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,3,3
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,12,12
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,12,12
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,17,17
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,69,69
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,103,103
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,44,44
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,8,8
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,10,10
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,20,20
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,48,48
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,34,34
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,78,78
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,17,17
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,87,87
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,6,6
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,15,15
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,344,344
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,18,18
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,129,129
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,14,14
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,198,198
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,82,82
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,10,10
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,29,29
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,12,12
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,11,11
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-08-01,0,16,16
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,8,8
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,53,53
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,60,60
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,11,11
APOLO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,18,18
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,21,21
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,99,99
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,27,27
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,7,7
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,92,92
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,40,40
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,9,9
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,37,37
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,6,6
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,40,40
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,8,8
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,166,166
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,49,49
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,37,37
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,86,86
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,16,16
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,103,103
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,36,36
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,52,52
CHIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,9,9
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,32,32
CHUMA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,84,84
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,128,128
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1042,1042
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2,2
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,14,14
COLQUECHACA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,10,10
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,37,37
CONCEPCION,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1,1
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,3,3
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,36,36
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,76,76
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,5,5
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,24,24
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,5,5
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2092,2092
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,45,45
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,12,12
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,151,151
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,12,12
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,33,33
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1,1
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,12,12
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1,1
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,22,22
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,19,19
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,59,59
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,8,8
GUANAY,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,28,28
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,254,254
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,7,7
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,24,24
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,5,5
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1,1
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,70,70
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,10,10
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,7,7
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,10,10
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,10,10
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1,1
JESUS DE MACHACA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,38,38
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,117,117
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1982,1982
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,14,14
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,3,3
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,185,185
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,11,11
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,19,19
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,30,30
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,72,72
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,67,67
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,13,13
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,70,70
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,383,383
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2,2
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1153,1153
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,18,18
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,9,9
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,18,18
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,38,38
PAZÑA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,3,3
POCOATA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,6,6
POCONA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1,1
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,34,34
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,14,14
POSTRER VALLE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,3,3
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,251,251
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,15,15
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,18,18
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,40,40
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,35,35
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,8,8
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,278,278
PUNA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,16,16
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,148,148
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,13,13
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,15,15
REYES,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,643,643
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,44,44
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,49,49
SABAYA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2,2
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,511,511
SACACA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2,2
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,16,16
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,8,8
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,10,10
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,24,24
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,22,22
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,25,25
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,75,75
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,41,41
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,110,110
SAN JAVIER(BNI),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,3,3
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,21,21
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,6,6
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,12,12
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,29,29
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,3,3
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,44,44
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,57,57
SAN MATIAS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,30,30
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,24,24
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,20,20
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,29,29
