,group,variable,month,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2013-10-01,328,1105,1433
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2013-10-01,17,0,17
SENA,vih,n de personas con prueba rapida,2013-10-01,1,27,28
SHINAOTA,vih,n de personas con prueba rapida,2013-10-01,23,23,46
SICA SICA (VILLA AROMA),vih,n de personas con prueba rapida,2013-10-01,0,1,1
SICAYA,vih,n de personas con prueba rapida,2013-10-01,1,1,2
SIPE SIPE,vih,n de personas con prueba rapida,2013-10-01,4,2,6
SOPACHUY,vih,n de personas con prueba rapida,2013-10-01,13,77,90
SUCRE,vih,n de personas con prueba rapida,2013-10-01,299,356,655
TARABUCO,vih,n de personas con prueba rapida,2013-10-01,5,8,13
TARATA,vih,n de personas con prueba rapida,2013-10-01,0,28,28
TARIJA,vih,n de personas con prueba rapida,2013-10-01,71,200,271
TARVITA,vih,n de personas con prueba rapida,2013-10-01,6,10,16
TEOPONTE,vih,n de personas con prueba rapida,2013-10-01,0,10,10
TIAWANACU,vih,n de personas con prueba rapida,2013-10-01,1,3,4
TIPUANI,vih,n de personas con prueba rapida,2013-10-01,19,2,21
TOCO,vih,n de personas con prueba rapida,2013-10-01,1,7,8
TOLATA,vih,n de personas con prueba rapida,2013-10-01,0,1,1
TOLEDO,vih,n de personas con prueba rapida,2013-10-01,0,1,1
TOMINA,vih,n de personas con prueba rapida,2013-10-01,9,11,20
TOTORA(CBBA),vih,n de personas con prueba rapida,2013-10-01,2,61,63
TOTORA(ORR),vih,n de personas con prueba rapida,2013-10-01,1,0,1
TRINIDAD,vih,n de personas con prueba rapida,2013-10-01,67,274,341
TUPIZA,vih,n de personas con prueba rapida,2013-10-01,1,37,38
UNCIA,vih,n de personas con prueba rapida,2013-10-01,4,9,13
URUBICHA,vih,n de personas con prueba rapida,2013-10-01,27,40,67
UYUNI,vih,n de personas con prueba rapida,2013-10-01,0,12,12
VALLEGRANDE,vih,n de personas con prueba rapida,2013-10-01,5,106,111
VIACHA,vih,n de personas con prueba rapida,2013-10-01,10,0,10
VILLA CHARCAS,vih,n de personas con prueba rapida,2013-10-01,3,35,38
VILLA MONTES,vih,n de personas con prueba rapida,2013-10-01,26,35,61
VILLA SERRANO,vih,n de personas con prueba rapida,2013-10-01,6,30,36
VILLA TUNARI,vih,n de personas con prueba rapida,2013-10-01,23,308,331
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2013-10-01,12,25,37
VILLAZON,vih,n de personas con prueba rapida,2013-10-01,3,48,51
WARNES,vih,n de personas con prueba rapida,2013-10-01,1,1,2
YACUIBA,vih,n de personas con prueba rapida,2013-10-01,38,121,159
YAMPARAEZ,vih,n de personas con prueba rapida,2013-10-01,44,65,109
YAPACANI,vih,n de personas con prueba rapida,2013-10-01,4,27,31
YOTALA,vih,n de personas con prueba rapida,2013-10-01,2,27,29
YUNCHARA,vih,n de personas con prueba rapida,2013-10-01,0,1,1
ZUDAÑEZ,vih,n de personas con prueba rapida,2013-10-01,2,2,4
ACHACACHI,vih,n de personas con prueba rapida,2013-11-01,4,39,43
AIQUILE,vih,n de personas con prueba rapida,2013-11-01,4,62,66
ALCALA,vih,n de personas con prueba rapida,2013-11-01,9,26,35
ANCORAIMES,vih,n de personas con prueba rapida,2013-11-01,1,0,1
APOLO,vih,n de personas con prueba rapida,2013-11-01,8,24,32
ARBIETO,vih,n de personas con prueba rapida,2013-11-01,4,0,4
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2013-11-01,56,147,203
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2013-11-01,1,6,7
AZURDUY,vih,n de personas con prueba rapida,2013-11-01,15,26,41
BELEN DE ANDAMARCA,vih,n de personas con prueba rapida,2013-11-01,20,20,40
BETANZOS,vih,n de personas con prueba rapida,2013-11-01,0,1,1
BOLPEBRA,vih,n de personas con prueba rapida,2013-11-01,1,4,5
BUENA VISTA,vih,n de personas con prueba rapida,2013-11-01,2,1,3
CABEZAS,vih,n de personas con prueba rapida,2013-11-01,1,16,17
"CAIZA ""D""",vih,n de personas con prueba rapida,2013-11-01,2,2,4
CAMARGO,vih,n de personas con prueba rapida,2013-11-01,28,95,123
CAMATAQUI (C. VILLA ABECIA),vih,n de personas con prueba rapida,2013-11-01,1,4,5
CAMIRI,vih,n de personas con prueba rapida,2013-11-01,27,180,207
CAPINOTA,vih,n de personas con prueba rapida,2013-11-01,2,28,30
CARACOLLO,vih,n de personas con prueba rapida,2013-11-01,4,44,48
CARANAVI,vih,n de personas con prueba rapida,2013-11-01,27,19,46
CARAPARI,vih,n de personas con prueba rapida,2013-11-01,0,29,29
CARMEN RIVERO TORREZ,vih,n de personas con prueba rapida,2013-11-01,70,30,100
CHALLAPATA,vih,n de personas con prueba rapida,2013-11-01,38,85,123
CHAQUI,vih,n de personas con prueba rapida,2013-11-01,1,0,1
CHARAGUA,vih,n de personas con prueba rapida,2013-11-01,4,3,7
CHIMORE,vih,n de personas con prueba rapida,2013-11-01,1,15,16
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2013-11-01,3,2,5
CLIZA,vih,n de personas con prueba rapida,2013-11-01,79,0,79
COBIJA,vih,n de personas con prueba rapida,2013-11-01,8,81,89
COCHABAMBA,vih,n de personas con prueba rapida,2013-11-01,144,425,569
COLPA BELGICA,vih,n de personas con prueba rapida,2013-11-01,1,0,1
COLQUECHACA,vih,n de personas con prueba rapida,2013-11-01,1,0,1
COLQUIRI,vih,n de personas con prueba rapida,2013-11-01,21,0,21
COMARAPA,vih,n de personas con prueba rapida,2013-11-01,3,7,10
CORO CORO,vih,n de personas con prueba rapida,2013-11-01,1,2,3
COROICO,vih,n de personas con prueba rapida,2013-11-01,2,0,2
CORQUE,vih,n de personas con prueba rapida,2013-11-01,0,4,4
COTOCA,vih,n de personas con prueba rapida,2013-11-01,9,4,13
CUATRO CAÑADAS,vih,n de personas con prueba rapida,2013-11-01,0,1,1
CULPINA,vih,n de personas con prueba rapida,2013-11-01,1,5,6
EL ALTO,vih,n de personas con prueba rapida,2013-11-01,250,1690,1940
EL PUENTE(STC),vih,n de personas con prueba rapida,2013-11-01,44,49,93
EL PUENTE(TJA),vih,n de personas con prueba rapida,2013-11-01,0,1,1
EL TORNO,vih,n de personas con prueba rapida,2013-11-01,90,80,170
EL VILLAR,vih,n de personas con prueba rapida,2013-11-01,0,1,1
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2013-11-01,1,37,38
ENTRE RIOS CBBA,vih,n de personas con prueba rapida,2013-11-01,6,10,16
EUREKA (SANTOS MERCADO),vih,n de personas con prueba rapida,2013-11-01,2,13,15
FERNANDEZ ALONSO,vih,n de personas con prueba rapida,2013-11-01,18,19,37
FILADELFIA,vih,n de personas con prueba rapida,2013-11-01,22,7,29
GENERAL SAAVEDRA,vih,n de personas con prueba rapida,2013-11-01,9,50,59
GUANAY,vih,n de personas con prueba rapida,2013-11-01,5,34,39
GUAYARAMERIN,vih,n de personas con prueba rapida,2013-11-01,162,239,401
HUACARETA,vih,n de personas con prueba rapida,2013-11-01,0,8,8
HUACAYA (VILLA DE HUACAYA),vih,n de personas con prueba rapida,2013-11-01,0,6,6
HUACHACALLA,vih,n de personas con prueba rapida,2013-11-01,1,0,1
HUANUNI,vih,n de personas con prueba rapida,2013-11-01,2,1,3
HUAYLLAMARCA,vih,n de personas con prueba rapida,2013-11-01,3,4,7
ICLA,vih,n de personas con prueba rapida,2013-11-01,1,6,7
INCAHUASI,vih,n de personas con prueba rapida,2013-11-01,0,4,4
INGAVI (HUMAITA),vih,n de personas con prueba rapida,2013-11-01,0,4,4
LA ASUNTA,vih,n de personas con prueba rapida,2013-11-01,5,0,5
LA GUARDIA,vih,n de personas con prueba rapida,2013-11-01,15,26,41
LA PAZ,vih,n de personas con prueba rapida,2013-11-01,341,2290,2631
LAS CARRERAS,vih,n de personas con prueba rapida,2013-11-01,1,2,3
LLALLAGUA,vih,n de personas con prueba rapida,2013-11-01,8,197,205
MACHARETI,vih,n de personas con prueba rapida,2013-11-01,5,17,22
MAIRANA,vih,n de personas con prueba rapida,2013-11-01,1,4,5
MINEROS,vih,n de personas con prueba rapida,2013-11-01,1,14,15
MIZQUE,vih,n de personas con prueba rapida,2013-11-01,27,46,73
MONTEAGUDO,vih,n de personas con prueba rapida,2013-11-01,4,40,44
MONTERO,vih,n de personas con prueba rapida,2013-11-01,205,145,350
MOROCHATA,vih,n de personas con prueba rapida,2013-11-01,6,13,19
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2013-11-01,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2013-11-01,0,9,9
ORURO,vih,n de personas con prueba rapida,2013-11-01,44,361,405
PADCAYA,vih,n de personas con prueba rapida,2013-11-01,0,20,20
PADILLA,vih,n de personas con prueba rapida,2013-11-01,4,10,14
PAILON,vih,n de personas con prueba rapida,2013-11-01,8,142,150
PALOS BLANCOS,vih,n de personas con prueba rapida,2013-11-01,4,0,4
PAMPA GRANDE,vih,n de personas con prueba rapida,2013-11-01,0,1,1
PATACAMAYA,vih,n de personas con prueba rapida,2013-11-01,20,12,32
POCOATA,vih,n de personas con prueba rapida,2013-11-01,5,0,5
POCONA,vih,n de personas con prueba rapida,2013-11-01,1,0,1
POROMA,vih,n de personas con prueba rapida,2013-11-01,1,35,36
PORTACHUELO,vih,n de personas con prueba rapida,2013-11-01,7,39,46
PORVENIR,vih,n de personas con prueba rapida,2013-11-01,0,13,13
POTOSI,vih,n de personas con prueba rapida,2013-11-01,103,255,358
PRESTO,vih,n de personas con prueba rapida,2013-11-01,0,3,3
PUCARANI,vih,n de personas con prueba rapida,2013-11-01,1,2,3
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2013-11-01,15,22,37
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2013-11-01,10,10,20
PUERTO RICO,vih,n de personas con prueba rapida,2013-11-01,0,7,7
PUERTO SUAREZ,vih,n de personas con prueba rapida,2013-11-01,7,58,65
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2013-11-01,24,98,122
PUNATA,vih,n de personas con prueba rapida,2013-11-01,2,171,173
QUIME,vih,n de personas con prueba rapida,2013-11-01,10,30,40
REYES,vih,n de personas con prueba rapida,2013-11-01,0,12,12
RIBERALTA,vih,n de personas con prueba rapida,2013-11-01,13,9,22
ROBORE,vih,n de personas con prueba rapida,2013-11-01,3,1,4
RURRENABAQUE,vih,n de personas con prueba rapida,2013-11-01,3,60,63
SACABA,vih,n de personas con prueba rapida,2013-11-01,19,90,109
SALINAS DE GARCI MENDOZA,vih,n de personas con prueba rapida,2013-11-01,1,1,2
SAMAIPATA,vih,n de personas con prueba rapida,2013-11-01,1,1,2
SAN BENITO,vih,n de personas con prueba rapida,2013-11-01,2,24,26
SAN CARLOS,vih,n de personas con prueba rapida,2013-11-01,5,45,50
SAN IGNACIO,vih,n de personas con prueba rapida,2013-11-01,1,19,20
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2013-11-01,20,96,116
SAN JAVIER(STC),vih,n de personas con prueba rapida,2013-11-01,1,35,36
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2013-11-01,6,45,51
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2013-11-01,0,27,27
SAN JULIAN,vih,n de personas con prueba rapida,2013-11-01,15,87,102
SAN LORENZO(PND),vih,n de personas con prueba rapida,2013-11-01,0,6,6
SAN LORENZO(TJA),vih,n de personas con prueba rapida,2013-11-01,2,0,2
SAN LUCAS,vih,n de personas con prueba rapida,2013-11-01,2,16,18
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2013-11-01,0,1,1
SAN PEDRO,vih,n de personas con prueba rapida,2013-11-01,4,25,29
SANTA ANA,vih,n de personas con prueba rapida,2013-11-01,26,28,54
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2013-11-01,333,1546,1879
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2013-11-01,13,16,29
SENA,vih,n de personas con prueba rapida,2013-11-01,0,22,22
SHINAOTA,vih,n de personas con prueba rapida,2013-11-01,31,34,65
SICAYA,vih,n de personas con prueba rapida,2013-11-01,0,3,3
SIPE SIPE,vih,n de personas con prueba rapida,2013-11-01,1,17,18
SOPACHUY,vih,n de personas con prueba rapida,2013-11-01,28,47,75
SORACACHI,vih,n de personas con prueba rapida,2013-11-01,12,19,31
SUCRE,vih,n de personas con prueba rapida,2013-11-01,142,194,336
TARABUCO,vih,n de personas con prueba rapida,2013-11-01,7,13,20
TARATA,vih,n de personas con prueba rapida,2013-11-01,0,1,1
TARIJA,vih,n de personas con prueba rapida,2013-11-01,52,119,171
TARVITA,vih,n de personas con prueba rapida,2013-11-01,15,36,51
TEOPONTE,vih,n de personas con prueba rapida,2013-11-01,1,6,7
TIPUANI,vih,n de personas con prueba rapida,2013-11-01,15,2,17
TOCO,vih,n de personas con prueba rapida,2013-11-01,1,0,1
TOLATA,vih,n de personas con prueba rapida,2013-11-01,1,2,3
TOLEDO,vih,n de personas con prueba rapida,2013-11-01,4,9,13
TOMINA,vih,n de personas con prueba rapida,2013-11-01,6,11,17
TOTORA(CBBA),vih,n de personas con prueba rapida,2013-11-01,0,57,57
TOTORA(ORR),vih,n de personas con prueba rapida,2013-11-01,2,7,9
TRINIDAD,vih,n de personas con prueba rapida,2013-11-01,48,103,151
TUPIZA,vih,n de personas con prueba rapida,2013-11-01,0,5,5
UNCIA,vih,n de personas con prueba rapida,2013-11-01,1,17,18
URIONDO (A. CONCEPCION),vih,n de personas con prueba rapida,2013-11-01,1,0,1
URUBICHA,vih,n de personas con prueba rapida,2013-11-01,44,31,75
VALLEGRANDE,vih,n de personas con prueba rapida,2013-11-01,3,63,66
VIACHA,vih,n de personas con prueba rapida,2013-11-01,5,4,9
VILLA CHARCAS,vih,n de personas con prueba rapida,2013-11-01,0,33,33
VILLA MONTES,vih,n de personas con prueba rapida,2013-11-01,18,38,56
VILLA SERRANO,vih,n de personas con prueba rapida,2013-11-01,1,8,9
VILLA TUNARI,vih,n de personas con prueba rapida,2013-11-01,13,329,342
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2013-11-01,0,3,3
VILLAZON,vih,n de personas con prueba rapida,2013-11-01,20,87,107
WARNES,vih,n de personas con prueba rapida,2013-11-01,11,19,30
YACUIBA,vih,n de personas con prueba rapida,2013-11-01,3,34,37
YAMPARAEZ,vih,n de personas con prueba rapida,2013-11-01,3,20,23
YAPACANI,vih,n de personas con prueba rapida,2013-11-01,5,34,39
YOTALA,vih,n de personas con prueba rapida,2013-11-01,1,0,1
YUNCHARA,vih,n de personas con prueba rapida,2013-11-01,4,3,7
ZUDAÑEZ,vih,n de personas con prueba rapida,2013-11-01,2,5,7
ACHACACHI,vih,n de personas con prueba rapida,2013-12-01,7,23,30
AIQUILE,vih,n de personas con prueba rapida,2013-12-01,2,48,50
ALCALA,vih,n de personas con prueba rapida,2013-12-01,5,8,13
ALTO BENI,vih,n de personas con prueba rapida,2013-12-01,1,0,1
ANCORAIMES,vih,n de personas con prueba rapida,2013-12-01,0,3,3
APOLO,vih,n de personas con prueba rapida,2013-12-01,18,30,48
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2013-12-01,42,162,204
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2013-12-01,0,3,3
BERMEJO,vih,n de personas con prueba rapida,2013-12-01,0,92,92
BETANZOS,vih,n de personas con prueba rapida,2013-12-01,0,31,31
BOLPEBRA,vih,n de personas con prueba rapida,2013-12-01,4,3,7
CABEZAS,vih,n de personas con prueba rapida,2013-12-01,31,42,73
"CAIZA ""D""",vih,n de personas con prueba rapida,2013-12-01,0,15,15
CAMARGO,vih,n de personas con prueba rapida,2013-12-01,0,2,2
CAMATAQUI (C. VILLA ABECIA),vih,n de personas con prueba rapida,2013-12-01,1,6,7
CAMIRI,vih,n de personas con prueba rapida,2013-12-01,4,144,148
CAPINOTA,vih,n de personas con prueba rapida,2013-12-01,3,27,30
CARACOLLO,vih,n de personas con prueba rapida,2013-12-01,0,17,17
CARANAVI,vih,n de personas con prueba rapida,2013-12-01,11,7,18
CARAPARI,vih,n de personas con prueba rapida,2013-12-01,37,41,78
CARMEN RIVERO TORREZ,vih,n de personas con prueba rapida,2013-12-01,14,5,19
CHALLAPATA,vih,n de personas con prueba rapida,2013-12-01,10,100,110
CHARAGUA,vih,n de personas con prueba rapida,2013-12-01,2,0,2
CHIMORE,vih,n de personas con prueba rapida,2013-12-01,4,5,9
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2013-12-01,6,6,12
CHUMA,vih,n de personas con prueba rapida,2013-12-01,12,5,17
CHUQUIHUTA AYLLU JUCUMANI,vih,n de personas con prueba rapida,2013-12-01,3,11,14
COBIJA,vih,n de personas con prueba rapida,2013-12-01,16,45,61
COCHABAMBA,vih,n de personas con prueba rapida,2013-12-01,39,266,305
COLCAPIRHUA,vih,n de personas con prueba rapida,2013-12-01,2,2,4
COLPA BELGICA,vih,n de personas con prueba rapida,2013-12-01,1,0,1
COMARAPA,vih,n de personas con prueba rapida,2013-12-01,2,2,4
CORO CORO,vih,n de personas con prueba rapida,2013-12-01,4,3,7
COROICO,vih,n de personas con prueba rapida,2013-12-01,0,8,8
COTOCA,vih,n de personas con prueba rapida,2013-12-01,31,29,60
CULPINA,vih,n de personas con prueba rapida,2013-12-01,5,5,10
DESAGUADERO,vih,n de personas con prueba rapida,2013-12-01,4,7,11
EL ALTO,vih,n de personas con prueba rapida,2013-12-01,268,1068,1336
EL PUENTE(STC),vih,n de personas con prueba rapida,2013-12-01,24,44,68
EL PUENTE(TJA),vih,n de personas con prueba rapida,2013-12-01,1,2,3
EL TORNO,vih,n de personas con prueba rapida,2013-12-01,24,86,110
EL VILLAR,vih,n de personas con prueba rapida,2013-12-01,1,1,2
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2013-12-01,17,32,49
ENTRE RIOS CBBA,vih,n de personas con prueba rapida,2013-12-01,2,8,10
ESCOMA,vih,n de personas con prueba rapida,2013-12-01,0,1,1
EUREKA (SANTOS MERCADO),vih,n de personas con prueba rapida,2013-12-01,0,4,4
FERNANDEZ ALONSO,vih,n de personas con prueba rapida,2013-12-01,3,4,7
FILADELFIA,vih,n de personas con prueba rapida,2013-12-01,2,12,14
GENERAL SAAVEDRA,vih,n de personas con prueba rapida,2013-12-01,1,41,42
GRAL. J.J. PEREZ (CHARAZANI),vih,n de personas con prueba rapida,2013-12-01,21,10,31
GUAQUI,vih,n de personas con prueba rapida,2013-12-01,5,24,29
GUAYARAMERIN,vih,n de personas con prueba rapida,2013-12-01,255,274,529
HUACAYA (VILLA DE HUACAYA),vih,n de personas con prueba rapida,2013-12-01,0,1,1
HUACHACALLA,vih,n de personas con prueba rapida,2013-12-01,1,3,4
HUANUNI,vih,n de personas con prueba rapida,2013-12-01,2,0,2
ICLA,vih,n de personas con prueba rapida,2013-12-01,0,1,1
INCAHUASI,vih,n de personas con prueba rapida,2013-12-01,0,10,10
LA ASUNTA,vih,n de personas con prueba rapida,2013-12-01,20,20,40
LA GUARDIA,vih,n de personas con prueba rapida,2013-12-01,13,24,37
LA PAZ,vih,n de personas con prueba rapida,2013-12-01,433,966,1399
LAS CARRERAS,vih,n de personas con prueba rapida,2013-12-01,0,1,1
LLALLAGUA,vih,n de personas con prueba rapida,2013-12-01,5,0,5
MACHACAMARCA,vih,n de personas con prueba rapida,2013-12-01,101,0,101
MACHARETI,vih,n de personas con prueba rapida,2013-12-01,96,62,158
MAIRANA,vih,n de personas con prueba rapida,2013-12-01,1,2,3
MAPIRI,vih,n de personas con prueba rapida,2013-12-01,12,0,12
MINEROS,vih,n de personas con prueba rapida,2013-12-01,2,14,16
MIZQUE,vih,n de personas con prueba rapida,2013-12-01,12,66,78
MONTEAGUDO,vih,n de personas con prueba rapida,2013-12-01,1,43,44
MONTERO,vih,n de personas con prueba rapida,2013-12-01,32,70,102
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2013-12-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2013-12-01,0,6,6
ORURO,vih,n de personas con prueba rapida,2013-12-01,49,282,331
PADCAYA,vih,n de personas con prueba rapida,2013-12-01,0,26,26
PADILLA,vih,n de personas con prueba rapida,2013-12-01,2,3,5
PAILON,vih,n de personas con prueba rapida,2013-12-01,5,2,7
PATACAMAYA,vih,n de personas con prueba rapida,2013-12-01,20,12,32
POCONA,vih,n de personas con prueba rapida,2013-12-01,0,1,1
POROMA,vih,n de personas con prueba rapida,2013-12-01,3,8,11
PORONGO,vih,n de personas con prueba rapida,2013-12-01,0,4,4
PORTACHUELO,vih,n de personas con prueba rapida,2013-12-01,0,2,2
POTOSI,vih,n de personas con prueba rapida,2013-12-01,211,160,371
PUCARANI,vih,n de personas con prueba rapida,2013-12-01,6,3,9
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2013-12-01,4,5,9
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2013-12-01,7,10,17
PUERTO RICO,vih,n de personas con prueba rapida,2013-12-01,6,20,26
PUERTO SUAREZ,vih,n de personas con prueba rapida,2013-12-01,0,16,16
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2013-12-01,15,50,65
PUNATA,vih,n de personas con prueba rapida,2013-12-01,3,97,100
REYES,vih,n de personas con prueba rapida,2013-12-01,0,9,9
RIBERALTA,vih,n de personas con prueba rapida,2013-12-01,13,5,18
ROBORE,vih,n de personas con prueba rapida,2013-12-01,3,1,4
RURRENABAQUE,vih,n de personas con prueba rapida,2013-12-01,2,38,40
SACABA,vih,n de personas con prueba rapida,2013-12-01,108,263,371
SACACA,vih,n de personas con prueba rapida,2013-12-01,1,2,3
SAIPINA,vih,n de personas con prueba rapida,2013-12-01,1,0,1
SALINAS DE GARCI MENDOZA,vih,n de personas con prueba rapida,2013-12-01,19,15,34
SAMAIPATA,vih,n de personas con prueba rapida,2013-12-01,4,5,9
SAN BENITO,vih,n de personas con prueba rapida,2013-12-01,3,46,49
SAN BORJA,vih,n de personas con prueba rapida,2013-12-01,5,14,19
SAN BUENA VENTURA,vih,n de personas con prueba rapida,2013-12-01,1,2,3
SAN CARLOS,vih,n de personas con prueba rapida,2013-12-01,1,8,9
SAN IGNACIO,vih,n de personas con prueba rapida,2013-12-01,2,20,22
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2013-12-01,12,22,34
SAN JAVIER(STC),vih,n de personas con prueba rapida,2013-12-01,1,31,32
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2013-12-01,5,100,105
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2013-12-01,1,23,24
SAN JULIAN,vih,n de personas con prueba rapida,2013-12-01,4,21,25
SAN LORENZO(PND),vih,n de personas con prueba rapida,2013-12-01,0,4,4
SAN LORENZO(TJA),vih,n de personas con prueba rapida,2013-12-01,0,2,2
SAN LUCAS,vih,n de personas con prueba rapida,2013-12-01,7,7,14
SAN MATIAS,vih,n de personas con prueba rapida,2013-12-01,1,17,18
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2013-12-01,1,0,1
SAN PEDRO,vih,n de personas con prueba rapida,2013-12-01,6,21,27
SAN RAFAEL,vih,n de personas con prueba rapida,2013-12-01,1,0,1
SANTA ANA,vih,n de personas con prueba rapida,2013-12-01,4,0,4
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2013-12-01,359,1306,1665
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2013-12-01,0,3,3
SENA,vih,n de personas con prueba rapida,2013-12-01,0,9,9
SHINAOTA,vih,n de personas con prueba rapida,2013-12-01,19,14,33
SIPE SIPE,vih,n de personas con prueba rapida,2013-12-01,1,15,16
SOPACHUY,vih,n de personas con prueba rapida,2013-12-01,9,24,33
SORACACHI,vih,n de personas con prueba rapida,2013-12-01,1,3,4
SUCRE,vih,n de personas con prueba rapida,2013-12-01,146,247,393
TACOBAMBA,vih,n de personas con prueba rapida,2013-12-01,42,36,78
TACOPAYA,vih,n de personas con prueba rapida,2013-12-01,0,1,1
TARABUCO,vih,n de personas con prueba rapida,2013-12-01,100,37,137
TARATA,vih,n de personas con prueba rapida,2013-12-01,0,9,9
TARIJA,vih,n de personas con prueba rapida,2013-12-01,27,94,121
TARVITA,vih,n de personas con prueba rapida,2013-12-01,10,10,20
TEOPONTE,vih,n de personas con prueba rapida,2013-12-01,9,12,21
TIAWANACU,vih,n de personas con prueba rapida,2013-12-01,1,0,1
TIPUANI,vih,n de personas con prueba rapida,2013-12-01,21,12,33
TOLEDO,vih,n de personas con prueba rapida,2013-12-01,7,21,28
TOMAVE,vih,n de personas con prueba rapida,2013-12-01,0,1,1
TOMINA,vih,n de personas con prueba rapida,2013-12-01,0,1,1
TOTORA(CBBA),vih,n de personas con prueba rapida,2013-12-01,3,61,64
TOTORA(ORR),vih,n de personas con prueba rapida,2013-12-01,1,0,1
TRINIDAD,vih,n de personas con prueba rapida,2013-12-01,32,120,152
TUPIZA,vih,n de personas con prueba rapida,2013-12-01,0,10,10
UNCIA,vih,n de personas con prueba rapida,2013-12-01,1,1,2
URIONDO (A. CONCEPCION),vih,n de personas con prueba rapida,2013-12-01,1,1,2
URUBICHA,vih,n de personas con prueba rapida,2013-12-01,0,1,1
VALLEGRANDE,vih,n de personas con prueba rapida,2013-12-01,3,48,51
VIACHA,vih,n de personas con prueba rapida,2013-12-01,7,11,18
VILLA CHARCAS,vih,n de personas con prueba rapida,2013-12-01,0,28,28
VILLA MONTES,vih,n de personas con prueba rapida,2013-12-01,21,21,42
VILLA SERRANO,vih,n de personas con prueba rapida,2013-12-01,2,10,12
VILLA TUNARI,vih,n de personas con prueba rapida,2013-12-01,66,342,408
VILLAZON,vih,n de personas con prueba rapida,2013-12-01,53,50,103
WARNES,vih,n de personas con prueba rapida,2013-12-01,24,25,49
YACUIBA,vih,n de personas con prueba rapida,2013-12-01,566,415,981
YAMPARAEZ,vih,n de personas con prueba rapida,2013-12-01,1,4,5
YAPACANI,vih,n de personas con prueba rapida,2013-12-01,0,152,152
YOTALA,vih,n de personas con prueba rapida,2013-12-01,0,1,1
YUNCHARA,vih,n de personas con prueba rapida,2013-12-01,0,2,2
ZUDAÑEZ,vih,n de personas con prueba rapida,2013-12-01,2,7,9
