,group,variable,month,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,3,21,24
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,13,43,56
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,3,5,8
SAN LORENZO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,6,7
SAN LORENZO(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,23,24
SAN LUCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,3,60,63
SAN MATIAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,22,22
SAN MIGUEL DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,19,19
SAN PEDRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,15,16
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,15,16
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,21,22
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,221,1113,1334
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,29,30
SANTIAGO DE MACHACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,15,15
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,17,17
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,9,14,23
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,75,75
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,14,25,39
SORACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,4,4
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,71,797,868
TACACOMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,3,5,8
TACOPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,4,5
TAPACARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,11,11
TARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,4,29,33
TARATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,2,1,3
TARIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,194,169,363
TARVITA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,21,21
TEOPONTE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,6,7
TIAWANACU,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,9,10
TIPUANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,21,22
TIQUIPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,7,7
TOCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,3,3
TOLATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,8,8
TOLEDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,5,5
TOMINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,8,8
TOTORA(CBBA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,50,50
TOTORA(ORR),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,1,1
TRINIDAD,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,448,364,812
TUPIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,20,20
TURCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,14,1,15
UNCIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,2,15,17
URUBICHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,50,61,111
VALLEGRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,41,42
VIACHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,2,0,2
VILLA CHARCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,1,4,5
VILLA SERRANO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,42,80,122
VILLA TUNARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,19,350,369
VILLA VACA GUZMAN (MUYUPAMPA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,2,16,18
VILLAZON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,12,86,98
WARNES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,49,119,168
YACUIBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,23,225,248
YAMPARAEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,5,5
YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,5,95,100
YOTALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,13,13
YUNCHARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,3,7,10
ZUDAÑEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-02-01,0,10,10
ACHACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,8,1,9
AIQUILE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,10,11
ALCALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,1,1
ANZALDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,0,1
ARAMPAMPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,4,6,10
ARBIETO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,17,17
ASCENCION DE GUARAYOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,32,135,167
AYOPAYA (V. DE INDEPENDENCIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,7,7
AZURDUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,22,22
BERMEJO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,50,50
BETANZOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,45,47
BOLIVAR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,10,11,21
BOLPEBRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,3,14,17
CABEZAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,4,63,67
"CAIZA ""D""",vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,11,11
CAMARGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,37,64,101
CAMATAQUI (C. VILLA ABECIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,12,14
CAMIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,12,155,167
CAPINOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,3,2,5
CARACOLLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,5,34,39
CARANAVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,38,162,200
CARAPARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,22,23
CHALLAPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,4,7,11
CLIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,61,62
COBIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,105,280,385
COCHABAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,86,1273,1359
COIPASA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,2,2
COLLANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,40,14,54
COLOMI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,56,0,56
COLPA BELGICA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,2,2
COMARAPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,0,2
CORO CORO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,3,17,20
COROICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,19,58,77
CORQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,3,3
COTOCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,7,43,50
CUATRO CAÑADAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,63,63
CUEVO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,5,5
CULPINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,30,30
EL ALTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,308,2404,2712
EL PUENTE(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,27,36,63
EL PUENTE(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,9,10
EL TORNO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,20,218,238
EL VILLAR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,5,5
ENTRE RIOS TRJ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,24,48,72
ENTRE RIOS CBBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,3,3
EUREKA (SANTOS MERCADO),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,7,8
FERNANDEZ ALONSO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,3,16,19
FILADELFIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,3,14,17
GENERAL SAAVEDRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,30,30
GRAL. J.J. PEREZ (CHARAZANI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,18,15,33
GUAYARAMERIN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,219,215,434
GUTIERREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,20,20
HUACARETA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,15,15
HUACAYA (VILLA DE HUACAYA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,4,4
HUANUNI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,77,78
HUARINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,8,10
ICLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,4,23,27
INCAHUASI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,13,14
INGAVI (HUMAITA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,20,29,49
INQUISIVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,1,1
LA ASUNTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,9,82,91
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,14,162,176
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,238,1080,1318
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,8,8
LLALLAGUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,3,187,190
MACHACAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,4,4
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,11,17,28
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,26,26
MAPIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,9,9
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,68,69
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,5,18,23
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,9,10
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,24,111,135
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,223,404,627
MOROCHATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,9,11
NACEBE (SANTA ROSA DEL ABUNA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,12,8,20
NUEVO MANOA (NUEVA ESPERANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,2,3
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,165,445,610
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,22,24
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,21,23
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,15,35,50
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,26,27
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,195,50,245
POCONA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,11,11
POOPO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,11,11
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,10,10
PORTACHUELO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,9,11,20
PORVENIR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,15,16
POSTRER VALLE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,2,2
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,86,159,245
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,7,8
PUCARANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,5,5,10
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,56,25,81
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,19,27,46
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,46,46
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,19,55,74
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,13,146,159
QUIME,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,15,33,48
REYES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,8,8
RIBERALTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,164,164
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,42,26,68
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,4,34,38
SACABA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,10,448,458
SALINAS DE GARCI MENDOZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,2,3
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,14,15
SAN BENITO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,2,19,21
SAN BORJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,1,6,7
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,10,23,33
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-03-01,0,11,11
