,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,6,1,6,1,7
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,10,0,10,0,10
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,33,4,33,4,37
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,24,1,24,1,25
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,1,0,1,0,1
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,21,0,21,0,21
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,392,1,392,1,393
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,23,9,23,9,32
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,4,0,4,0,4
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,11,0,11,0,11
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,18,0,18,0,18
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,11,3,11,3,14
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,88,0,88,0,88
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,32,0,32,0,32
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,4,0,4,0,4
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,9,1,9,1,10
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,8,1,8,1,9
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,10,0,10,0,10
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,18,0,18,0,18
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,9,0,9,0,9
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,30,0,30,0,30
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,3,0,3,0,3
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,1,0,1,0,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,233,0,233,0,233
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,97,5,97,5,102
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,3,1,3,1,4
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,2,2,2,2,4
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,25,3,25,3,28
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,18,0,18,0,18
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,17,0,17,0,17
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,36,3,36,3,39
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,10,0,10,0,10
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,26,0,26,0,26
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,87,0,87,0,87
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,6,0,6,0,6
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,13,2,13,2,15
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,60,0,60,0,60
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,2,0,2,0,2
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,15,0,15,0,15
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,17,3,17,3,20
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,163,2,163,2,165
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,11,4,11,4,15
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,75,2,75,2,77
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,87,0,87,0,87
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,6,0,6,0,6
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,2,0,2,0,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,136,0,136,0,136
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,3,2,3,2,5
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,127,0,127,0,127
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,6,0,6,0,6
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,2,0,2,0,2
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,98,0,98,0,98
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,3,1,3,1,4
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,5,0,5,0,5
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,5,5,5,5,10
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-01-01,7,1,7,1,8
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,11,0,11,0,11
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,32,7,32,7,39
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,24,0,24,0,24
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,59,0,59,0,59
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,0,4,0,4
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,1,2,1,3
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,12,2,12,2,14
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,11,4,11,4,15
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,8,0,8,0,8
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,15,0,15,0,15
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,16,1,16,1,17
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,13,0,13,0,13
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,3,4,3,7
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,16,0,16,0,16
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,53,0,53,0,53
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,21,1,21,1,22
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,1,7,1,8
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,28,0,28,0,28
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,15,6,15,6,21
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,21,0,21,0,21
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,0,2,0,2
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,0,1,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,1,1,1,2
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,41,1,41,1,42
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,37,2,37,2,39
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,9,0,9,0,9
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,0,4,0,4
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,0,2,0,2
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,10,0,10,0,10
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,31,0,31,0,31
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,1,7,1,8
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,10,4,10,4,14
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,10,0,10,0,10
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,2,2,2,4
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,1,4,1,5
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,22,0,22,0,22
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,2,4,2,6
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,83,1,83,1,84
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,21,0,21,0,21
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,0,2,0,2
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,33,0,33,0,33
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,56,9,56,9,65
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,18,1,18,1,19
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,4,4,4,8
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,6,0,6,0,6
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,33,6,33,6,39
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,2,4,2,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,46,1,46,1,47
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,12,3,12,3,15
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,24,0,24,0,24
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,23,1,23,1,24
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,8,0,8,0,8
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,19,2,19,2,21
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,36,0,36,0,36
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,105,0,105,0,105
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,8,12,8,12,20
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1666,0,1666,0,1666
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,0,1,0,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,110,0,110,0,110
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,9,1,9,1,10
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,0,2,0,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,27,0,27,0,27
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,8,0,8,0,8
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,24,7,24,7,31
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,13,0,13,0,13
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,14,14,14,14,28
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,0,1,0,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,30,0,30,0,30
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,1,1,1,2
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,31,0,31,0,31
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,20,0,20,0,20
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,10,0,10,0,10
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,1,3,1,4
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,29,0,29,0,29
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,6,0,6,0,6
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,16,6,16,6,22
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,89,0,89,0,89
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,26,0,26,0,26
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,1,4,1,5
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,28,6,28,6,34
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,6,0,6,0,6
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,1,1,1,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,0,7,0,7
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1397,7,1397,7,1404
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,3,3,3,6
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,19,1,19,1,20
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,22,0,22,0,22
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,83,1,83,1,84
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,5,0,5,0,5
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,32,3,32,3,35
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,52,0,52,0,52
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,15,1,15,1,16
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,5,0,5,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,0,2,0,2
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,6,0,6,0,6
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,21,0,21,0,21
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,5,0,5,0,5
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,23,2,23,2,25
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,1,7,1,8
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,17,0,17,0,17
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,0,7,0,7
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,77,5,77,5,82
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,18,0,18,0,18
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,15,1,15,1,16
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,1,2,1,3
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,52,0,52,0,52
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,0,4,0,4
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,0,4,0,4
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,2,0,2,0,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,1,1,1,2
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,9,6,9,6,15
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,23,3,23,3,26
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,0,1,0,1
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,0,7,0,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,5,0,5,0,5
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,16,2,16,2,18
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,19,0,19,0,19
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,46,0,46,0,46
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,115,0,115,0,115
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1360,6,1360,6,1366
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,10,0,10,0,10
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,18,0,18,0,18
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,1,1,1,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,57,2,57,2,59
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,10,0,10,0,10
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,0,7,0,7
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,5,0,5,0,5
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,0,7,0,7
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,17,0,17,0,17
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,14,0,14,0,14
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,30,0,30,0,30
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,9,0,9,0,9
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,38,2,38,2,40
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,28,4,28,4,32
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,11,0,11,0,11
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,0,1,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,7,1,7,1,8
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,50,4,50,4,54
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,131,0,131,0,131
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,2,4,2,6
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,10,5,10,5,15
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,6,0,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,13,9,13,9,22
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,16,0,16,0,16
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,8,0,8,0,8
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,617,5,617,5,622
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,15,0,15,0,15
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,30,0,30,0,30
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,31,0,31,0,31
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,12,0,12,0,12
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,46,0,46,0,46
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,13,0,13,0,13
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,1,0,1,0,1
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,3,0,3,0,3
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,28,0,28,0,28
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,4,0,4,0,4
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-02-01,6,2,6,2,8
