,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,9,0,9,0,9
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,160,0,160,0,160
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,1,5,1,5,6
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,3,0,3,0,3
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,9,1,9,1,10
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,6,0,6,0,6
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,7,1,7,1,8
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,73,0,73,0,73
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,20,4,20,4,24
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,1,0,1,0,1
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,2,0,2,0,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,14,0,14,0,14
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,6,0,6,0,6
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,2,2,2,2,4
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,2,1,2,1,3
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,4,0,4,0,4
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,20,0,20,0,20
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,1,3,1,3,4
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,145,1,145,1,146
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,42,4,42,4,46
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,1,0,1,0,1
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,4,0,4,0,4
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,15,2,15,2,17
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,6,0,6,0,6
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,5,0,5,0,5
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,23,5,23,5,28
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,6,0,6,0,6
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,6,0,6,0,6
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,44,0,44,0,44
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,2,0,2,0,2
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,1,1,1,1,2
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,16,0,16,0,16
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,7,0,7,0,7
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,4,1,4,1,5
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,78,1,78,1,79
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,4,2,4,2,6
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,30,0,30,0,30
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,93,0,93,0,93
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,3,0,3,0,3
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,69,0,69,0,69
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,5,0,5,0,5
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,94,0,94,0,94
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,5,0,5,0,5
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,2,0,2,0,2
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,30,1,30,1,31
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,7,0,7,0,7
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,3,0,3,0,3
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,1,1,1,1,2
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-01-01,1,0,1,0,1
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,24,1,24,1,25
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,1,7,1,8
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,34,0,34,0,34
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,1,1,1,2
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,2,6,2,8
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,3,7,3,10
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,1,0,1,1
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,4,3,4,7
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,0,3,0,3
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,14,0,14,0,14
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,9,0,9,0,9
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,19,0,19,0,19
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,11,0,11,0,11
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,1,7,1,8
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,2,6,2,8
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,13,1,13,1,14
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,1,1,1,2
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,15,0,15,0,15
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,17,8,17,8,25
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,1,1,1,2
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,11,0,11,0,11
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,3,5,3,8
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,10,0,10,0,10
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,0,7,0,7
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,11,2,11,2,13
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,53,0,53,0,53
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,9,0,9,0,9
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,38,5,38,5,43
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,1,4,1,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,0,3,0,3
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,23,4,23,4,27
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,31,2,31,2,33
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,4,6,4,10
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,15,1,15,1,16
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,12,0,12,0,12
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,0,7,0,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,0,7,0,7
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,10,0,10,0,10
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,19,2,19,2,21
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,50,0,50,0,50
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,11,4,11,15
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1281,1,1281,1,1282
COIPASA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,86,0,86,0,86
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,2,4,2,6
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,14,0,14,0,14
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,10,6,10,6,16
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,1,3,1,4
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,2,3,2,5
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,0,3,0,3
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,1,0,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,11,0,11,0,11
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,2,3,2,5
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,0,6,0,6
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,14,0,14,0,14
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,9,1,9,1,10
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,34,0,34,0,34
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,15,0,15,0,15
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,1,0,1,1
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,1,5,1,6
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,5,0,5,5
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,1,0,1,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,937,7,937,7,944
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,1,3,1,4
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,23,0,23,0,23
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,3,7,3,10
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,31,0,31,0,31
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,8,0,8,0,8
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,8,0,8,0,8
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,0,6,0,6
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,11,1,11,1,12
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,1,7,1,8
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,46,4,46,4,50
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,13,2,13,2,15
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,1,4,1,5
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,1,0,1,1
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,24,0,24,0,24
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,1,5,1,6
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,3,2,3,5
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,2,1,2,3
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,1,2,1,3
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,1,7,1,8
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,0,6,0,6
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,45,0,45,0,45
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,39,0,39,0,39
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1176,3,1176,3,1179
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,1,5,1,6
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,10,0,10,0,10
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,1,0,1,1
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,37,1,37,1,38
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,1,3,1,4
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,0,7,0,7
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,1,2,1,3
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,1,1,1,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,0,6,0,6
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,0,6,0,6
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,15,0,15,0,15
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,17,4,17,4,21
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,1,7,1,8
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,0,3,0,3
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,8,1,8,1,9
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,79,0,79,0,79
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,0,3,0,3
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,15,0,15,0,15
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,7,1,7,1,8
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,409,2,409,2,411
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,4,0,4,0,4
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,0,6,0,6
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,23,0,23,0,23
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,17,0,17,0,17
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,0,1,0,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,0,2,0,2
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,1,2,1,2,3
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,20,0,20,0,20
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,2,2,2,2,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,13,0,13,0,13
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,6,0,6,0,6
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,10,0,10,0,10
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,3,0,3,0,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-02-01,5,0,5,0,5
