,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES,TOTALES,TOTALES
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,60,0,60,0,60
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,15,1,15,1,16
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,1,1,1,1,2
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,2,0,2,0,2
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,1,0,1,0,1
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,8,0,8,0,8
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,6,0,6,0,6
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,7,1,7,1,8
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,12,1,12,1,13
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,4,0,4,0,4
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,16,0,16,0,16
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,2,0,2,0,2
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,1,0,1,0,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,151,0,151,0,151
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,85,2,85,2,87
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,5,1,5,1,6
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,19,5,19,5,24
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,17,0,17,0,17
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,5,0,5,0,5
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,56,1,56,1,57
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,10,0,10,0,10
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,25,0,25,0,25
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,50,0,50,0,50
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,4,0,4,0,4
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,10,5,10,5,15
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,66,2,66,2,68
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,3,0,3,0,3
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,10,0,10,0,10
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,13,5,13,5,18
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,79,0,79,0,79
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,8,1,8,1,9
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,66,1,66,1,67
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,78,0,78,0,78
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,5,0,5,0,5
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,1,0,1,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,102,0,102,0,102
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,3,1,3,1,4
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,103,1,103,1,104
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,6,0,6,0,6
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,3,0,3,0,3
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,57,1,57,1,58
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,5,0,5,0,5
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,8,0,8,0,8
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,2,6,2,6,8
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-01-01,6,0,6,0,6
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,0,7,0,7
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,22,4,22,4,26
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,8,1,8,1,9
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,56,0,56,0,56
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,1,1,1,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,1,2,1,3
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,12,1,12,1,13
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,1,2,1,3
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,1,2,1,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,0,7,0,7
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,10,2,10,2,12
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,1,6,1,7
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,2,4,2,6
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,12,0,12,0,12
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,9,0,9,0,9
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,48,0,48,0,48
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,11,0,11,0,11
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,8,0,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,29,1,29,1,30
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,15,2,15,2,17
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,9,1,9,1,10
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,9,0,9,0,9
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,2,2,2,4
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,66,0,66,0,66
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,32,9,32,9,41
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,1,4,1,5
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,0,1,0,1,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,18,0,18,0,18
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,24,0,24,0,24
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,11,0,11,0,11
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,6,7,6,13
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,0,7,0,7
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,1,1,1,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,13,2,13,2,15
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,24,1,24,1,25
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,0,3,0,3
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,49,0,49,0,49
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,45,0,45,0,45
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,8,0,8,0,8
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,29,1,29,1,30
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,120,6,120,6,126
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,11,1,11,1,12
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,10,5,10,5,15
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,0,3,0,3
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,39,3,39,3,42
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,38,2,38,2,40
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,0,3,0,3
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,10,0,10,0,10
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,26,0,26,0,26
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,14,2,14,2,16
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,1,6,1,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,9,0,9,0,9
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,1,7,1,8
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,29,0,29,0,29
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,82,0,82,0,82
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,8,2,8,10
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,912,2,912,2,914
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,86,0,86,0,86
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,28,0,28,0,28
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,11,0,11,0,11
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,19,9,19,9,28
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,17,19,17,19,36
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,19,0,19,0,19
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,10,4,10,4,14
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,13,0,13,0,13
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,2,2,2,4
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,20,0,20,0,20
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,1,7,1,8
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,23,6,23,6,29
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,44,0,44,0,44
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,20,0,20,0,20
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,11,4,11,4,15
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,1,1,1,2
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,9,0,9,0,9
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,830,5,830,5,835
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,0,2,0,2,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,1,3,1,4
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,15,0,15,0,15
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,56,0,56,0,56
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,25,7,25,7,32
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,19,0,19,0,19
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,2,3,2,5
ESMERALDA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,9,0,9,0,9
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,0,7,0,7
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,23,0,23,0,23
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,14,0,14,0,14
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,4,7,4,11
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,15,0,15,0,15
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,0,4,0,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,60,7,60,7,67
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,11,0,11,0,11
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,1,2,1,3
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,44,0,44,0,44
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,8,0,8,0,8
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,0,3,0,3
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,23,3,23,3,26
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,0,4,0,4
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,0,7,0,7
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,19,0,19,0,19
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,57,0,57,0,57
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,66,0,66,0,66
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,900,6,900,6,906
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,0,4,0,4
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,10,0,10,0,10
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,3,1,3,4
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,48,2,48,2,50
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,1,3,1,4
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,0,3,0,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,0,4,0,4
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,2,5,2,7
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,13,2,13,2,15
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,14,0,14,0,14
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,0,2,0,2,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,32,0,32,0,32
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,7,0,7,0,7
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,33,0,33,0,33
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,24,2,24,2,26
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,12,1,12,1,13
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,1,2,1,3
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,29,1,29,1,30
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,123,0,123,0,123
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,2,5,2,7
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,8,6,8,6,14
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,23,0,23,0,23
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,6,0,6,0,6
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,483,0,483,0,483
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,23,2,23,2,25
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,13,3,13,3,16
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,12,0,12,0,12
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,0,4,0,4
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,45,0,45,0,45
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,1,0,1,0,1
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,9,0,9,0,9
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,51,1,51,1,52
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,1,5,1,6
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,14,0,14,0,14
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,8,0,8,0,8
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,17,0,17,0,17
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,0,4,0,4
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,22,0,22,0,22
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,24,2,24,2,26
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,2,2,2,4
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,60,0,60,0,60
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,4,0,4,0,4
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,3,0,3,0,3
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,224,0,224,0,224
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,3,5,3,8
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,17,0,17,0,17
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,1,5,1,6
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,8,0,8,0,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,5,0,5,0,5
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,11,0,11,0,11
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,12,0,12,0,12
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,2,0,2,0,2
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,27,0,27,0,27
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,88,0,88,0,88
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,24,0,24,0,24
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-02-01,43,0,43,0,43
