municipality,group,variable,month,10.2. Nº de CAI de establecimiento,TOTAL
TAPACARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,2,2
TARACO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,3,3
TARATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,3,3
TEOPONTE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
TOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,2,2
TURCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
UMALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
VACAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,7,7
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,2,2
VINTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,9,9
YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
ARQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
BOYUIBE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
CAJUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
CARANAVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CARANGAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
CHOQUE COTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,6,6
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
COCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
COIPASA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,6,6
COMARAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
COMBAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
CURVA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,43,43
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,6,6
ESCARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
FILADELFIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,39,39
LA RIVERA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,3,3
LAJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,6,6
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
PALCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,4,4
POCONA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-03-01,11,11
