municipality,group,variable,month,10.9. Nº. De actividades educativas en Salud,TOTAL
BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,5,5
CAIROMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,25,25
CAJUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,9,9
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,11,11
CAMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,7,7
CAPINOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,18,18
CARACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,9,9
CARANAVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,7,7
CARAPARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,45,45
CHALLAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,33,33
CHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,13,13
CHARAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,5,5
CHAYANTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,9,9
CHIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,2,2
CHUA COCANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,5,5
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,11,11
CHUMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,11,11
CLIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,21,21
COBIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,4,4
COCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,14,14
COCHABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,98,98
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,41,41
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,65,65
COLLANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,25,25
COLOMI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,24,24
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,16,16
COMARAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,8,8
CONCEPCION,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,9,9
COPACABANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,3,3
COROICO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,17,17
COTAGAITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,41,41
COTOCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,14,14
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,10,10
CUEVO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,6,6
CULPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,36,36
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,499,499
EL CHORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,5,5
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,26,26
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,27,27
EL TORNO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,59,59
EL VILLAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,23,23
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,23,23
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,17,17
ESCARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,11,11
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,29,29
FILADELFIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,7,7
GUAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,29,29
GUTIERREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,36,36
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,7,7
HUACHACALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,4,4
HUANUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,13,13
HUARINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,6,6
HUATAJATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,27,27
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,73,73
ICLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,26,26
INCAHUASI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,4,4
IXIAMAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,10,10
LA GUARDIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,343,343
LA PAZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,253,253
LA RIVERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,6,6
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,34,34
LAJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,12,12
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,5,5
LLALLAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,16,16
LORETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,15,15
MACHACAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,10,10
MACHARETI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,21,21
MAGDALENA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,10,10
MECAPACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,11,11
MINEROS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,34,34
MIZQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,5,5
MOCOMOCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-02-01,4,4
