municipality,group,variable,month,10.4. N° de reuniones realizadas con Comités Loc. De Salud/Consejo Mun. De Salud,TOTAL
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,8,8
MONTERO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,6,6
MOROCHATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
OCURI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,3,3
OMEREQUE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
PAILON,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
POCONA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,4,4
POROMA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,11,11
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,14,14
PUNA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,11,11
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,9,9
QUIME,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
REYES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SACABA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,6,6
SACABAMBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
SACACA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
SAMAIPATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,3,3
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,18,18
SAN MATIAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,5,5
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,27,27
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SORATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,8,8
TACACOMA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
TAHUA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,4,4
TARABUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
TARATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,26,26
TARVITA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,4,4
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,3,3
TORO TORO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
VACAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,7,7
VITICHI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,6,6
WARNES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,6,6
YACUIBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,3,3
YOCALLA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-03-01,7,7
ALALAY,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-03-01,2,2
