municipality,group,variable,month,10.5. N° de beneficiarias (madres) nuevas del bono Juana Azurduy,TOTAL
TARATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,10.0,10.0
TARIJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,139.0,139.0
TARVITA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,15.0,15.0
TEOPONTE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,14.0,14.0
TINGUIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,3.0,3.0
TIPUANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,10.0,10.0
TIQUIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,55.0,55.0
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,15.0,15.0
TOCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,6.0,6.0
TOLATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,4.0,4.0
TOLEDO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,4.0,4.0
TOMAVE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,1.0,1.0
TOMINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,3.0,3.0
TORO TORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,6.0,6.0
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,12.0,12.0
TOTORA(ORR),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,3.0,3.0
TRINIDAD,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,36.0,36.0
TUPIZA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,39.0,39.0
TURCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,4.0,4.0
UNCIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,1.0,1.0
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,9.0,9.0
URUBICHA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,5.0,5.0
UYUNI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,38.0,38.0
VACAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,7.0,7.0
VIACHA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,27.0,27.0
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,1.0,1.0
VILLA MONTES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,45.0,45.0
VILLA RIVERO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,6.0,6.0
VILLA SERRANO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,8.0,8.0
VILLA TUNARI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,56.0,56.0
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,33.0,33.0
VILLAZON,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,60.0,60.0
VINTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,47.0,47.0
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,3.0,3.0
WARNES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,108.0,108.0
YACUIBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,21.0,21.0
YAMPARAEZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,7.0,7.0
YANACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,5.0,5.0
YAPACANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,48.0,48.0
YOTALA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,7.0,7.0
YUNCHARA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,4.0,4.0
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-01-01,6.0,6.0
ACHACACHI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,5.0,5.0
ACHOCALLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,13.0,13.0
AIQUILE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,15.0,15.0
ALALAY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,2.0,2.0
ANCORAIMES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,19.0,19.0
ANDAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
ANZALDO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,7.0,7.0
APOLO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,13.0,13.0
ARANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,8.0,8.0
ARBIETO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,12.0,12.0
ARQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,22.0,22.0
ATOCHA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,10.0,10.0
AUCAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,3.0,3.0
AYATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
AYO AYO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,3.0,3.0
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,11.0,11.0
AZURDUY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
BERMEJO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,39.0,39.0
BETANZOS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,32.0,32.0
BOLPEBRA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,3.0,3.0
BOYUIBE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,7.0,7.0
BUENA VISTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,18.0,18.0
CAJUATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,5.0,5.0
CALACOTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
CAMARGO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,12.0,12.0
CAPINOTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,23.0,23.0
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,4.0,4.0
CARACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,15.0,15.0
CARANAVI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,2.0,2.0
CARAPARI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,24.0,24.0
CHALLAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,13.0,13.0
CHAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,11.0,11.0
CHIMORE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,21.0,21.0
CHOQUE COTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
CHUMA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,2.0,2.0
CKOCHAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,7.0,7.0
CLIZA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
COBIJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,36.0,36.0
COCHABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,517.0,517.0
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,70.0,70.0
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,4.0,4.0
COLOMI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,15.0,15.0
COLPA BELGICA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,3.0,3.0
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,5.0,5.0
COLQUENCHA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,8.0,8.0
COMARAPA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,16.0,16.0
COMBAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
CONCEPCION,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,23.0,23.0
COPACABANA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,3.0,3.0
CORIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,1.0,1.0
CORO CORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,7.0,7.0
COROICO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,15.0,15.0
CORQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,3.0,3.0
COTAGAITA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,23.0,23.0
COTOCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,26.0,26.0
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,27.0,27.0
CULPINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,8.0,8.0
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,6.0,6.0
EL ALTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,698.0,698.0
EL CHORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,6.0,6.0
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,9.0,9.0
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,9.0,9.0
EL TORNO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,47.0,47.0
EL VILLAR,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-02-01,7.0,7.0
