municipality,group,variable,month,10.1. Nº de actividades realizadas con participación de la comunidad,TOTAL
VACAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,16,16
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,10,10
VIACHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,32,32
VILA VILA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,3,3
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,15,15
VILLA MONTES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,16,16
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,26,26
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,37,37
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,51,51
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,10,10
VILLAZON,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,22,22
VINTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,8,8
VITICHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,27,27
WARNES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,9,9
YACO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,24,24
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,7,7
YAPACANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,35,35
YUNCHARA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,47,47
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-01-01,38,38
ACACIO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,10,10
ACHACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,36,36
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,7,7
AIQUILE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,47,47
ALALAY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,12,12
ALCALA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,22,22
ALTO BENI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,3,3
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,5,5
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,8,8
ANTEQUERA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,3,3
APOLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,15,15
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,31,31
ARANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,12,12
ARBIETO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,14,14
ARQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,5,5
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,20,20
ATOCHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,8,8
AUCAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,5,5
AYATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,9,9
AZURDUY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,38,38
BAURES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,12,12
BERMEJO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,19,19
BETANZOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,82,82
BOLIVAR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,31,31
BOYUIBE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,5,5
CAIROMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,26,26
CAJUATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,36,36
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,17,17
CAMIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,7,7
CAPINOTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,22,22
CARACOLLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,28,28
CARANAVI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,7,7
CARIPUYO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,12,12
CHALLAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,18,18
CHAQUI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,19,19
CHARAGUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,9,9
CHAYANTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-02-01,7,7
