,group,variable,month,L 20.1 DPT 5TA DOSIS CANTIDAD,L 20.1 DPT 5TA DOSIS CANTIDAD,TOTALES
PADILLA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,7,1,8
PAMPA GRANDE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,2,0,2
PAZÑA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,2,0,2
POCONA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,2,3
POJO (CBBA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,2,9,11
POROMA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,4,5
PORTACHUELO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,3,0,3
PORVENIR,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,0,1
POTOSI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,22,11,33
PRESTO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,1,2
PUCARANI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,14,11,25
QUILLACOLLO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,9,8,17
QUIME,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,11,11
RAVELO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,2,2
REYES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,3,0,3
RIBERALTA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,8,1,9
ROBORE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,2,10,12
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,2,5,7
SAN ANDRES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,16,17
SAN BORJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,14,15,29
SAN IGNACIO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,19,23,42
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,6,7
SAN JOAQUIN,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,3,9,12
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,5,70,75
SAN LORENZO(PND),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,3,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,2,4,6
SAN LUCAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,13,14,27
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,10,19,29
SAN PEDRO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,36,37
SANTA ANA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,122,28,150
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,4,5
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,2,2
SUCRE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,15,4,19
TACOBAMBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,3,3
TACOPAYA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,6,6,12
TAPACARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,2,3
TARABUCO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,0,1
TARIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,51,7,58
TARVITA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,6,7,13
TEOPONTE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,18,19
TIQUIPAYA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
TOMINA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,13,15,28
TOTORA(CBBA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,4,4
TRIGAL,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,16,57,73
UMALA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,6,6
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,5,23,28
VALLEGRANDE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,9,0,9
VILLA MONTES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,13,2,15
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,11,11,22
VILLAZON,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,4,2,6
VITICHI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,1,2
WARNES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,30,0,30
YACUIBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,13,5,18
YAMPARAEZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,1,0,1
YOTALA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,6,31,37
YUNCHARA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
ZUDAÑEZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-12-01,0,1,1
