,group,variable,month,L 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,L 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
TRINIDAD,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,9,20,29
TUPIZA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,14,0,14
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,11,0,11
VACAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,2,0,2
VALLEGRANDE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,9,0,9
VILLA MONTES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,17,9,26
VILLA RIVERO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,1,1,2
VILLAZON,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,11,3,14
WARNES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,30,8,38
YACUIBA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,20,7,27
YAMPARAEZ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,8,10,18
YOTALA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,0,3,3
YUNCHARA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,0,1,1
ZUDAÑEZ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-10-01,0,2,2
AIQUILE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,1,2
ALCALA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,13,13
ANTEQUERA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,1,2
ARAMPAMPA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,2,2
ARANI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,2,0,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,77,1,78
BAURES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,5,0,5
BELLA FLOR,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,4,8
BOLPEBRA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,2,3
"CAIZA ""D""",vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,1,2
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
CAQUIAVIRI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,5,6
CARACOLLO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,7,0,7
CHAQUI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
CHARAGUA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,12,12
CHIMORE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
CHUMA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
COBIJA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,15,16,31
COCAPATA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,10,7,17
COCHABAMBA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,80,8,88
COLCAPIRHUA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,2,2
"COLCHA ""K""",vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,2,0,2
COLOMI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,4,8
COLQUIRI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,2,2
COPACABANA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
COTAGAITA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,9,13
COTOCA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,5,5,10
CURVA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,99,323,422
EL PUENTE(TJA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,40,2,42
EL VILLAR,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,3,7,10
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,7,26,33
FILADELFIA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,4,4
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,3,21,24
GUAYARAMERIN,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,23,18,41
GUTIERREZ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,2,3
HUACARETA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,6,10,16
ICLA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,26,26
INCAHUASI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,11,4,15
INQUISIVI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,3,3,6
LA PAZ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,37,8,45
LAJA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
LAS CARRERAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,5,20,25
LORETO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,10,3,13
MACHARETI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,37,9,46
MAGDALENA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,5,0,5
MAIRANA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
MINEROS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,3,3
MIZQUE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,7,5,12
MOJOCOYA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,2,2
MONTEAGUDO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,56,22,78
MONTERO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,40,7,47
MORO MORO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
OKINAWA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,2,0,2
OMEREQUE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,2,3
ORURO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,54,0,54
PADILLA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,13,11,24
PAMPA GRANDE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
PASORAPA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
PAZÑA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
POCONA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,1,2
POJO (CBBA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,4,8
POROMA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,6,15,21
PORONGO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,2,3
PORTACHUELO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,10,0,10
PORVENIR,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,4,4
POTOSI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,17,107,124
PRESTO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,3,16,19
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,6,1,7
PUNATA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,6,2,8
QUILLACOLLO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,3,7
RIBERALTA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,0,4
ROBORE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,15,19
RURRENABAQUE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,2,0,2
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,2,7,9
SAN ANDRES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,7,1,8
SAN BORJA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,5,24,29
SAN IGNACIO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,13,18,31
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,9,40,49
SAN LORENZO(PND),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,21,21
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,5,9
SAN LUCAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,17,27,44
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,19,21,40
SAN PEDRO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,8,9
SAN PEDRO(PND),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,6,1,7
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,165,135,300
SANTA ROSA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,0,1
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,3,0,3
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,3,3
SIPE SIPE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,2,0,2
SUCRE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,38,106,144
TAPACARI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,6,5,11
TARABUCO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,7,4,11
TARIJA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,42,48,90
TARVITA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,35,48,83
TIQUIPAYA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,1,4,5
TOMINA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,9,13
TRIGAL,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,11,5,16
TUPIZA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,2,0,2
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,10,18,28
VACAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,5,5
VALLEGRANDE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,18,0,18
VILLA CHARCAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,4,14,18
VILLA MONTES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,18,59,77
VILLA SERRANO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,14,0,14
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,2,2
VILLAZON,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,10,2,12
WARNES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,29,0,29
YACUIBA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,19,124,143
YAMPARAEZ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,3,0,3
YOTALA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,8,9,17
YUNCHARA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,6,31,37
ZUDAÑEZ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-11-01,0,2,2
AIQUILE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,2,3
ALCALA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,4,6
ANTEQUERA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,3,3
ARQUE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,4,4,8
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,12,0,12
BAURES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,5,25,30
BELLA FLOR,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,3,3
BERMEJO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,3,3
BOLPEBRA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,7,4,11
CABEZAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,2,2
CARACOLLO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,17,2,19
CHUMA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,1,2
COBIJA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,13,6,19
COCAPATA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,3,3
COCHABAMBA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,59,16,75
"COLCHA ""K""",vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,0,1
COLQUIRI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,2,2
COPACABANA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,1,2
CORO CORO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
COTAGAITA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,13,15
COTOCA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,12,15
EL ALTO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,35,37,72
EL PUENTE(TJA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
EL TORNO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,31,22,53
EL VILLAR,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,5,5,10
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,4,4
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,4,22,26
FILADELFIA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,2,5
GUAYARAMERIN,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,17,144,161
HUACARETA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,2,2
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,15,17
INCAHUASI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,0,2
LA PAZ,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,44,28,72
LORETO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,8,8
MACHARETI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,4,0,4
MAGDALENA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,15,8,23
MINEROS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,0,3
MIZQUE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,0,2
MOJOCOYA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,2,2
MONTEAGUDO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,24,8,32
MONTERO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,19,1,20
MOROCHATA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,7,7
OKINAWA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,0,3
OMEREQUE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,7,8
ORURO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,71,16,87
PADILLA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,7,1,8
PAMPA GRANDE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,0,2
PAZÑA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,0,2
POCONA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,2,3
POJO (CBBA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,9,11
POROMA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,4,5
PORTACHUELO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,0,3
PORVENIR,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,0,1
POTOSI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,22,11,33
PRESTO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,1,2
PUCARANI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,15,12,27
QUILLACOLLO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,9,8,17
RAVELO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,32,32
REYES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,0,3
RIBERALTA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,8,1,9
ROBORE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,10,12
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,5,7
SAN ANDRES,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,9,10
SAN BORJA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,14,15,29
SAN IGNACIO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,19,23,42
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,6,7
SAN JOAQUIN,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,9,12
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,5,70,75
SAN LORENZO(PND),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,3,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,2,4,6
SAN LUCAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,13,14,27
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,10,19,29
SAN PEDRO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,36,37
SANTA ANA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,173,126,299
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,4,5
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,2,2
SUCRE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,15,4,19
TACOBAMBA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,3,3
TACOPAYA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,6,6,12
TAPACARI,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,3,2,5
TARABUCO,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,1,0,1
TARIJA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,51,8,59
TARVITA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,6,7,13
TIQUIPAYA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
TOMINA,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,13,15,28
TOTORA(CBBA),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,4,4
TRIGAL,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,18,57,75
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,5,23,28
VALLEGRANDE,vacunacion en ninos de 4 anos,l 20.2       antipoliomielitica 5ta dosis,2012-12-01,9,0,9
