,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,3,6
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,8,16,24
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,1,2
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,6,9
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,59,55,114
ESCOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,0,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,14,14
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,5,4,9
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,4,7,11
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,4,5
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,4,0,4
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,6,9,15
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,0,3
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,4,7
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,19,1,20
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,4,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,92,8,100
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,3,3
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,6,1,7
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,0,3
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,3,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,1,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,19,28,47
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,11,0,11
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,1,2
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,28,29
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,2,2
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,9,86,95
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,11,11
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,7,7
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,6,2,8
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,7,7
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,2,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,11,11
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,23,21,44
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,8,3,11
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,1,4
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,18,0,18
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,12,0,12
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,5,8,13
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,4,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,7,1,8
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,3,5
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,198,54,252
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,4,7
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,2,4
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,27,57,84
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,1,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,7,10,17
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,15,1,16
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,10,9,19
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,5,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,3,1,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,13,8,21
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,7,0,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,0,2
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,18,6,24
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,9,2,11
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,7,7
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,21,1,22
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-11-01,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,3,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,4,5
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,10,10,20
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,9,0,9
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,1,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,2,3
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,7,0,7
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,6,0,6
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,8,9
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,35,1,36
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,4,0,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,6,0,6
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,8,11,19
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,5,5
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,6,0,6
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,1,1
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,57,31,88
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,2,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,5,8,13
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,5,5
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,4,0,4
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,3,5,8
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,6,3,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,62,12,74
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,3,4
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,11,5,16
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,13,0,13
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,3,1,4
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,9,86,95
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,3,0,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,2,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,5,2,7
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,2,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,4,10,14
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,39,0,39
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,8,3,11
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,3,1,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,3,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,8,0,8
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,93,13,106
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,9,9
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,4,2,6
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,4,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,3,1,4
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,16,2,18
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,6,8,14
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,1,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,3,1,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,15,0,15
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,6,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,1,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,4,2,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,36,12,48
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,0,3,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-12-01,2,1,3
