,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,3,4
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,13,13
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,3,0,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,3,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,3,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,3,3
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,5,5
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,326,98,424
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,1,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,9,14,23
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,5,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,19,2,21
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,5,28,33
TARACO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,27,3,30
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,6,5,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
TOLATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,10,3,13
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,15,4,19
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,1,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,2,0,2
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,6,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,4,1,5
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,9,5,14
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,1,2,3
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,7,3,10
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,4,5,9
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-08-01,8,24,32
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,5,7
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,5,5
BAURES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,8,0,8
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,4,5
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,4,4
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
CAMARGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,5,5
CARAPARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,2,2
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,4,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,12,1,13
CHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,5,6
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,10,7,17
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,15,15
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,149,35,184
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,12,0,12
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,3,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,10,4,14
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,7,7
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,0,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,9,9
CORQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,10,5,15
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,158,110,268
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,7,3,10
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,3,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,6,4,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,2,4
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,2,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,6,7
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,2,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,14,0,14
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,104,37,141
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,3,5
LURIBAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,9,12
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,10,3,13
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,4,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,5,6
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,7,9
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,40,1,41
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,5,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,2,3
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,8,8
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,6,0,6
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,0,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,5,1,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,48,7,55
PRESTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,4,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,4,5
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,10,7,17
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,2,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,1,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,12,31,43
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,4,3,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
SABAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,15,3,18
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,13,13
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,12,15,27
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,11,0,11
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,11,11
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,2,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,4,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,8,9
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,283,122,405
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,4,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,6,6,12
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,7,10,17
TACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,20,20
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,3,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,12,6,18
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,23,32,55
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,3,5
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,3,3
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,8,9
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,13,13,26
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,4,1,5
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,1,3
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,2,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,1,2
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,4,1,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,10,4,14
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,2,4,6
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,3,4,7
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,7,0,7
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,7,7
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,13,4,17
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,5,17,22
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,0,1,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-09-01,1,3,4
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,9,9
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,10,11
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,1,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,10,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,5,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,9,10
AYO AYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,1,2
BAURES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,3,5
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,7,8
CAIROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,5,6
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,1,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,8,11
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,8,9,17
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,19,19
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,164,61,225
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,16,2,18
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,4,2,6
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,1,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,6,1,7
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
COMBAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,4,4,8
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,2,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,11,37,48
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,0,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,172,98,270
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,2,4
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,5,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,5,7
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,3,4
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,5,8
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,8,0,8
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,107,24,131
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,3,6
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,8,9
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,1,4
MECAPACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,1,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,4,6
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,16,5,21
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,8,8
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,4,9,13
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,52,2,54
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,2,2
PADILLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,6,6
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
