,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,2,1,3
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,0,23,23
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,8,0,8
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,1,2,3
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,20,15,35
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,10,2,12
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,113,44,157
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,16,31,47
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,1,4,5
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-02-01,2,2,4
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,11,11
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,7,15
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,2,3
ALCALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,5,6,11
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,11,11
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,16,67,83
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,39,0,39
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,13,14
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,6,14
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,35,43
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,2,3
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,1,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,39,19,58
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,4,12,16
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,26,0,26
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,13,8,21
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,7,7
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,4,5,9
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,7,3,10
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,23,7,30
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,17,31,48
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,17,25
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,249,63,312
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,1,9
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,10,6,16
COMBAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,2,2
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,7,0,7
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,10,18
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,30,28,58
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,8,16
CURVA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,4,4
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,6,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,194,62,256
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,5,0,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,54,5,59
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,10,18
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,62,33,95
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,7,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,18,22,40
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,5,13,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,8,16
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,3,5
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,13,31,44
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,10,20,30
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,0,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,21,29
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,38,25,63
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,101,10,111
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,3,4
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,24,26
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,6,3,9
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,5,24,29
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,19,3,22
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,13,53,66
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,10,4,14
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,60,24,84
MORO MORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,1,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,4,7
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,18,12,30
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,10,11
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,116,30,146
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,10,13
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,37,39
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,3,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,6,6
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,7,30,37
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,2,5
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,17,29,46
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,1,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,4,6,10
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,85,46,131
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,5,21,26
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,18,5,23
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,23,23,46
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,16,0,16
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,35,22,57
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,6,5,11
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,7,0,7
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,14,0,14
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,9,0,9
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,46,34,80
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,46,46
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,4,11,15
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,13,21
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,16,57,73
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,19,4,23
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,13,16
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,8,0,8
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,13,16,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,3,5
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,6,9
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,8,9
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,63,65
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,549,288,837
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,5,10,15
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,11,0,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,2,2
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,184,273,457
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,10,10
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,1,4
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,1,3
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,3,0,3
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,6,54,60
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,81,36,117
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,7,14,21
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,4,2,6
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,16,18
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,12,3,15
TOLEDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,3,5
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,5,7
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,12,10,22
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,46,10,56
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,4,47,51
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,6,0,6
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,11,9,20
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,28,30,58
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,15,12,27
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,18,35,53
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,27,9,36
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,9,20,29
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,11,5,16
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,109,42,151
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,13,11,24
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,0,2
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,10,22,32
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-03-01,2,10,12
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,13,8,21
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,2,2
ALCALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,2,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,10,10
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,3,2,5
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,4,10,14
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,1,5,6
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,21,27,48
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,11,41,52
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,13,196,209
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,37,0,37
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,16,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,8,24,32
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,1,1,2
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,19,6,25
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,2,0,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,1,1,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,4,23,27
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,3,6,9
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,2,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,3,0,3
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,24,33,57
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,6,6,12
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,11,24,35
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,15,45,60
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,22,4,26
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,1,4,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,10,10,20
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,17,17
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,16,15,31
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,6,6
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,18,4,22
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,11,7,18
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,19,9,28
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,1,12,13
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,310,224,534
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,19,5,24
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,4,13,17
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,12,26,38
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,7,7,14
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,2,0,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,17,33,50
COMBAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,5,5
COPACABANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,4,4,8
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,6,7,13
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,3,23,26
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,19,25,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,4,0,4
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,7,7,14
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,8,8,16
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,3,9,12
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,345,191,536
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,16,16,32
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,5,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,34,6,40
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,5,18,23
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,46,32,78
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,2,2,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,2,12,14
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,42,45,87
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,11,3,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,5,9,14
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,1,1
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,12,0,12
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,0,5,5
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,2,9,11
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-04-01,10,24,34
