,group,variable,month,SRP DOSIS ÚNICA CANTIDAD,SRP DOSIS ÚNICA CANTIDAD,TOTALES
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,4,6
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,24,26,50
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,10,33,43
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,2,3
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,14,2,16
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,15,22,37
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,5,6
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,4,6,10
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,5,0,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,17,1,18
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,279,211,490
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,1,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,9,9
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,4,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,8,0,8
SORACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,7,3,10
TACACOMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,2,2
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,2,3
TARATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,14,6,20
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,0,3,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,3,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,20,2,22
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,4,1,5
UNCIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,1,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,1,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,2,5
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,8,0,8
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,8,17,25
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-10-01,3,10,13
ACACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,15,16
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,3,3
ARBIETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,2,2
AZURDUY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
BAURES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,0,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,5,0,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,7,0,7
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,7,11
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,11,11
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,8,6,14
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,68,16,84
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,0,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,0,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,4,4
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,6,6
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,2,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,0,4
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,12,7,19
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,105,90,195
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,7,2,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,1,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,13,16
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,2,6
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,3,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,14,1,15
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,113,16,129
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,7,7
MALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,9,9
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,1,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,5,6
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,8,7,15
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,1,4
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,26,0,26
PADCAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,9,11
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,10,15,25
PALCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,2,3
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,2,2
PORONGO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,4,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,0,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,18,14,32
PRESTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,8,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,1,5
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,15,32,47
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,5,0,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,6,7,13
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,3,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,225,123,348
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,12,0,12
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,1,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,5,3,8
SORACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,12,11,23
TAPACARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,12,8,20
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,10,13
TOCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,17,2,19
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,2,4
UNCIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,1,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,2,3
UYUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,3,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,2,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,3,0,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,5,2,7
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,9,1,10
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,4,8,12
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-11-01,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,10,10
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
AZURDUY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,6,19,25
BATALLAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
BAURES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,3,0,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,0,2
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,9,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,3,1,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,42,1,43
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,6,4,10
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,4,4
COMANCHE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,1,3
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,3,0,3
CORQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,6,0,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,72,83,155
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,3,4,7
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,6,0,6
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,0,2
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
ICLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,8,9
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,12,0,12
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,4,0,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,47,2,49
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
LLICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,29,0,29
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
MALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,3,1,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,16,4,20
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,1,2
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,21,0,21
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,2,3
PALCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,4,0,4
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,17,7,24
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,4,0,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,4,0,4
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,5,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,14,43,57
RAVELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,5,2,7
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,10,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,4,5
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,9,0,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,3,19,22
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,3,3
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,175,116,291
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,1,3
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,3,3
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,12,1,13
TARATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,4,0,4
TARVITA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,6,20,26
TOMINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,4,0,4
