municipality,group,variable,month,N°de beneficiarios(as) (niño/as) con promoción en Salud Oral,TOTAL
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,1,1
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,20,20
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,25,25
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,48,48
CHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,25,25
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,20,20
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,141,141
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,115,115
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,17,17
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,65,65
COLOMI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,20,20
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,50,50
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,86,86
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,32,32
COMARAPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,27,27
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,50,50
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,40,40
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,247,247
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,4,4
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,20,20
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,24,24
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,43,43
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,154,154
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,150,150
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,18,18
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,431,431
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,22,22
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,10,10
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,6,6
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,72,72
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,9,9
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,47,47
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,75,75
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,45,45
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,129,129
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,4,4
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,43,43
LLALLAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,53,53
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,50,50
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,28,28
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,18,18
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,28,28
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,71,71
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,146,146
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,2,2
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,5,5
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,108,108
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,24,24
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,11,11
PASORAPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,194,194
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,150,150
POJO (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,64,64
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,1,1
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,83,83
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,125,125
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,22,22
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,42,42
PUCARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,35,35
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,27,27
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,14,14
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,28,28
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,283,283
PUNATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,9,9
QUIME,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,60,60
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,174,174
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,67,67
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,13,13
SACABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,8,8
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,220,220
SAMAIPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,29,29
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,15,15
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,72,72
SAN BENITO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,30,30
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,166,166
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,87,87
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,49,49
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,225,225
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,50,50
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,123,123
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,75,75
SAN MATIAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,80,80
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,51,51
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,107,107
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,4,4
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,198,198
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,40,40
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,2167,2167
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,7,7
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,101,101
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,30,30
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,97,97
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,132,132
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,157,157
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-03-01,16,16
