municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,8,8
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,10,10
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,5,5
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,137,137
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,140,140
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,3,3
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,528,528
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,17,17
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,3,3
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,16,16
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,24,24
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,353,353
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,38,38
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,1,1
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,43,43
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,112,112
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,68,68
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,160,160
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,1,1
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,186,186
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,9,9
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,9,9
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,103,103
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,3,3
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,5,5
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,43,43
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,18,18
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,26,26
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,94,94
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,22,22
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,34,34
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,17,17
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,14,14
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2,2
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,1,1
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,21,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,2744,2744
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,22,22
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,18,18
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,3,3
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,982,982
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,7,7
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,8,8
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,537,537
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,11,11
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,18,18
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,4,4
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,7,7
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,247,247
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,38,38
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,8,8
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,29,29
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,36,36
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,14,14
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,61,61
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,9,9
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,104,104
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,36,36
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,113,113
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,5,5
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,20,20
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,11,11
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-11-01,6,6
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,11,11
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,10,10
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,10,10
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,3,3
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,5,5
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,30,30
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,13,13
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,45,45
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,59,59
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,50,50
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,2,2
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,9,9
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,47,47
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,51,51
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,310,310
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,2365,2365
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,33,33
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,3,3
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,10,10
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,9,9
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,17,17
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,12,12
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,18,18
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,18,18
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,8,8
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1019,1019
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,22,22
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,16,16
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,15,15
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,45,45
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,9,9
HUACAYA (VILLA DE HUACAYA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,3,3
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,12,12
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,31,31
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,2958,2958
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,3,3
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,9,9
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,9,9
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,72,72
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,131,131
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1,1
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,541,541
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,19,19
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,30,30
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,38,38
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,13,13
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,396,396
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,13,13
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,45,45
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,66,66
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,69,69
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,71,71
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,152,152
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,3,3
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,238,238
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,8,8
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,73,73
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,5,5
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,2,2
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,23,23
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,28,28
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,22,22
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,92,92
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,26,26
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,11,11
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,3,3
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,28,28
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,2447,2447
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,4,4
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,19,19
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,22,22
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1,1
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1078,1078
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1,1
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,492,492
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,11,11
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1,1
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,9,9
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,6,6
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,2,2
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,5,5
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,243,243
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,31,31
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,27,27
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,15,15
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,43,43
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,54,54
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,40,40
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,48,48
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,12,12
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,83,83
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,27,27
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,77,77
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,12,12
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,11,11
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-12-01,3,3
