municipality,group,variable,month,Inyectable Trimestral: Usuarias Nuevas,TOTAL
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,21,21
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,7,7
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,41,41
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,7,7
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,16,16
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,22,22
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,11,11
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,12,12
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,1,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,4,4
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,9,9
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,8,8
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,6,6
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,8,8
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,9,9
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,225,225
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,9,9
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,21,21
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,1,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,8,8
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,4,4
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,1,1
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,8,8
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,5,5
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,7,7
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,18,18
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,42,42
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,6,6
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,9,9
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,10,10
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,205,205
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,12,12
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,6,6
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,4,4
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,23,23
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,8,8
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,23,23
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,12,12
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,7,7
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,11,11
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,8,8
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,6,6
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,38,38
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,20,20
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,6,6
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,4,4
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,13,13
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,5,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,16,16
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,11,11
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,20,20
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,11,11
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,1,1
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,5,5
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,10,10
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,7,7
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,4,4
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,9,9
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,14,14
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,32,32
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,1,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,27,27
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,7,7
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,1,1
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,8,8
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,5,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,90,90
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,10,10
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,15,15
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,10,10
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,1,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,71,71
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,47,47
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,27,27
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,4,4
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,3,3
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-01-01,2,2
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,5,5
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,16,16
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,11,11
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,2,2
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,1,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,7,7
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,8,8
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,1,1
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,2,2
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,13,13
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,9,9
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,12,12
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,8,8
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,17,17
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,8,8
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,8,8
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,3,3
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,13,13
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,12,12
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,4,4
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,2,2
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,14,14
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,7,7
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,1,1
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,10,10
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,7,7
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,22,22
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,16,16
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,11,11
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,1,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,3,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,8,8
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,13,13
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,7,7
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2012-02-01,3,3
