,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES,TOTALES,TOTALES
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,1,1,1,2
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,3,3,3,3,6
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,7,21,7,21,28
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,2,0,2,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,1,1,1,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,0,1,0,1
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,3,2,3,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,8,17,8,17,25
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,12,12,12,12,24
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,0,2,0,2
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,3,4,3,4,7
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,4,12,4,12,16
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,35,53,35,53,88
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,1,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,12,11,12,11,23
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,6,3,6,3,9
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,2,0,2,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,6,1,6,7
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,4,2,4,6
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,2,1,2,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,52,58,52,58,110
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,32,50,32,50,82
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,1,2,1,3
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,162,194,162,194,356
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,13,2,13,15
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,4,4,4,4,8
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,5,15,5,15,20
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,2,2,2,4
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,5,1,5,6
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,5,4,5,4,9
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,4,1,4,5
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,3,0,3,3
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,555,50,555,50,605
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,5,3,5,3,8
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,6,6,6,6,12
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,4,6,4,6,10
SENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,3,1,3,4
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,3,1,3,4
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,9,3,9,3,12
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,1,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,26,27,26,27,53
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,38,79,38,79,117
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,7,0,7,0,7
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,0,2,0,2
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,3,0,3,3
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,1,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,10,16,10,16,26
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,6,2,6,8
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,5,8,5,8,13
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,8,9,8,9,17
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,6,4,6,4,10
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,3,0,3,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,4,2,4,6
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,3,2,3,2,5
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,1,1,1,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,4,0,4,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,3,7,3,7,10
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,1,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,12,0,12,12
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,12,36,12,36,48
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,2,1,2,3
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,3,0,3,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,6,8,6,8,14
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,4,0,4,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,3,2,3,2,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,4,1,4,5
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,0,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,1,15,1,15,16
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,1,2,1,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,6,10,6,10,16
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,4,8,4,8,12
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,3,7,3,7,10
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,1,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,0,1,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,6,2,6,8
YACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,2,1,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,43,45,43,45,88
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,29,27,29,27,56
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-02-01,4,7,4,7,11
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,11,20,11,20,31
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,3,1,3,1,4
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,9,1,9,10
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,0,2,0,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,11,19,11,19,30
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,16,1,16,17
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,1,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,12,10,12,10,22
AUCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,2,1,2,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,7,9,7,9,16
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,23,17,23,17,40
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,61,53,61,53,114
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,5,24,5,24,29
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,1,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,8,13,8,13,21
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,8,4,8,12
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,3,2,3,5
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,20,51,20,51,71
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,14,54,14,54,68
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,3,2,3,5
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,2,4,2,6
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,7,6,7,6,13
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,0,2,0,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,16,12,16,12,28
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,9,2,9,11
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,5,15,5,15,20
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,233,488,233,488,721
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,6,15,6,15,21
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,3,2,3,5
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,3,5,3,5,8
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,3,0,3,0,3
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,8,30,8,30,38
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,5,4,5,9
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,10,13,10,13,23
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,3,8,3,8,11
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,10,11,10,11,21
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,9,1,9,1,10
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,3,2,3,5
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,6,5,6,5,11
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,55,149,55,149,204
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,5,2,5,7
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,29,41,29,41,70
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,13,2,13,15
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,6,5,6,5,11
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,4,0,4,4
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,7,0,7,7
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,9,6,9,6,15
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,5,2,5,7
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,12,2,12,14
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,7,18,7,18,25
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,37,31,37,31,68
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,2,2,2,4
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,2,1,2,3
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,7,5,7,5,12
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,24,0,24,24
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,3,4,3,7
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,5,20,5,20,25
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,14,10,14,10,24
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,6,4,6,4,10
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,5,4,5,4,9
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,52,137,52,137,189
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,0,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,3,0,3,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,1,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,7,8,7,8,15
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,7,4,7,11
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,3,4,3,7
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,9,12,9,12,21
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,3,0,3,3
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,1,1,1,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,1,2,1,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,114,236,114,236,350
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,1,0,1,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,11,13,11,13,24
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,5,5,5,5,10
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,1,0,1,1
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,9,18,9,18,27
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,0,1,0,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,1,1,1,2
PELECHUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,0,2,0,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,3,3,3,3,6
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,11,12,11,12,23
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,21,13,21,13,34
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,3,1,3,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,9,19,9,19,28
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,3,5,3,5,8
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,5,17,5,17,22
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,1,2,1,2,3
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,4,3,4,3,7
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,3,10,3,10,13
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,16,35,16,35,51
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,18,42,18,42,60
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,2,0,2,2
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,0,1,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,2,1,2,1,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,21,25,21,25,46
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-03-01,138,107,138,107,245
