,group,variable,month,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES,TOTALES,TOTALES
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,2,0,2,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,2,0,2,2
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,9,6,9,6,15
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,2,1,2,3
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,6,11,6,11,17
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,100,90,100,90,190
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,17,15,17,15,32
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,5,1,5,6
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,0,2,0,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,34,36,34,36,70
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,2,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,1,1,1,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,17,6,17,6,23
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,9,7,9,7,16
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,6,2,6,8
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,4,11,4,11,15
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,2,2,2,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,3,2,3,2,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,2,2,2,4
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,4,2,4,6
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,2,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,3,4,3,4,7
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,2,1,2,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,8,3,8,3,11
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,38,33,38,33,71
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,72,82,72,82,154
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,1,2,1,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,18,17,18,17,35
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,0,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,0,2,0,2
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,6,0,6,0,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,7,1,7,8
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,0,2,0,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,2,1,2,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,2,1,2,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,1,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,6,3,6,3,9
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,0,2,0,2,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-11-01,1,0,1,0,1
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,4,0,4,0,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,2,0,2,2
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,3,3,3,3,6
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,12,6,12,6,18
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,2,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,0,2,0,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,5,1,5,1,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,82,75,82,75,157
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,2,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,32,18,32,18,50
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,9,2,9,11
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,0,2,0,2
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,2,1,2,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,80,43,80,43,123
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,15,9,15,9,24
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,4,9,4,9,13
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,9,1,9,1,10
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,2,1,2,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,5,5,5,5,10
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,2,1,2,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,3,3,3,3,6
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,3,0,3,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,2,0,2,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,5,1,5,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,5,0,5,0,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,67,61,67,61,128
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,99,93,99,93,192
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,28,24,28,24,52
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,0,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,5,0,5,0,5
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,0,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,7,6,7,6,13
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,7,3,7,3,10
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,2,1,2,3
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,2,0,2,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,3,5,3,5,8
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,1,2,1,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,0,1,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,2,0,2,0,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,10,10,10,10,20
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,0,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2010-12-01,1,1,1,1,2
