,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES,TOTALES,TOTALES
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,10,7,10,7,17
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,7,6,7,6,13
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,4,4,4,4,8
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,3,3,3,6
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,8,7,8,7,15
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,5,3,5,3,8
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,1,1,1,2
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,2,0,2,2
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,25,16,25,16,41
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,1,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,8,3,8,3,11
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,9,5,9,5,14
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,129,115,129,115,244
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,1,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,411,623,411,623,1034
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,1,0,1,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,11,13,11,13,24
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,96,74,96,74,170
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,8,4,8,4,12
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,4,0,4,4
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,1,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,8,4,8,4,12
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,0,2,0,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,0,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,46,58,46,58,104
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,25,39,25,39,64
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,1,3,1,3,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,1,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,20,16,20,16,36
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,7,5,7,5,12
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,4,0,4,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,2,1,2,1,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,1,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,6,7,6,7,13
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,7,3,7,10
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,22,19,22,19,41
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,0,2,0,2,2
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,3,0,3,0,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,17,21,17,21,38
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-09-01,12,20,12,20,32
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,1,2,1,3
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,0,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,16,14,16,14,30
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,6,7,6,7,13
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,31,35,31,35,66
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,2,0,2,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,0,3,0,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,3,0,3,3
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,3,1,3,4
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,11,12,11,12,23
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,4,7,4,7,11
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,5,0,5,0,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,7,2,7,2,9
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,4,0,4,4
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,3,1,3,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,158,207,158,207,365
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,4,2,4,6
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,3,3,3,6
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,6,5,6,5,11
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,2,0,2,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,1,2,1,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,9,12,9,12,21
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,1,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,47,46,47,46,93
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,3,2,3,5
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,10,9,10,9,19
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,4,1,4,1,5
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,2,1,2,3
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,6,2,6,2,8
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,15,19,15,19,34
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,7,7,7,7,14
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,2,2,2,4
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,2,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,486,508,486,508,994
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,4,1,4,1,5
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,3,2,3,5
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,7,7,7,7,14
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,7,2,7,9
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,66,92,66,92,158
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,9,20,9,20,29
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,0,2,0,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,0,2,0,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,1,2,1,3
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,0,3,0,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,19,13,19,13,32
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,0,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,12,24,12,24,36
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,10,7,10,7,17
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,2,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,4,1,4,1,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,0,2,0,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,8,1,8,9
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,42,36,42,36,78
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,2,0,2,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,1,3,1,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,4,3,4,7
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,6,4,6,4,10
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,1,2,1,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,0,3,0,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,7,4,7,4,11
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,18,9,18,9,27
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,5,4,5,4,9
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,8,3,8,11
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,3,1,3,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,8,2,8,2,10
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,107,138,107,138,245
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,0,3,0,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,1,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,0,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,407,503,407,503,910
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,14,14,14,14,28
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,43,32,43,32,75
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,2,3,2,5
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,4,2,4,2,6
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,5,2,5,7
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,8,7,8,7,15
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,94,243,94,243,337
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,54,54,54,54,108
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,0,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,3,3,3,3,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,31,1,31,32
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,5,3,5,3,8
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,0,2,0,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,2,3,2,3,5
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,8,13,8,13,21
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,5,0,5,0,5
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,0,81,0,81,81
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,21,21,21,21,42
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,29,23,29,23,52
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,1,1,1,1,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,13,16,13,16,29
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-10-01,5,5,5,5,10
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,1,1,1,2
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,16,11,16,11,27
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,3,2,3,5
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,35,29,35,29,64
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,3,3,3,6
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,0,2,0,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,12,6,12,6,18
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,5,4,5,9
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,5,6,5,6,11
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,2,2,2,4
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,3,0,3,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,2,1,2,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,2,1,2,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,186,234,186,234,420
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,2,0,2,2
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,8,4,8,12
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,4,0,4,4
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,3,3,3,6
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,18,11,18,11,29
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,36,52,36,52,88
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,3,3,3,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,19,12,19,12,31
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,2,1,2,3
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,2,1,2,3
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,1,1,1,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,23,33,23,33,56
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,7,5,7,5,12
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,3,4,3,7
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,1,2,1,3
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,1,2,1,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,173,195,173,195,368
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,7,3,7,10
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,1,1,1,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,2,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,0,3,0,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,21,10,21,10,31
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,16,13,16,13,29
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,2,1,2,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,57,85,57,85,142
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,5,17,5,17,22
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,4,0,4,4
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,1,2,1,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,21,6,21,6,27
