,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,11,0,11,11
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,12,28,12,28,40
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,2,0,2,2
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,20,0,20,20
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,7,1,7,8
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,22,0,22,22
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,24,6,24,6,30
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,136,11,136,11,147
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,46,15,46,15,61
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,7,0,7,0,7
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,6,4,6,4,10
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,6,52,6,52,58
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,28,1,28,29
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,18,14,18,14,32
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,14,2,14,16
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,2,0,2,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,13,111,13,111,124
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,32,109,32,109,141
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,6,29,6,29,35
CURVA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,380,499,380,499,879
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,59,70,59,70,129
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,3,4,3,4,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,8,7,8,7,15
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,14,0,14,0,14
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,8,0,8,0,8
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,14,0,14,0,14
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,3,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,34,189,34,189,223
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,5,1,5,6
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,8,76,8,76,84
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,10,0,10,10
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,1,1,1,2
HUMANATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,3,1,3,1,4
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,40,36,40,36,76
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,15,1,15,16
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,11,0,11,0,11
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,15,1,15,1,16
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,66,18,66,18,84
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,8,77,8,77,85
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,332,2,332,334
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,15,0,15,15
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,17,0,17,0,17
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,26,0,26,0,26
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,12,4,12,16
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,14,23,14,23,37
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,26,0,26,0,26
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,8,0,8,8
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,2,4,2,6
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,3,0,3,0,3
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,163,14,163,14,177
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,1,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,7,72,7,72,79
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,17,0,17,0,17
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,6,2,6,8
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,11,3,11,3,14
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,27,221,27,221,248
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,5,14,5,14,19
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,0,4,0,4
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,5,0,5,0,5
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,9,0,9,0,9
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,4,0,4,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,154,75,154,75,229
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,48,0,48,48
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,16,7,16,7,23
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,14,6,14,6,20
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,20,0,20,20
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,10,0,10,10
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,25,25,25,25,50
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,19,0,19,19
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,0,2,0,2
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,107,0,107,107
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,8,2,8,2,10
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,11,0,11,0,11
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,5,0,5,0,5
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,11,0,11,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,2,2,2,4
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,11,0,11,0,11
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,6,4,6,4,10
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,28,75,28,75,103
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,34,11,34,11,45
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,136,0,136,0,136
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,12,0,12,12
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,7,12,7,12,19
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,7,1,7,1,8
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,53,98,53,98,151
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,6,10,6,10,16
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,2,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,12,3,12,3,15
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,401,63,401,63,464
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,7,12,7,12,19
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,6,50,6,50,56
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,1,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,5,1,5,6
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,1,2,1,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,3,3,3,3,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,3,12,3,12,15
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,38,33,38,33,71
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,7,0,7,7
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,38,4,38,42
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,35,1,35,36
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,96,23,96,23,119
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,39,1,39,40
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,50,4,50,54
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,5,12,5,12,17
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,96,16,96,16,112
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,7,47,7,47,54
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,4,0,4,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,3,2,3,5
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,57,126,57,126,183
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,22,10,22,10,32
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,4,35,4,35,39
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,3,0,3,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,6,1,6,1,7
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,68,77,68,77,145
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,32,13,32,13,45
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,27,10,27,10,37
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,18,9,18,9,27
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,10,0,10,10
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,21,32,21,32,53
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,34,30,34,30,64
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,26,52,26,52,78
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,10,0,10,0,10
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,2,0,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,0,31,0,31,31
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2010-12-01,3,11,3,11,14
