,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES,TOTALES,TOTALES
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,5,0,5,0,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,4,0,4,0,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,14,0,14,14
POOPO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,5,0,5,0,5
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,11,0,11,11
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,0,3,0,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,8,5,8,5,13
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,8,2,8,2,10
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,2,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,0,2,0,2
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,4,0,4,4
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,6,3,6,9
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,8,6,8,6,14
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,5,0,5,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,76,1,76,77
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,4,3,4,7
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,3,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,51,0,51,0,51
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,0,2,0,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,56,14,56,14,70
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,10,0,10,10
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,4,0,4,0,4
TARVITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,20,12,20,12,32
URUBICHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,0,2,0,2
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,3,0,3,0,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,2,10,2,10,12
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,4,6,4,6,10
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-11-01,1,0,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,10,0,10,10
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,8,0,8,8
ARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,3,1,3,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,11,0,11,0,11
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,5,0,5,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,6,0,6,0,6
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,9,2,9,11
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,3,0,3,3
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,4,6,4,6,10
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,4,2,4,2,6
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,70,1,70,1,71
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,20,2,20,22
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,22,0,22,22
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,4,2,4,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,32,8,32,8,40
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,17,3,17,3,20
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,9,12,9,12,21
ESCOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,4,0,4,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,41,0,41,0,41
GUAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,2,1,2,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,4,0,4,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,19,0,19,0,19
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,8,1,8,1,9
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,6,0,6,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,14,2,14,2,16
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,21,2,21,2,23
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,12,0,12,12
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,5,0,5,5
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,5,0,5,5
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,14,3,14,3,17
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,4,2,4,2,6
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,3,5,3,5,8
OCURI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,42,2,42,2,44
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,4,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,5,0,5,5
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
PORCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,5,0,5,5
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,7,0,7,0,7
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,20,0,20,20
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,6,1,6,1,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,20,13,20,13,33
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,4,0,4,0,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,3,3,3,3,6
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,8,9,8,9,17
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,1,1,1,2
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,5,12,5,12,17
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,5,0,5,5
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,178,11,178,11,189
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,3,0,3,0,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,16,5,16,5,21
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
TARACO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,4,0,4,4
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,3,2,3,2,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,4,0,4,0,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,26,2,26,2,28
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,3,0,3,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,6,0,6,0,6
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,5,0,5,5
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,6,0,6,0,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,5,0,5,0,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2010-12-01,0,2,0,2,2
