,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,3,18,3,18,21
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,49,8,49,8,57
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,39,0,39,39
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,11,0,11,0,11
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,3,0,3,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,13,105,13,105,118
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,49,0,49,49
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,5,179,5,179,184
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,23,8,23,8,31
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,24,65,24,65,89
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,16,26,16,26,42
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,374,301,374,301,675
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,2,0,2,2
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,25,0,25,25
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,5,7,5,7,12
MALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,10,0,10,10
MAPIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,5,0,5,5
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,10,79,10,79,89
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,6,3,6,3,9
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,10,0,10,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,9,1,9,10
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,13,0,13,13
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,5,0,5,5
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,13,0,13,0,13
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,6,0,6,0,6
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,9,10,9,10,19
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,8,1,8,1,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,3,5,3,5,8
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,4,0,4,4
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,41,0,41,41
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,1,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,13,33,13,33,46
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,162,1,162,163
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,53,307,53,307,360
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,130,0,130,130
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,19,10,19,10,29
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,14,21,14,21,35
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,12,0,12,0,12
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,21,290,21,290,311
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,20,28,20,28,48
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,12,164,12,164,176
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,62,0,62,0,62
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,11,9,11,9,20
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,42,0,42,42
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,20,0,20,20
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,8,0,8,8
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,14,0,14,14
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,17,0,17,17
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,19,6,19,6,25
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,4,1,4,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,3,0,3,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,4,5,4,5,9
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,11,35,11,35,46
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,8,4,8,4,12
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,10,0,10,0,10
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,15,36,15,36,51
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,4,5,4,5,9
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,5,0,5,0,5
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,30,13,30,13,43
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,2,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,45,0,45,45
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,293,118,293,118,411
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,32,0,32,32
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,2,0,2,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,22,0,22,22
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,125,39,125,39,164
TACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,3,0,3,0,3
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,16,0,16,16
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,14,107,14,107,121
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,139,0,139,139
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,2,0,2,2
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,50,0,50,50
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,24,1,24,25
TIPUANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,4,1,4,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,12,14,12,14,26
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,14,1,14,15
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,46,0,46,46
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,96,0,96,96
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,16,14,16,14,30
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,9,11,9,11,20
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,2,0,2,2
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,61,0,61,61
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,11,0,11,11
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,84,68,84,68,152
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,6,0,6,6
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,4,5,4,5,9
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,5,35,5,35,40
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,5,2,5,2,7
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,30,12,30,12,42
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,15,2,15,2,17
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,1,0,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,11,38,11,38,49
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-11-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,1,0,1,1
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,5,0,5,5
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,8,2,8,10
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,10,0,10,10
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,5,0,5,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,4,23,4,23,27
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,10,0,10,10
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
AYO AYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,42,0,42,42
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,25,1,25,26
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,11,70,11,70,81
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,21,0,21,21
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,5,2,5,2,7
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,13,7,13,7,20
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,0,2,0,2
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,7,0,7,7
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,1,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,10,0,10,10
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,4,14,4,14,18
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,14,0,14,14
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,15,0,15,15
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,11,0,11,11
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,5,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,1,2,1,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,3,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,42,0,42,0,42
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,13,0,13,0,13
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,2,1,2,3
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,5,3,5,3,8
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,63,0,63,63
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,14,15,14,15,29
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,0,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,8,10,8,10,18
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,23,46,23,46,69
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,5,9,5,9,14
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,157,433,157,433,590
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,20,0,20,0,20
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,7,0,7,0,7
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,5,1,5,6
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,22,0,22,22
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,53,2,53,55
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,60,25,60,25,85
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,18,4,18,4,22
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,186,10,186,10,196
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,20,0,20,20
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,15,0,15,15
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,8,0,8,0,8
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,9,0,9,9
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,41,11,41,11,52
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,5,0,5,0,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,9,1,9,1,10
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,4,1,4,1,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,14,0,14,14
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,15,13,15,13,28
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,10,0,10,10
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,17,0,17,0,17
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,78,2,78,80
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,15,0,15,0,15
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,10,34,10,34,44
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,50,9,50,9,59
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,3,4,3,4,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,3,0,3,0,3
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,10,9,10,9,19
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,16,4,16,4,20
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,3,0,3,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,55,26,55,26,81
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,4,5,4,5,9
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,23,29,23,29,52
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,48,0,48,48
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,3,0,3,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,12,0,12,12
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,2,0,2,2
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,4,21,4,21,25
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,2,2,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,14,2,14,16
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,21,0,21,0,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,7,4,7,4,11
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,3,56,3,56,59
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,9,0,9,9
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,303,233,303,233,536
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,6,2,6,8
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,3,0,3,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,4,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,67,0,67,0,67
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,10,0,10,10
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,72,1,72,73
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,4,1,4,1,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,21,3,21,3,24
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,12,0,12,12
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,2,0,2,0,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,3,27,3,27,30
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,4,1,4,1,5
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,8,7,8,7,15
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,34,0,34,34
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,74,2,74,2,76
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,5,0,5,0,5
YANACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,0,1,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,14,1,14,15
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-12-01,1,1,1,1,2
