,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,10,0,10
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,15,2,17
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,4,0,4
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,2,0,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,309,1,310
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,79,2,81
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,3,3,6
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,47,0,47
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,26,2,28
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,17,0,17
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,55,2,57
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,9,4,13
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,24,0,24
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,126,1,127
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,5,2,7
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,21,9,30
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,80,0,80
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,1,0,1
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,19,0,19
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,16,2,18
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,130,0,130
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,12,1,13
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,80,7,87
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,90,5,95
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,5,2,7
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,209,1,210
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,5,3,8
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,232,2,234
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,13,0,13
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,11,0,11
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,112,1,113
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,11,3,14
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,16,1,17
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,5,1,6
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-01-01,6,0,6
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,2,9
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,57,2,59
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,13,2,15
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,40,0,40
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,1,3
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,0,2
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,20,0,20
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,9,0,9
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,1,3
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,0,2
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,5,12
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,19,4,23
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,0,12
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,1,11
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,15,0,15
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,31,0,31
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,25,0,25
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,0,4
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,0,7
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,41,1,42
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,5,15
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,13,7,20
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,0,7
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,1,2
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,1,4
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,50,0,50
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,30,2,32
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,3,8
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,0,6
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,2,12
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,20,0,20
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,30,0,30
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,0,7
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,0,12
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,17,0,17
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,1,3
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,0,16
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,24,2,26
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,3,6
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,66,1,67
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,20,0,20
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,1,6
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,25,0,25
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,64,6,70
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,20,0,20
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,9,7,16
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,0,5
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,49,3,52
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,0,4
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,43,2,45
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,0,4
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,14,0,14
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,28,2,30
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,37,0,37
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,8,0,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,1,5
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,1,11
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,38,0,38
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,128,2,130
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,9,4,13
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1793,2,1795
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,86,0,86
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,0,12
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,23,0,23
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,0,6
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,26,7,33
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,0,7
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,14,9,23
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,1,4
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,25,0,25
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,22,1,23
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,18,0,18
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,0,16
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,1,3
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,39,0,39
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,0,4
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,22,3,25
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,86,0,86
CRUZ DE MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,0,3,3
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,30,1,31
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,0,1,1
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,30,14,44
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,0,6
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,1,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,8,0,8
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1372,0,1372
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,0,5,5
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,17,0,17
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,3,10
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,65,7,72
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,1,5
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,1,13
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,42,0,42
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,1,11
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,0,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,0,5
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,28,0,28
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,0,6
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,22,0,22
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,2,8
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,13,1,14
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,1,7
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,111,0,111
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,24,1,25
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,21,2,23
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,8,1,9
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,0,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,35,0,35
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,0,10
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,0,5
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,1,2
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,2,3
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,2,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,2,12
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,2,18
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,0,4
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,5,17
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,2,14
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,13,0,13
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,15,0,15
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,88,1,89
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,132,1,133
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1494,0,1494
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,1,8
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,11,2,13
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,1,6
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,0,6
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,62,1,63
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,11,1,12
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,8,1,9
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,19,2,21
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,22,0,22
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,2,4
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,34,0,34
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,0,16
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,32,0,32
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,36,2,38
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,10,2,12
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,0,12
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,34,8,42
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,215,0,215
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,0,6
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,4,20
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,1,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,17,2,19
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,24,1,25
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,0,7
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,601,0,601
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,30,1,31
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,0,16
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,26,0,26
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,29,0,29
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,45,1,46
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,0,2
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,12,0,12
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,0,2
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,2,1,3
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,29,1,30
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,2,8
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,5,0,5
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,11,4,15
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,14,0,14
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,17,0,17
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,2,6
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,22,1,23
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,1,17
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,24,0,24
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,54,0,54
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,8,0,8
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,516,1,517
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,4,4,8
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,0,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,31,0,31
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,6,0,6
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,7,3,10
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,1,4
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,3,2,5
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,37,0,37
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,16,1,17
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-02-01,1,0,1
