,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
CHIMORE,consultas prenatales,repetidas,2013-02-01,136,1,137
CHIPAYA,consultas prenatales,repetidas,2013-02-01,10,0,10
CHOQUE COTA,consultas prenatales,repetidas,2013-02-01,3,1,4
CHUA COCANI,consultas prenatales,repetidas,2013-02-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2013-02-01,128,0,128
CHUMA,consultas prenatales,repetidas,2013-02-01,21,6,27
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2013-02-01,25,2,27
CKOCHAS,consultas prenatales,repetidas,2013-02-01,61,2,63
CLIZA,consultas prenatales,repetidas,2013-02-01,207,0,207
COBIJA,consultas prenatales,repetidas,2013-02-01,563,5,568
COCAPATA,consultas prenatales,repetidas,2013-02-01,21,27,48
COCHABAMBA,consultas prenatales,repetidas,2013-02-01,5736,10,5746
COIPASA,consultas prenatales,repetidas,2013-02-01,7,0,7
COLCAPIRHUA,consultas prenatales,repetidas,2013-02-01,281,0,281
"COLCHA ""K""",consultas prenatales,repetidas,2013-02-01,51,5,56
COLLANA,consultas prenatales,repetidas,2013-02-01,2,1,3
COLOMI,consultas prenatales,repetidas,2013-02-01,110,0,110
COLPA BELGICA,consultas prenatales,repetidas,2013-02-01,38,0,38
COLQUECHACA,consultas prenatales,repetidas,2013-02-01,94,30,124
COLQUENCHA,consultas prenatales,repetidas,2013-02-01,69,0,69
COLQUIRI,consultas prenatales,repetidas,2013-02-01,42,24,66
COMANCHE,consultas prenatales,repetidas,2013-02-01,16,0,16
COMARAPA,consultas prenatales,repetidas,2013-02-01,155,0,155
COMBAYA,consultas prenatales,repetidas,2013-02-01,4,2,6
CONCEPCION,consultas prenatales,repetidas,2013-02-01,125,1,126
COPACABANA,consultas prenatales,repetidas,2013-02-01,61,5,66
CORIPATA,consultas prenatales,repetidas,2013-02-01,94,0,94
CORO CORO,consultas prenatales,repetidas,2013-02-01,26,9,35
COROICO,consultas prenatales,repetidas,2013-02-01,97,0,97
CORQUE,consultas prenatales,repetidas,2013-02-01,14,4,18
COTAGAITA,consultas prenatales,repetidas,2013-02-01,74,11,85
COTOCA,consultas prenatales,repetidas,2013-02-01,324,0,324
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2013-02-01,0,1,1
CUATRO CAÑADAS,consultas prenatales,repetidas,2013-02-01,152,0,152
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2013-02-01,1,0,1
CUEVO,consultas prenatales,repetidas,2013-02-01,10,3,13
CULPINA,consultas prenatales,repetidas,2013-02-01,73,18,91
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2013-02-01,26,0,26
CURVA,consultas prenatales,repetidas,2013-02-01,1,4,5
DESAGUADERO,consultas prenatales,repetidas,2013-02-01,31,0,31
EL ALTO,consultas prenatales,repetidas,2013-02-01,5803,0,5803
EL CHORO,consultas prenatales,repetidas,2013-02-01,11,9,20
EL PUENTE(STC),consultas prenatales,repetidas,2013-02-01,61,0,61
EL PUENTE(TJA),consultas prenatales,repetidas,2013-02-01,71,11,82
EL TORNO,consultas prenatales,repetidas,2013-02-01,250,27,277
EL VILLAR,consultas prenatales,repetidas,2013-02-01,10,2,12
ENTRE RIOS TRJ,consultas prenatales,repetidas,2013-02-01,134,7,141
ENTRE RIOS CBBA,consultas prenatales,repetidas,2013-02-01,211,0,211
ESCARA,consultas prenatales,repetidas,2013-02-01,3,0,3
ESCOMA,consultas prenatales,repetidas,2013-02-01,27,1,28
ESMERALDA,consultas prenatales,repetidas,2013-02-01,1,1,2
EUCALIPTUS,consultas prenatales,repetidas,2013-02-01,11,0,11
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2013-02-01,9,2,11
EXALTACION,consultas prenatales,repetidas,2013-02-01,8,0,8
FERNANDEZ ALONSO,consultas prenatales,repetidas,2013-02-01,79,0,79
FILADELFIA,consultas prenatales,repetidas,2013-02-01,12,4,16
GENERAL SAAVEDRA,consultas prenatales,repetidas,2013-02-01,103,0,103
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2013-02-01,25,9,34
GUANAY,consultas prenatales,repetidas,2013-02-01,97,1,98
GUAQUI,consultas prenatales,repetidas,2013-02-01,17,1,18
GUAYARAMERIN,consultas prenatales,repetidas,2013-02-01,468,1,469
GUTIERREZ,consultas prenatales,repetidas,2013-02-01,68,19,87
HUACARETA,consultas prenatales,repetidas,2013-02-01,44,5,49
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2013-02-01,13,9,22
HUACHACALLA,consultas prenatales,repetidas,2013-02-01,9,0,9
HUANUNI,consultas prenatales,repetidas,2013-02-01,211,0,211
HUARACAJE,consultas prenatales,repetidas,2013-02-01,18,0,18
HUARINA,consultas prenatales,repetidas,2013-02-01,12,2,14
HUATAJATA,consultas prenatales,repetidas,2013-02-01,25,0,25
HUAYLLAMARCA,consultas prenatales,repetidas,2013-02-01,8,2,10
HUMANATA,consultas prenatales,repetidas,2013-02-01,9,3,12
ICHOCA,consultas prenatales,repetidas,2013-02-01,4,3,7
ICLA,consultas prenatales,repetidas,2013-02-01,25,17,42
INCAHUASI,consultas prenatales,repetidas,2013-02-01,42,7,49
INGAVI (HUMAITA),consultas prenatales,repetidas,2013-02-01,5,0,5
INQUISIVI,consultas prenatales,repetidas,2013-02-01,16,21,37
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2013-02-01,20,4,24
IXIAMAS,consultas prenatales,repetidas,2013-02-01,45,3,48
JESUS DE MACHACA,consultas prenatales,repetidas,2013-02-01,76,1,77
LA ASUNTA,consultas prenatales,repetidas,2013-02-01,270,5,275
LA GUARDIA,consultas prenatales,repetidas,2013-02-01,486,0,486
LA PAZ,consultas prenatales,repetidas,2013-02-01,6265,1,6266
LAGUNILLAS,consultas prenatales,repetidas,2013-02-01,31,7,38
LAJA,consultas prenatales,repetidas,2013-02-01,53,2,55
LAS CARRERAS,consultas prenatales,repetidas,2013-02-01,21,1,22
LLALLAGUA,consultas prenatales,repetidas,2013-02-01,320,11,331
LLICA,consultas prenatales,repetidas,2013-02-01,15,0,15
LORETO,consultas prenatales,repetidas,2013-02-01,10,0,10
LURIBAY,consultas prenatales,repetidas,2013-02-01,21,1,22
MACHACAMARCA,consultas prenatales,repetidas,2013-02-01,26,1,27
MACHARETI,consultas prenatales,repetidas,2013-02-01,49,1,50
MAGDALENA,consultas prenatales,repetidas,2013-02-01,63,0,63
MAIRANA,consultas prenatales,repetidas,2013-02-01,86,0,86
MALLA,consultas prenatales,repetidas,2013-02-01,5,3,8
MAPIRI,consultas prenatales,repetidas,2013-02-01,111,0,111
MECAPACA,consultas prenatales,repetidas,2013-02-01,42,3,45
MINEROS,consultas prenatales,repetidas,2013-02-01,191,0,191
MIZQUE,consultas prenatales,repetidas,2013-02-01,190,6,196
MOCOMOCO,consultas prenatales,repetidas,2013-02-01,22,2,24
MOJINETE,consultas prenatales,repetidas,2013-02-01,3,2,5
MOJOCOYA,consultas prenatales,repetidas,2013-02-01,19,3,22
MONTEAGUDO,consultas prenatales,repetidas,2013-02-01,228,3,231
MONTERO,consultas prenatales,repetidas,2013-02-01,1008,0,1008
MORO MORO,consultas prenatales,repetidas,2013-02-01,7,0,7
MOROCHATA,consultas prenatales,repetidas,2013-02-01,27,10,37
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2013-02-01,13,0,13
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2013-02-01,6,1,7
OCURI,consultas prenatales,repetidas,2013-02-01,47,23,70
OKINAWA,consultas prenatales,repetidas,2013-02-01,120,0,120
OMEREQUE,consultas prenatales,repetidas,2013-02-01,32,5,37
ORURO,consultas prenatales,repetidas,2013-02-01,2176,0,2176
PADCAYA,consultas prenatales,repetidas,2013-02-01,87,8,95
PADILLA,consultas prenatales,repetidas,2013-02-01,87,7,94
PAILON,consultas prenatales,repetidas,2013-02-01,34,0,34
PALCA,consultas prenatales,repetidas,2013-02-01,38,6,44
PALOS BLANCOS,consultas prenatales,repetidas,2013-02-01,194,3,197
PAMPA AULLAGAS,consultas prenatales,repetidas,2013-02-01,9,2,11
PAMPA GRANDE,consultas prenatales,repetidas,2013-02-01,54,0,54
PAPEL PAMPA,consultas prenatales,repetidas,2013-02-01,18,15,33
PASORAPA,consultas prenatales,repetidas,2013-02-01,13,0,13
PATACAMAYA,consultas prenatales,repetidas,2013-02-01,199,6,205
PAZÑA,consultas prenatales,repetidas,2013-02-01,20,8,28
PELECHUCO,consultas prenatales,repetidas,2013-02-01,26,1,27
POCOATA,consultas prenatales,repetidas,2013-02-01,39,22,61
POCONA,consultas prenatales,repetidas,2013-02-01,40,0,40
POJO (CBBA),consultas prenatales,repetidas,2013-02-01,55,0,55
POOPO,consultas prenatales,repetidas,2013-02-01,22,0,22
PORCO,consultas prenatales,repetidas,2013-02-01,87,3,90
POROMA,consultas prenatales,repetidas,2013-02-01,37,11,48
PORONGO,consultas prenatales,repetidas,2013-02-01,33,1,34
PORTACHUELO,consultas prenatales,repetidas,2013-02-01,193,0,193
PORVENIR,consultas prenatales,repetidas,2013-02-01,35,0,35
POSTRER VALLE,consultas prenatales,repetidas,2013-02-01,6,1,7
POTOSI,consultas prenatales,repetidas,2013-02-01,1366,0,1366
PRESTO,consultas prenatales,repetidas,2013-02-01,21,22,43
PUCARA,consultas prenatales,repetidas,2013-02-01,1,3,4
PUCARANI,consultas prenatales,repetidas,2013-02-01,96,0,96
PUERTO ACOSTA,consultas prenatales,repetidas,2013-02-01,20,2,22
PUERTO CARABUCO,consultas prenatales,repetidas,2013-02-01,20,8,28
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2013-02-01,31,4,35
PUERTO PEREZ,consultas prenatales,repetidas,2013-02-01,11,1,12
PUERTO QUIJARRO,consultas prenatales,repetidas,2013-02-01,70,0,70
PUERTO RICO,consultas prenatales,repetidas,2013-02-01,52,1,53
PUERTO SILES,consultas prenatales,repetidas,2013-02-01,8,0,8
PUERTO SUAREZ,consultas prenatales,repetidas,2013-02-01,130,0,130
PUERTO VILLARROEL,consultas prenatales,repetidas,2013-02-01,503,0,503
PUNA,consultas prenatales,repetidas,2013-02-01,54,19,73
PUNATA,consultas prenatales,repetidas,2013-02-01,233,0,233
QUIABAYA,consultas prenatales,repetidas,2013-02-01,8,1,9
QUILLACOLLO,consultas prenatales,repetidas,2013-02-01,791,4,795
QUIME,consultas prenatales,repetidas,2013-02-01,41,0,41
RAVELO,consultas prenatales,repetidas,2013-02-01,29,22,51
REYES,consultas prenatales,repetidas,2013-02-01,81,3,84
RIBERALTA,consultas prenatales,repetidas,2013-02-01,956,40,996
ROBORE,consultas prenatales,repetidas,2013-02-01,95,0,95
RURRENABAQUE,consultas prenatales,repetidas,2013-02-01,154,0,154
SABAYA,consultas prenatales,repetidas,2013-02-01,7,3,10
SACABA,consultas prenatales,repetidas,2013-02-01,891,0,891
SACABAMBA,consultas prenatales,repetidas,2013-02-01,15,0,15
SACACA,consultas prenatales,repetidas,2013-02-01,61,4,65
SAIPINA,consultas prenatales,repetidas,2013-02-01,42,1,43
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2013-02-01,26,18,44
SAMAIPATA,consultas prenatales,repetidas,2013-02-01,61,0,61
SAN AGUSTIN,consultas prenatales,repetidas,2013-02-01,8,1,9
SAN ANDRES,consultas prenatales,repetidas,2013-02-01,46,1,47
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2013-02-01,9,5,14
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2013-02-01,6,0,6
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2013-02-01,29,3,32
SAN BENITO,consultas prenatales,repetidas,2013-02-01,86,3,89
SAN BORJA,consultas prenatales,repetidas,2013-02-01,254,0,254
SAN BUENA VENTURA,consultas prenatales,repetidas,2013-02-01,90,0,90
SAN CARLOS,consultas prenatales,repetidas,2013-02-01,178,0,178
SAN IGNACIO,consultas prenatales,repetidas,2013-02-01,187,2,189
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2013-02-01,342,25,367
SAN JAVIER(BNI),consultas prenatales,repetidas,2013-02-01,8,1,9
SAN JAVIER(STC),consultas prenatales,repetidas,2013-02-01,99,0,99
SAN JOAQUIN,consultas prenatales,repetidas,2013-02-01,30,0,30
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2013-02-01,96,0,96
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2013-02-01,40,0,40
SAN JULIAN,consultas prenatales,repetidas,2013-02-01,222,7,229
SAN LORENZO(PND),consultas prenatales,repetidas,2013-02-01,12,7,19
SAN LORENZO(TJA),consultas prenatales,repetidas,2013-02-01,100,9,109
SAN LUCAS,consultas prenatales,repetidas,2013-02-01,152,55,207
SAN MATIAS,consultas prenatales,repetidas,2013-02-01,95,0,95
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2013-02-01,78,5,83
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2013-02-01,9,2,11
SAN PEDRO,consultas prenatales,repetidas,2013-02-01,111,2,113
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2013-02-01,73,17,90
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2013-02-01,15,4,19
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2013-02-01,5,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2013-02-01,9,1,10
SAN PEDRO(PND),consultas prenatales,repetidas,2013-02-01,2,0,2
SAN RAFAEL,consultas prenatales,repetidas,2013-02-01,45,1,46
SAN RAMON BENI,consultas prenatales,repetidas,2013-02-01,31,0,31
SAN RAMON SCZ,consultas prenatales,repetidas,2013-02-01,68,0,68
SANTA ANA,consultas prenatales,repetidas,2013-02-01,191,0,191
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2013-02-01,7920,6,7926
SANTA ROSA,consultas prenatales,repetidas,2013-02-01,61,0,61
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2013-02-01,93,0,93
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2013-02-01,9,6,15
SANTIAGO DE HUARI,consultas prenatales,repetidas,2013-02-01,32,4,36
SANTIAGO DE HUATA,consultas prenatales,repetidas,2013-02-01,16,5,21
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2013-02-01,10,1,11
SANTIVAÑES,consultas prenatales,repetidas,2013-02-01,22,0,22
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2013-02-01,10,1,11
SAPAHAQUI,consultas prenatales,repetidas,2013-02-01,21,4,25
SENA,consultas prenatales,repetidas,2013-02-01,19,0,19
SHINAOTA,consultas prenatales,repetidas,2013-02-01,363,0,363
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2013-02-01,60,6,66
SICAYA,consultas prenatales,repetidas,2013-02-01,17,0,17
SIPE SIPE,consultas prenatales,repetidas,2013-02-01,427,0,427
SOPACHUY,consultas prenatales,repetidas,2013-02-01,40,7,47
SORACACHI,consultas prenatales,repetidas,2013-02-01,25,6,31
SORATA,consultas prenatales,repetidas,2013-02-01,71,11,82
SUCRE,consultas prenatales,repetidas,2013-02-01,2726,3,2729
TACACOMA,consultas prenatales,repetidas,2013-02-01,34,2,36
TACOBAMBA,consultas prenatales,repetidas,2013-02-01,28,6,34
TACOPAYA,consultas prenatales,repetidas,2013-02-01,35,1,36
TAHUA,consultas prenatales,repetidas,2013-02-01,3,0,3
TAPACARI,consultas prenatales,repetidas,2013-02-01,81,7,88
TARABUCO,consultas prenatales,repetidas,2013-02-01,72,13,85
TARACO,consultas prenatales,repetidas,2013-02-01,13,2,15
TARATA,consultas prenatales,repetidas,2013-02-01,59,0,59
TARIJA,consultas prenatales,repetidas,2013-02-01,1892,5,1897
TARVITA,consultas prenatales,repetidas,2013-02-01,57,16,73
TEOPONTE,consultas prenatales,repetidas,2013-02-01,42,5,47
TIAWANACU,consultas prenatales,repetidas,2013-02-01,56,3,59
TINGUIPAYA,consultas prenatales,repetidas,2013-02-01,65,4,69
TIPUANI,consultas prenatales,repetidas,2013-02-01,39,0,39
TIQUIPAYA,consultas prenatales,repetidas,2013-02-01,427,6,433
TIRAQUE (CBBA),consultas prenatales,repetidas,2013-02-01,105,2,107
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2013-02-01,2,0,2
TOCO,consultas prenatales,repetidas,2013-02-01,24,0,24
TOLATA,consultas prenatales,repetidas,2013-02-01,29,1,30
TOLEDO,consultas prenatales,repetidas,2013-02-01,11,0,11
TOMAVE,consultas prenatales,repetidas,2013-02-01,27,21,48
TOMINA,consultas prenatales,repetidas,2013-02-01,63,6,69
TORO TORO,consultas prenatales,repetidas,2013-02-01,23,6,29
TOTORA(CBBA),consultas prenatales,repetidas,2013-02-01,142,5,147
TOTORA(ORR),consultas prenatales,repetidas,2013-02-01,8,2,10
TRIGAL,consultas prenatales,repetidas,2013-02-01,6,1,7
TRINIDAD,consultas prenatales,repetidas,2013-02-01,1062,4,1066
TUPIZA,consultas prenatales,repetidas,2013-02-01,306,7,313
TURCO,consultas prenatales,repetidas,2013-02-01,7,0,7
UMALA,consultas prenatales,repetidas,2013-02-01,9,3,12
UNCIA,consultas prenatales,repetidas,2013-02-01,139,4,143
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2013-02-01,96,1,97
URUBICHA,consultas prenatales,repetidas,2013-02-01,57,0,57
UYUNI,consultas prenatales,repetidas,2013-02-01,277,8,285
VACAS,consultas prenatales,repetidas,2013-02-01,34,4,38
VALLEGRANDE,consultas prenatales,repetidas,2013-02-01,116,2,118
VIACHA,consultas prenatales,repetidas,2013-02-01,296,3,299
VILA VILA,consultas prenatales,repetidas,2013-02-01,3,5,8
VILLA CHARCAS,consultas prenatales,repetidas,2013-02-01,56,26,82
VILLA MONTES,consultas prenatales,repetidas,2013-02-01,328,5,333
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2013-02-01,14,0,14
VILLA RIVERO,consultas prenatales,repetidas,2013-02-01,58,2,60
VILLA SERRANO,consultas prenatales,repetidas,2013-02-01,65,13,78
VILLA TUNARI,consultas prenatales,repetidas,2013-02-01,728,9,737
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2013-02-01,60,9,69
VILLAZON,consultas prenatales,repetidas,2013-02-01,345,11,356
VINTO,consultas prenatales,repetidas,2013-02-01,282,1,283
VITICHI,consultas prenatales,repetidas,2013-02-01,27,16,43
WALDO BALLIVIAN,consultas prenatales,repetidas,2013-02-01,3,1,4
WARNES,consultas prenatales,repetidas,2013-02-01,516,2,518
YACO,consultas prenatales,repetidas,2013-02-01,8,7,15
YACUIBA,consultas prenatales,repetidas,2013-02-01,753,9,762
YAMPARAEZ,consultas prenatales,repetidas,2013-02-01,31,3,34
YANACACHI,consultas prenatales,repetidas,2013-02-01,28,0,28
YAPACANI,consultas prenatales,repetidas,2013-02-01,394,2,396
YOCALLA,consultas prenatales,repetidas,2013-02-01,32,8,40
YOTALA,consultas prenatales,repetidas,2013-02-01,46,1,47
YUNCHARA,consultas prenatales,repetidas,2013-02-01,9,11,20
ZUDAÑEZ,consultas prenatales,repetidas,2013-02-01,34,3,37
ACACIO,consultas prenatales,repetidas,2013-03-01,16,2,18
ACHACACHI,consultas prenatales,repetidas,2013-03-01,227,11,238
ACHOCALLA,consultas prenatales,repetidas,2013-03-01,53,11,64
AIQUILE,consultas prenatales,repetidas,2013-03-01,184,1,185
ALALAY,consultas prenatales,repetidas,2013-03-01,2,2,4
ALCALA,consultas prenatales,repetidas,2013-03-01,16,4,20
ALTO BENI,consultas prenatales,repetidas,2013-03-01,52,0,52
ANCORAIMES,consultas prenatales,repetidas,2013-03-01,42,7,49
ANDAMARCA,consultas prenatales,repetidas,2013-03-01,8,6,14
ANTEQUERA,consultas prenatales,repetidas,2013-03-01,18,0,18
ANZALDO,consultas prenatales,repetidas,2013-03-01,14,8,22
APOLO,consultas prenatales,repetidas,2013-03-01,102,6,108
ARAMPAMPA,consultas prenatales,repetidas,2013-03-01,10,9,19
ARANI,consultas prenatales,repetidas,2013-03-01,59,1,60
ARBIETO,consultas prenatales,repetidas,2013-03-01,55,13,68
ARQUE,consultas prenatales,repetidas,2013-03-01,53,1,54
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2013-03-01,204,3,207
ATOCHA,consultas prenatales,repetidas,2013-03-01,91,1,92
AUCAPATA,consultas prenatales,repetidas,2013-03-01,4,3,7
AYATA,consultas prenatales,repetidas,2013-03-01,15,13,28
AYO AYO,consultas prenatales,repetidas,2013-03-01,21,0,21
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2013-03-01,128,8,136
AZURDUY,consultas prenatales,repetidas,2013-03-01,30,17,47
BATALLAS,consultas prenatales,repetidas,2013-03-01,69,8,77
BAURES,consultas prenatales,repetidas,2013-03-01,32,0,32
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2013-03-01,1,0,1
BELEN DE URMIRI,consultas prenatales,repetidas,2013-03-01,4,4,8
BELLA FLOR,consultas prenatales,repetidas,2013-03-01,4,7,11
BERMEJO,consultas prenatales,repetidas,2013-03-01,270,4,274
BETANZOS,consultas prenatales,repetidas,2013-03-01,118,15,133
BOLIVAR,consultas prenatales,repetidas,2013-03-01,15,6,21
BOLPEBRA,consultas prenatales,repetidas,2013-03-01,4,7,11
BOYUIBE,consultas prenatales,repetidas,2013-03-01,25,0,25
BUENA VISTA,consultas prenatales,repetidas,2013-03-01,38,0,38
CABEZAS,consultas prenatales,repetidas,2013-03-01,154,6,160
CAIROMA,consultas prenatales,repetidas,2013-03-01,40,0,40
"CAIZA ""D""",consultas prenatales,repetidas,2013-03-01,37,12,49
CAJUATA,consultas prenatales,repetidas,2013-03-01,54,0,54
CALACOTO,consultas prenatales,repetidas,2013-03-01,4,0,4
CALAMARCA,consultas prenatales,repetidas,2013-03-01,65,5,70
CAMARGO,consultas prenatales,repetidas,2013-03-01,201,17,218
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2013-03-01,13,6,19
CAMIRI,consultas prenatales,repetidas,2013-03-01,215,1,216
CAPINOTA,consultas prenatales,repetidas,2013-03-01,163,0,163
CAQUIAVIRI,consultas prenatales,repetidas,2013-03-01,14,9,23
CARACOLLO,consultas prenatales,repetidas,2013-03-01,90,4,94
CARANAVI,consultas prenatales,repetidas,2013-03-01,260,16,276
CARANGAS,consultas prenatales,repetidas,2013-03-01,0,1,1
CARAPARI,consultas prenatales,repetidas,2013-03-01,92,0,92
CARIPUYO,consultas prenatales,repetidas,2013-03-01,31,26,57
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2013-03-01,17,0,17
CATACORA,consultas prenatales,repetidas,2013-03-01,2,0,2
CHACARILLA,consultas prenatales,repetidas,2013-03-01,1,0,1
CHALLAPATA,consultas prenatales,repetidas,2013-03-01,230,29,259
CHAQUI,consultas prenatales,repetidas,2013-03-01,28,4,32
CHARAGUA,consultas prenatales,repetidas,2013-03-01,175,12,187
CHARAÑA,consultas prenatales,repetidas,2013-03-01,10,1,11
CHAYANTA,consultas prenatales,repetidas,2013-03-01,61,23,84
CHIMORE,consultas prenatales,repetidas,2013-03-01,166,1,167
CHIPAYA,consultas prenatales,repetidas,2013-03-01,9,0,9
CHOQUE COTA,consultas prenatales,repetidas,2013-03-01,3,1,4
