,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,7,1,18,15,0,17,20,86,1,1,0,0,0,0,166
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,2,0,1,1,0,2,0,1,0,0,0,0,7
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,0,0,1,1,0,3,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,14,12,16,22,7,10,5,17,2,1,0,0,0,0,106
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,12,12,10,12,10,15,16,20,17,6,0,0,0,0,130
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,1,4,0,0,0,0,0,0,6
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,0,0,0,2,3,0,0,0,0,0,0,6
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
GUANAY,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
GUAQUI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,3,1,2,2,1,0,1,3,0,0,0,0,0,0,13
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ICLA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,1,3,0,0,1,1,0,0,0,0,0,0,7
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-08-01,21,28,35,35,1,10,10,27,5,5,0,0,0,0,177
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,18,13,11,19,1,3,11,42,0,6,0,0,0,0,124
LAJA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,3,2,0,0,0,0,3,0,0,0,0,0,0,8
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,4,4,0,0,1,0,0,0,0,0,0,0,9
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,1,0,0,0,0,0,1,0,1,0,0,0,0,4
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
MALLA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,4,6,0,0,0,0,0,0,0,0,0,0,10
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,2,2,2,1,5,7,0,0,0,0,0,0,20
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,37,15,48,42,54,69,87,136,5,9,0,0,0,0,502
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,1,0,0,0,4,0,0,0,0,0,0,6
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
POCONA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,1,0,1,0,0,2,0,0,0,0,0,0,5
POROMA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,2,0,0,0,2,1,0,0,0,0,0,5
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,9,0,14,12,7,12,31,59,11,7,0,0,0,0,162
PRESTO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,2,0,6,0,0,1,3,0,0,0,0,0,0,13
PUCARANI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
PUERTO SUAREZ,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,2,2,2,1,0,2,4,0,0,0,0,0,0,13
PUNA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,1,3,4,0,3,0,1,0,0,0,0,0,0,13
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,3,5,17,15,2,8,5,31,1,4,0,0,0,0,91
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
RAVELO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,1,0,0,6,1,0,0,0,0,0,8
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,5,11,0,0,0,0,0,1,0,0,0,0,0,0,17
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,13,18,23,24,6,15,14,35,3,4,0,0,0,0,155
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2022-08-01,2,4,2,1,6,4,2,4,2,2,0,0,0,0,29
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,3,1,1,0,0,0,0,1,0,0,0,0,0,0,6
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,0,0,0,1,1,4,0,0,0,0,0,0,7
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN MIGUEL DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,7,1,3,3,3,25,1,0,0,0,0,0,43
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,1,3,0,1,0,1,0,0,0,0,0,0,7
SAN RAFAEL,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,2,7,3,2,5,10,0,0,0,0,0,0,29
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,34,32,7,11,9,3,6,18,49,43,0,0,0,0,212
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,2,1,2,1,0,1,0,1,0,0,0,0,9
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,1,3,0,0,0,1,0,0,0,0,0,0,5
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SORACACHI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-08-01,9,10,25,10,6,4,14,39,0,0,0,0,0,0,117
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,2,0,1,0,4,0,0,0,0,0,0,8
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,4,5,3,3,0,1,1,0,0,0,0,0,0,0,17
TARACO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,0,2,1,3,0,2,1,0,0,0,0,10
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,6,3,0,1,8,22,2,2,0,0,0,0,44
TARVITA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,2,3,1,2,1,0,1,3,0,0,0,0,0,0,13
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,1,0,2,0,2,0,0,1,0,0,0,0,7
TOCO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4
TOLATA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,6,10,1,0,0,3,5,5,0,0,0,0,0,0,30
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,2,0,0,0,1,0,0,0,0,0,0,4
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,1,4,7,2,4,5,3,2,2,0,0,0,0,31
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
VIACHA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,4,5,3,2,1,1,0,0,0,0,0,0,0,0,16
VILA VILA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,5,0,1,0,0,0,0,6
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,2,3,3,0,3,1,4,0,1,0,0,0,0,18
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,6,0,0,2,1,3,0,0,0,0,0,0,13
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,2,4,1,0,0,0,0,0,0,7
VINTO,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,1,4,8,1,4,8,17,0,0,0,0,0,0,44
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
YANACACHI,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado,2022-08-01,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2022-08-01,0,0,0,2,0,1,1,1,0,0,0,0,0,0,5
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5
ALCALA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
ARANI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,2,1,1,0,0,0,0,1,0,0,0,0,0,0,5
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,1,0,0,1,1,0,2,0,0,0,0,0,0,6
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,3,0,0,0,0,1,1,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,2,2,1,0,0,0,0,5
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
CALACOTO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,2,1,2,0,0,0,0,0,0,0,5
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,2,0,1,0,2,0,0,0,0,0,0,6
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,2,1,5,0,0,7,2,12,0,0,0,0,0,0,29
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3
CARANGAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,2,0,1,0,2,0,0,0,0,0,0,6
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,3,4,6,7,4,10,1,1,0,0,0,0,36
CHAYANTA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
CHUMA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,3,1,4,0,0,0,3,0,1,0,0,0,0,12
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,11,16,1,2,2,2,2,7,0,0,0,0,0,0,43
COCAPATA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,21,23,41,23,12,19,35,75,31,19,0,0,0,0,299
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,1,2,2,0,0,3,0,0,0,0,0,0,0,9
COLLANA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COLOMI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,3,0,0,0,0,1,0,1,1,0,0,0,0,0,6
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,2,0,1,2,0,0,0,1,0,0,0,0,6
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,4,3,33,17,1,6,14,88,3,2,0,0,0,0,171
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,2,2,0,2,0,1,1,0,0,0,0,0,0,8
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,8,14,10,14,4,9,11,31,5,2,0,0,0,0,108
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,8,12,5,2,3,2,18,5,2,0,0,0,0,0,57
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,2,0,3,1,2,1,0,0,0,0,0,9
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,2,0,1,0,2,1,0,0,0,0,0,6
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GUANAY,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-09-01,3,6,0,0,0,0,1,0,0,0,0,0,0,0,10
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,2,0,0,1,1,2,2,0,0,0,0,0,0,8
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
HUMANATA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-09-01,23,19,34,37,8,16,14,35,3,3,0,0,0,0,192
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,18,1,10,29,8,0,6,35,0,2,0,0,0,0,109
LAJA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,1,1,2,0,2,0,0,0,0,0,0,7
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,3,3,1,0,1,1,1,0,0,0,0,0,0,11
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,2,0,0,1,1,6,0,0,0,0,0,0,11
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
NAZACARA DE PACAJES,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,7,12,42,40,42,48,55,89,8,0,0,0,0,0,343
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,2,0,0,2,1,3,2,0,0,0,0,0,0,10
PALCA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
POCONA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4
POROMA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,3,0,10,3,2,7,14,27,6,11,0,0,0,0,83
PRESTO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,5,0,1,0,2,0,0,0,0,0,0,8
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
PUERTO RICO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO SUAREZ,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,2,0,2,0,2,1,5,0,0,0,0,0,0,12
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,3,3,1,2,1,1,0,0,0,0,0,0,0,12
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,3,3,11,13,1,5,3,27,1,2,0,0,0,0,69
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,10,10,0,1,2,2,0,2,0,1,0,0,0,0,28
SABAYA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,7,8,14,15,2,4,6,20,1,2,0,0,0,0,79
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,2,6,0,5,1,2,0,0,0,0,0,0,16
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,8,3,108,81,55,13,8,52,1,1,0,0,0,0,330
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,3,0,0,7,1,1,0,0,0,0,0,12
