,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,23,0,23
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,1,1,2
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,2,0,2
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,15,1,16
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,8,0,8
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,3,1,4
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,35,5,40
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,9,2,11
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,4,0,4
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,49,0,49
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,6,2,8
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,1,0,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,31,0,31
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,1,3,4
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,2,0,2
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,2,0,2
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,97,1,98
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,12,3,15
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,57,0,57
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,2,0,2
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,1,0,1
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,111,1,112
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,4,2,6
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,157,0,157
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,1,0,1
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,107,0,107
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,2,1,3
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,3,1,4
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,0,1,1
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-01-01,1,0,1
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,27,4,31
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,9,3,12
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,24,0,24
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,2,3
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,1,6
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,10,2,12
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,1,7
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,9,9,18
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,3,3
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,3,5
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,3,9
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,16,0,16
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,0,5
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,1,3
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,11,3,14
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,9,3,12
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,28,0,28
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,15,1,16
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,18,2,20
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,3,11
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,0,4
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,0,8
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,21,1,22
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,10,0,10
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,0,6
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,19,3,22
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,39,2,41
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,10,1,11
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,7,15
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,0,5
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,35,0,35
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,12,7,19
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,18,4,22
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,9,0,9
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,0,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,0,4
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,0,5
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,0,5
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,80,0,80
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,16,24
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1235,0,1235
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,48,0,48
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,0,7
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,16,0,16
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,0,6
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,18,12,30
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,1,3
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,1,3
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,0,4
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,3,3
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,19,0,19
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,1,8
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,0,6
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,0,7
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,33,1,34
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,13,0,13
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,50,0,50
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,1,7
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,1,3
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,0,6
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1014,1,1015
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,14,0,14
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,0,5
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,25,0,25
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,2,8
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,17,0,17
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,0,4
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,0,8
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,0,8
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,1,3
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,31,1,32
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,4,11
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,24,0,24
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,3,7
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,0,8
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,3,4
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,0,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,1,8
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,30,0,30
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,56,0,56
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1465,0,1465
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,11,0,11
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,40,3,43
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,1,5
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,0,4
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,0,6
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,1,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,0,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,2,10
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,15,0,15
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,22,0,22
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,2,8
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,11,0,11
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,74,2,76
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,9,1,10
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,4,5,9
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,0,5
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,420,2,422
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,0,5
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,25,0,25
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,11,13,24
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,15,0,15
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,0,7
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,2,3
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,2,4
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,14,0,14
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,0,6
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,4,11
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,11,2,13
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,0,7
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,0,7
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,11,1,12
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,1,4
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,8,0,8
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,23,0,23
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,2,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,532,5,537
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,1,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,17,2,19
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,0,2,2
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,4,6
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,3,0,3
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,2,3
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,18,0,18
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,5,3,8
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,2,0,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,47,2,49
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,102,0,102
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,6,1,7
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,12,1,13
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,237,1,238
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,1,0,1
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,7,4,11
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,11,3,14
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-02-01,158,5,163
