,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2012-02-01,89,0,89
CHUMA,consultas prenatales,repetidas,2012-02-01,18,11,29
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2012-02-01,44,2,46
CKOCHAS,consultas prenatales,repetidas,2012-02-01,77,6,83
CLIZA,consultas prenatales,repetidas,2012-02-01,236,0,236
COBIJA,consultas prenatales,repetidas,2012-02-01,550,0,550
COCAPATA,consultas prenatales,repetidas,2012-02-01,18,39,57
COCHABAMBA,consultas prenatales,repetidas,2012-02-01,6530,18,6548
COIPASA,consultas prenatales,repetidas,2012-02-01,5,0,5
COLCAPIRHUA,consultas prenatales,repetidas,2012-02-01,486,0,486
"COLCHA ""K""",consultas prenatales,repetidas,2012-02-01,37,2,39
COLLANA,consultas prenatales,repetidas,2012-02-01,9,0,9
COLOMI,consultas prenatales,repetidas,2012-02-01,100,0,100
COLPA BELGICA,consultas prenatales,repetidas,2012-02-01,22,0,22
COLQUECHACA,consultas prenatales,repetidas,2012-02-01,99,24,123
COLQUENCHA,consultas prenatales,repetidas,2012-02-01,50,1,51
COLQUIRI,consultas prenatales,repetidas,2012-02-01,42,14,56
COMANCHE,consultas prenatales,repetidas,2012-02-01,4,0,4
COMARAPA,consultas prenatales,repetidas,2012-02-01,184,0,184
COMBAYA,consultas prenatales,repetidas,2012-02-01,0,7,7
CONCEPCION,consultas prenatales,repetidas,2012-02-01,161,0,161
COPACABANA,consultas prenatales,repetidas,2012-02-01,63,9,72
CORIPATA,consultas prenatales,repetidas,2012-02-01,66,21,87
CORO CORO,consultas prenatales,repetidas,2012-02-01,24,6,30
COROICO,consultas prenatales,repetidas,2012-02-01,109,0,109
CORQUE,consultas prenatales,repetidas,2012-02-01,20,1,21
COTAGAITA,consultas prenatales,repetidas,2012-02-01,91,5,96
COTOCA,consultas prenatales,repetidas,2012-02-01,363,0,363
CUATRO CAÑADAS,consultas prenatales,repetidas,2012-02-01,105,0,105
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2012-02-01,5,0,5
CUEVO,consultas prenatales,repetidas,2012-02-01,36,2,38
CULPINA,consultas prenatales,repetidas,2012-02-01,74,22,96
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2012-02-01,20,0,20
CURVA,consultas prenatales,repetidas,2012-02-01,8,1,9
DESAGUADERO,consultas prenatales,repetidas,2012-02-01,17,0,17
EL ALTO,consultas prenatales,repetidas,2012-02-01,5413,2,5415
EL CHORO,consultas prenatales,repetidas,2012-02-01,6,12,18
EL PUENTE(STC),consultas prenatales,repetidas,2012-02-01,60,0,60
EL PUENTE(TJA),consultas prenatales,repetidas,2012-02-01,53,3,56
EL TORNO,consultas prenatales,repetidas,2012-02-01,353,0,353
EL VILLAR,consultas prenatales,repetidas,2012-02-01,9,0,9
ENTRE RIOS TRJ,consultas prenatales,repetidas,2012-02-01,151,3,154
ENTRE RIOS CBBA,consultas prenatales,repetidas,2012-02-01,188,1,189
ESCOMA,consultas prenatales,repetidas,2012-02-01,21,2,23
EUCALIPTUS,consultas prenatales,repetidas,2012-02-01,39,0,39
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2012-02-01,5,2,7
EXALTACION,consultas prenatales,repetidas,2012-02-01,9,0,9
FERNANDEZ ALONSO,consultas prenatales,repetidas,2012-02-01,61,0,61
FILADELFIA,consultas prenatales,repetidas,2012-02-01,23,1,24
GENERAL SAAVEDRA,consultas prenatales,repetidas,2012-02-01,82,0,82
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2012-02-01,35,10,45
GUANAY,consultas prenatales,repetidas,2012-02-01,81,4,85
GUAQUI,consultas prenatales,repetidas,2012-02-01,16,1,17
GUAYARAMERIN,consultas prenatales,repetidas,2012-02-01,386,0,386
GUTIERREZ,consultas prenatales,repetidas,2012-02-01,64,10,74
HUACARETA,consultas prenatales,repetidas,2012-02-01,30,8,38
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2012-02-01,12,4,16
HUACHACALLA,consultas prenatales,repetidas,2012-02-01,2,0,2
HUANUNI,consultas prenatales,repetidas,2012-02-01,224,1,225
HUARACAJE,consultas prenatales,repetidas,2012-02-01,16,0,16
HUARINA,consultas prenatales,repetidas,2012-02-01,19,3,22
HUAYLLAMARCA,consultas prenatales,repetidas,2012-02-01,9,0,9
HUMANATA,consultas prenatales,repetidas,2012-02-01,7,1,8
ICHOCA,consultas prenatales,repetidas,2012-02-01,8,3,11
ICLA,consultas prenatales,repetidas,2012-02-01,32,9,41
INCAHUASI,consultas prenatales,repetidas,2012-02-01,38,5,43
INGAVI (HUMAITA),consultas prenatales,repetidas,2012-02-01,21,2,23
INQUISIVI,consultas prenatales,repetidas,2012-02-01,20,2,22
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2012-02-01,65,1,66
IXIAMAS,consultas prenatales,repetidas,2012-02-01,58,0,58
JESUS DE MACHACA,consultas prenatales,repetidas,2012-02-01,58,4,62
LA ASUNTA,consultas prenatales,repetidas,2012-02-01,461,5,466
LA GUARDIA,consultas prenatales,repetidas,2012-02-01,544,0,544
LA PAZ,consultas prenatales,repetidas,2012-02-01,6878,0,6878
LA RIVERA,consultas prenatales,repetidas,2012-02-01,1,0,1
LAGUNILLAS,consultas prenatales,repetidas,2012-02-01,33,3,36
LAJA,consultas prenatales,repetidas,2012-02-01,51,0,51
LAS CARRERAS,consultas prenatales,repetidas,2012-02-01,18,5,23
LICOMA PAMPA,consultas prenatales,repetidas,2012-02-01,9,5,14
LLALLAGUA,consultas prenatales,repetidas,2012-02-01,288,3,291
LLICA,consultas prenatales,repetidas,2012-02-01,30,1,31
LORETO,consultas prenatales,repetidas,2012-02-01,8,0,8
LURIBAY,consultas prenatales,repetidas,2012-02-01,17,1,18
MACHACAMARCA,consultas prenatales,repetidas,2012-02-01,20,0,20
MACHARETI,consultas prenatales,repetidas,2012-02-01,37,10,47
MAGDALENA,consultas prenatales,repetidas,2012-02-01,94,1,95
MAIRANA,consultas prenatales,repetidas,2012-02-01,89,0,89
MALLA,consultas prenatales,repetidas,2012-02-01,3,1,4
MAPIRI,consultas prenatales,repetidas,2012-02-01,111,0,111
MECAPACA,consultas prenatales,repetidas,2012-02-01,31,4,35
MINEROS,consultas prenatales,repetidas,2012-02-01,184,0,184
MIZQUE,consultas prenatales,repetidas,2012-02-01,187,1,188
MOCOMOCO,consultas prenatales,repetidas,2012-02-01,35,3,38
MOJINETE,consultas prenatales,repetidas,2012-02-01,6,1,7
MOJOCOYA,consultas prenatales,repetidas,2012-02-01,30,5,35
MONTEAGUDO,consultas prenatales,repetidas,2012-02-01,222,8,230
MONTERO,consultas prenatales,repetidas,2012-02-01,754,2,756
MORO MORO,consultas prenatales,repetidas,2012-02-01,11,3,14
MOROCHATA,consultas prenatales,repetidas,2012-02-01,39,2,41
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2012-02-01,14,0,14
NAZACARA DE PACAJES,consultas prenatales,repetidas,2012-02-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2012-02-01,7,2,9
OCURI,consultas prenatales,repetidas,2012-02-01,42,21,63
OKINAWA,consultas prenatales,repetidas,2012-02-01,107,1,108
OMEREQUE,consultas prenatales,repetidas,2012-02-01,28,6,34
ORURO,consultas prenatales,repetidas,2012-02-01,2329,3,2332
PADCAYA,consultas prenatales,repetidas,2012-02-01,92,4,96
PADILLA,consultas prenatales,repetidas,2012-02-01,67,3,70
PAILON,consultas prenatales,repetidas,2012-02-01,92,1,93
PALCA,consultas prenatales,repetidas,2012-02-01,39,0,39
PALOS BLANCOS,consultas prenatales,repetidas,2012-02-01,207,7,214
PAMPA AULLAGAS,consultas prenatales,repetidas,2012-02-01,14,0,14
PAMPA GRANDE,consultas prenatales,repetidas,2012-02-01,50,0,50
PAPEL PAMPA,consultas prenatales,repetidas,2012-02-01,18,8,26
PASORAPA,consultas prenatales,repetidas,2012-02-01,11,1,12
PATACAMAYA,consultas prenatales,repetidas,2012-02-01,147,2,149
PAZÑA,consultas prenatales,repetidas,2012-02-01,21,2,23
PELECHUCO,consultas prenatales,repetidas,2012-02-01,25,1,26
POCOATA,consultas prenatales,repetidas,2012-02-01,50,29,79
POCONA,consultas prenatales,repetidas,2012-02-01,34,0,34
POJO (CBBA),consultas prenatales,repetidas,2012-02-01,59,0,59
POOPO,consultas prenatales,repetidas,2012-02-01,29,3,32
PORCO,consultas prenatales,repetidas,2012-02-01,60,1,61
POROMA,consultas prenatales,repetidas,2012-02-01,40,12,52
PORONGO,consultas prenatales,repetidas,2012-02-01,30,3,33
PORTACHUELO,consultas prenatales,repetidas,2012-02-01,204,0,204
PORVENIR,consultas prenatales,repetidas,2012-02-01,34,0,34
POSTRER VALLE,consultas prenatales,repetidas,2012-02-01,6,0,6
POTOSI,consultas prenatales,repetidas,2012-02-01,1632,20,1652
PRESTO,consultas prenatales,repetidas,2012-02-01,26,14,40
PUCARA,consultas prenatales,repetidas,2012-02-01,3,3,6
PUCARANI,consultas prenatales,repetidas,2012-02-01,103,5,108
PUERTO ACOSTA,consultas prenatales,repetidas,2012-02-01,21,18,39
PUERTO CARABUCO,consultas prenatales,repetidas,2012-02-01,24,16,40
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2012-02-01,44,0,44
PUERTO PEREZ,consultas prenatales,repetidas,2012-02-01,13,3,16
PUERTO QUIJARRO,consultas prenatales,repetidas,2012-02-01,64,0,64
PUERTO RICO,consultas prenatales,repetidas,2012-02-01,53,9,62
PUERTO SILES,consultas prenatales,repetidas,2012-02-01,6,0,6
PUERTO SUAREZ,consultas prenatales,repetidas,2012-02-01,126,5,131
PUERTO VILLARROEL,consultas prenatales,repetidas,2012-02-01,511,0,511
PUNA,consultas prenatales,repetidas,2012-02-01,74,11,85
PUNATA,consultas prenatales,repetidas,2012-02-01,217,0,217
QUIABAYA,consultas prenatales,repetidas,2012-02-01,7,0,7
QUILLACOLLO,consultas prenatales,repetidas,2012-02-01,463,0,463
QUIME,consultas prenatales,repetidas,2012-02-01,40,0,40
QUIRUSILLAS,consultas prenatales,repetidas,2012-02-01,6,0,6
RAVELO,consultas prenatales,repetidas,2012-02-01,38,17,55
REYES,consultas prenatales,repetidas,2012-02-01,63,16,79
RIBERALTA,consultas prenatales,repetidas,2012-02-01,936,16,952
ROBORE,consultas prenatales,repetidas,2012-02-01,93,0,93
RURRENABAQUE,consultas prenatales,repetidas,2012-02-01,104,2,106
SABAYA,consultas prenatales,repetidas,2012-02-01,10,0,10
SACABA,consultas prenatales,repetidas,2012-02-01,1019,7,1026
SACABAMBA,consultas prenatales,repetidas,2012-02-01,26,0,26
SACACA,consultas prenatales,repetidas,2012-02-01,87,10,97
SAIPINA,consultas prenatales,repetidas,2012-02-01,45,0,45
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2012-02-01,37,5,42
SAMAIPATA,consultas prenatales,repetidas,2012-02-01,44,0,44
SAN AGUSTIN,consultas prenatales,repetidas,2012-02-01,2,1,3
SAN ANDRES,consultas prenatales,repetidas,2012-02-01,28,1,29
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2012-02-01,8,4,12
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2012-02-01,3,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2012-02-01,32,4,36
SAN BENITO,consultas prenatales,repetidas,2012-02-01,77,0,77
SAN BORJA,consultas prenatales,repetidas,2012-02-01,267,5,272
SAN BUENA VENTURA,consultas prenatales,repetidas,2012-02-01,96,2,98
SAN CARLOS,consultas prenatales,repetidas,2012-02-01,168,0,168
SAN IGNACIO,consultas prenatales,repetidas,2012-02-01,153,2,155
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2012-02-01,421,22,443
SAN JAVIER(BNI),consultas prenatales,repetidas,2012-02-01,5,2,7
SAN JAVIER(STC),consultas prenatales,repetidas,2012-02-01,146,0,146
SAN JOAQUIN,consultas prenatales,repetidas,2012-02-01,13,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2012-02-01,63,0,63
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2012-02-01,64,0,64
SAN JULIAN,consultas prenatales,repetidas,2012-02-01,258,13,271
SAN LORENZO(PND),consultas prenatales,repetidas,2012-02-01,12,10,22
SAN LORENZO(TJA),consultas prenatales,repetidas,2012-02-01,94,11,105
SAN LUCAS,consultas prenatales,repetidas,2012-02-01,121,69,190
SAN MATIAS,consultas prenatales,repetidas,2012-02-01,90,0,90
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2012-02-01,85,3,88
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2012-02-01,7,0,7
SAN PEDRO,consultas prenatales,repetidas,2012-02-01,103,0,103
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2012-02-01,54,9,63
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2012-02-01,5,3,8
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2012-02-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2012-02-01,9,0,9
SAN PEDRO(PND),consultas prenatales,repetidas,2012-02-01,1,1,2
SAN RAFAEL,consultas prenatales,repetidas,2012-02-01,37,0,37
SAN RAMON BENI,consultas prenatales,repetidas,2012-02-01,25,0,25
SAN RAMON SCZ,consultas prenatales,repetidas,2012-02-01,92,0,92
SANTA ANA,consultas prenatales,repetidas,2012-02-01,195,0,195
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2012-02-01,7708,0,7708
SANTA ROSA,consultas prenatales,repetidas,2012-02-01,67,0,67
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2012-02-01,108,0,108
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2012-02-01,2,8,10
SANTIAGO DE HUARI,consultas prenatales,repetidas,2012-02-01,38,3,41
SANTIAGO DE HUATA,consultas prenatales,repetidas,2012-02-01,14,9,23
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2012-02-01,9,2,11
SANTIVAÑES,consultas prenatales,repetidas,2012-02-01,19,0,19
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2012-02-01,6,3,9
SAPAHAQUI,consultas prenatales,repetidas,2012-02-01,21,4,25
SENA,consultas prenatales,repetidas,2012-02-01,40,0,40
SHINAOTA,consultas prenatales,repetidas,2012-02-01,306,0,306
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2012-02-01,63,6,69
SICAYA,consultas prenatales,repetidas,2012-02-01,15,0,15
SIPE SIPE,consultas prenatales,repetidas,2012-02-01,323,1,324
SOPACHUY,consultas prenatales,repetidas,2012-02-01,32,7,39
SORACACHI,consultas prenatales,repetidas,2012-02-01,33,4,37
SORATA,consultas prenatales,repetidas,2012-02-01,79,10,89
SUCRE,consultas prenatales,repetidas,2012-02-01,3038,9,3047
TACACHI,consultas prenatales,repetidas,2012-02-01,1,1,2
TACACOMA,consultas prenatales,repetidas,2012-02-01,34,3,37
TACOBAMBA,consultas prenatales,repetidas,2012-02-01,20,1,21
TACOPAYA,consultas prenatales,repetidas,2012-02-01,38,2,40
TAHUA,consultas prenatales,repetidas,2012-02-01,3,0,3
TAPACARI,consultas prenatales,repetidas,2012-02-01,66,10,76
TARABUCO,consultas prenatales,repetidas,2012-02-01,61,29,90
TARACO,consultas prenatales,repetidas,2012-02-01,12,0,12
TARATA,consultas prenatales,repetidas,2012-02-01,57,2,59
TARIJA,consultas prenatales,repetidas,2012-02-01,1743,3,1746
TARVITA,consultas prenatales,repetidas,2012-02-01,56,16,72
TEOPONTE,consultas prenatales,repetidas,2012-02-01,56,11,67
TIAWANACU,consultas prenatales,repetidas,2012-02-01,54,13,67
TINGUIPAYA,consultas prenatales,repetidas,2012-02-01,34,3,37
TIPUANI,consultas prenatales,repetidas,2012-02-01,87,2,89
TIQUIPAYA,consultas prenatales,repetidas,2012-02-01,508,11,519
TIRAQUE (CBBA),consultas prenatales,repetidas,2012-02-01,90,6,96
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2012-02-01,6,2,8
TOCO,consultas prenatales,repetidas,2012-02-01,25,0,25
TOLATA,consultas prenatales,repetidas,2012-02-01,30,0,30
TOLEDO,consultas prenatales,repetidas,2012-02-01,17,2,19
TOMAVE,consultas prenatales,repetidas,2012-02-01,34,7,41
TOMINA,consultas prenatales,repetidas,2012-02-01,37,1,38
TORO TORO,consultas prenatales,repetidas,2012-02-01,28,5,33
TOTORA(CBBA),consultas prenatales,repetidas,2012-02-01,37,6,43
TOTORA(ORR),consultas prenatales,repetidas,2012-02-01,14,1,15
TRIGAL,consultas prenatales,repetidas,2012-02-01,7,1,8
TRINIDAD,consultas prenatales,repetidas,2012-02-01,1000,2,1002
TUPIZA,consultas prenatales,repetidas,2012-02-01,276,11,287
TURCO,consultas prenatales,repetidas,2012-02-01,16,1,17
UMALA,consultas prenatales,repetidas,2012-02-01,15,6,21
UNCIA,consultas prenatales,repetidas,2012-02-01,99,14,113
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2012-02-01,78,1,79
URUBICHA,consultas prenatales,repetidas,2012-02-01,27,6,33
UYUNI,consultas prenatales,repetidas,2012-02-01,220,10,230
VACAS,consultas prenatales,repetidas,2012-02-01,27,5,32
VALLEGRANDE,consultas prenatales,repetidas,2012-02-01,104,2,106
VIACHA,consultas prenatales,repetidas,2012-02-01,254,0,254
VILA VILA,consultas prenatales,repetidas,2012-02-01,20,2,22
VILLA CHARCAS,consultas prenatales,repetidas,2012-02-01,72,27,99
VILLA MONTES,consultas prenatales,repetidas,2012-02-01,270,0,270
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2012-02-01,11,0,11
VILLA RIVERO,consultas prenatales,repetidas,2012-02-01,42,0,42
VILLA SERRANO,consultas prenatales,repetidas,2012-02-01,61,16,77
VILLA TUNARI,consultas prenatales,repetidas,2012-02-01,581,11,592
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2012-02-01,41,9,50
VILLAZON,consultas prenatales,repetidas,2012-02-01,325,17,342
VINTO,consultas prenatales,repetidas,2012-02-01,251,0,251
VITICHI,consultas prenatales,repetidas,2012-02-01,36,3,39
WALDO BALLIVIAN,consultas prenatales,repetidas,2012-02-01,5,0,5
WARNES,consultas prenatales,repetidas,2012-02-01,662,0,662
YACO,consultas prenatales,repetidas,2012-02-01,13,13,26
YACUIBA,consultas prenatales,repetidas,2012-02-01,626,22,648
YAMPARAEZ,consultas prenatales,repetidas,2012-02-01,24,7,31
YANACACHI,consultas prenatales,repetidas,2012-02-01,20,1,21
YAPACANI,consultas prenatales,repetidas,2012-02-01,365,2,367
YOCALLA,consultas prenatales,repetidas,2012-02-01,25,2,27
YOTALA,consultas prenatales,repetidas,2012-02-01,27,4,31
YUNCHARA,consultas prenatales,repetidas,2012-02-01,9,29,38
YUNGUYO DE LITORAL,consultas prenatales,repetidas,2012-02-01,0,1,1
ZUDAÑEZ,consultas prenatales,repetidas,2012-02-01,31,4,35
ACACIO,consultas prenatales,repetidas,2012-03-01,25,3,28
ACHACACHI,consultas prenatales,repetidas,2012-03-01,159,13,172
ACHOCALLA,consultas prenatales,repetidas,2012-03-01,27,7,34
AIQUILE,consultas prenatales,repetidas,2012-03-01,159,3,162
ALALAY,consultas prenatales,repetidas,2012-03-01,10,0,10
ALCALA,consultas prenatales,repetidas,2012-03-01,22,2,24
ALTO BENI,consultas prenatales,repetidas,2012-03-01,44,3,47
ANCORAIMES,consultas prenatales,repetidas,2012-03-01,50,1,51
ANDAMARCA,consultas prenatales,repetidas,2012-03-01,4,5,9
ANTEQUERA,consultas prenatales,repetidas,2012-03-01,23,1,24
ANZALDO,consultas prenatales,repetidas,2012-03-01,24,4,28
APOLO,consultas prenatales,repetidas,2012-03-01,109,11,120
ARAMPAMPA,consultas prenatales,repetidas,2012-03-01,10,4,14
ARANI,consultas prenatales,repetidas,2012-03-01,88,0,88
ARBIETO,consultas prenatales,repetidas,2012-03-01,45,16,61
ARQUE,consultas prenatales,repetidas,2012-03-01,67,0,67
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2012-03-01,184,5,189
ATOCHA,consultas prenatales,repetidas,2012-03-01,68,1,69
AUCAPATA,consultas prenatales,repetidas,2012-03-01,8,0,8
AYATA,consultas prenatales,repetidas,2012-03-01,32,4,36
AYO AYO,consultas prenatales,repetidas,2012-03-01,29,0,29
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2012-03-01,156,6,162
AZURDUY,consultas prenatales,repetidas,2012-03-01,36,18,54
BATALLAS,consultas prenatales,repetidas,2012-03-01,48,2,50
BAURES,consultas prenatales,repetidas,2012-03-01,31,0,31
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2012-03-01,1,0,1
BELEN DE URMIRI,consultas prenatales,repetidas,2012-03-01,1,8,9
BELLA FLOR,consultas prenatales,repetidas,2012-03-01,6,1,7
BERMEJO,consultas prenatales,repetidas,2012-03-01,255,0,255
BETANZOS,consultas prenatales,repetidas,2012-03-01,141,18,159
BOLIVAR,consultas prenatales,repetidas,2012-03-01,29,10,39
BOLPEBRA,consultas prenatales,repetidas,2012-03-01,6,0,6
BOYUIBE,consultas prenatales,repetidas,2012-03-01,16,3,19
BUENA VISTA,consultas prenatales,repetidas,2012-03-01,38,2,40
CABEZAS,consultas prenatales,repetidas,2012-03-01,125,6,131
CAIROMA,consultas prenatales,repetidas,2012-03-01,55,3,58
"CAIZA ""D""",consultas prenatales,repetidas,2012-03-01,40,1,41
CAJUATA,consultas prenatales,repetidas,2012-03-01,35,14,49
CALACOTO,consultas prenatales,repetidas,2012-03-01,5,6,11
CALAMARCA,consultas prenatales,repetidas,2012-03-01,46,5,51
CAMARGO,consultas prenatales,repetidas,2012-03-01,95,10,105
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2012-03-01,11,3,14
CAMIRI,consultas prenatales,repetidas,2012-03-01,356,3,359
CAPINOTA,consultas prenatales,repetidas,2012-03-01,159,0,159
CAQUIAVIRI,consultas prenatales,repetidas,2012-03-01,12,6,18
CARACOLLO,consultas prenatales,repetidas,2012-03-01,72,5,77
CARANAVI,consultas prenatales,repetidas,2012-03-01,295,9,304
CARANGAS,consultas prenatales,repetidas,2012-03-01,0,1,1
CARAPARI,consultas prenatales,repetidas,2012-03-01,105,2,107
CARIPUYO,consultas prenatales,repetidas,2012-03-01,21,18,39
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2012-03-01,39,1,40
CATACORA,consultas prenatales,repetidas,2012-03-01,4,0,4
CHACARILLA,consultas prenatales,repetidas,2012-03-01,3,0,3
CHALLAPATA,consultas prenatales,repetidas,2012-03-01,140,26,166
CHAQUI,consultas prenatales,repetidas,2012-03-01,28,0,28
CHARAGUA,consultas prenatales,repetidas,2012-03-01,157,2,159
CHARAÑA,consultas prenatales,repetidas,2012-03-01,9,0,9
CHAYANTA,consultas prenatales,repetidas,2012-03-01,52,10,62
CHIMORE,consultas prenatales,repetidas,2012-03-01,80,12,92
CHIPAYA,consultas prenatales,repetidas,2012-03-01,7,0,7
CHOQUE COTA,consultas prenatales,repetidas,2012-03-01,8,1,9
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2012-03-01,16,1,17
CHUMA,consultas prenatales,repetidas,2012-03-01,38,6,44
