,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2020-01-01,0,1,2,0,0,0,0,10,8,3,0,0,0,0,24
SAN JAVIER(BNI),atencion odontologica,exodoncia,2020-01-01,0,0,1,3,0,0,1,5,0,0,0,0,0,0,10
SAN JAVIER(STC),atencion odontologica,exodoncia,2020-01-01,2,0,6,8,2,1,1,9,2,3,0,0,0,0,34
SAN JOAQUIN,atencion odontologica,exodoncia,2020-01-01,0,0,0,0,6,7,9,10,3,1,0,0,0,0,36
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2020-01-01,0,0,6,12,2,8,5,15,14,2,0,0,0,0,64
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2020-01-01,2,9,19,7,5,9,7,12,0,1,0,0,0,0,71
SAN JULIAN,atencion odontologica,exodoncia,2020-01-01,2,5,18,39,7,8,16,37,7,5,0,0,0,0,144
SAN LORENZO(PND),atencion odontologica,exodoncia,2020-01-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
SAN LORENZO(TJA),atencion odontologica,exodoncia,2020-01-01,1,0,17,25,4,10,11,33,10,2,0,0,0,0,113
SAN LUCAS,atencion odontologica,exodoncia,2020-01-01,0,0,26,49,12,19,14,80,14,12,0,0,0,0,226
SAN MATIAS,atencion odontologica,exodoncia,2020-01-01,0,0,0,3,5,6,4,6,0,3,0,0,0,0,27
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2020-01-01,0,0,10,17,9,9,13,41,8,1,0,0,0,0,108
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2020-01-01,0,0,5,0,0,1,0,4,0,0,0,0,0,0,10
SAN PEDRO,atencion odontologica,exodoncia,2020-01-01,3,2,15,28,5,7,7,28,10,5,0,0,0,0,110
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2020-01-01,0,0,9,17,0,4,20,56,5,10,0,0,0,0,121
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2020-01-01,0,0,14,3,0,1,4,5,1,7,0,0,0,0,35
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2020-01-01,0,0,0,0,0,0,3,4,0,1,0,0,0,0,8
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2020-01-01,0,0,2,4,1,6,4,10,1,2,0,0,0,0,30
SAN PEDRO(PND),atencion odontologica,exodoncia,2020-01-01,0,0,4,3,0,3,3,5,2,1,0,0,0,0,21
SAN RAMON BENI,atencion odontologica,exodoncia,2020-01-01,0,0,9,14,4,4,4,12,0,0,0,0,0,0,47
SAN RAMON SCZ,atencion odontologica,exodoncia,2020-01-01,0,0,5,7,2,2,1,2,0,1,0,0,0,0,20
SANTA ANA,atencion odontologica,exodoncia,2020-01-01,0,0,12,7,1,4,5,17,2,0,0,0,0,0,48
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2020-01-01,10,19,270,300,49,71,105,287,154,74,0,0,0,0,1339
SANTA ROSA,atencion odontologica,exodoncia,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2020-01-01,0,0,21,15,1,8,9,22,4,5,0,0,0,0,85
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2020-01-01,0,0,3,3,0,0,2,7,0,6,0,0,0,0,21
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2020-01-01,2,0,17,23,5,0,6,11,29,14,0,0,0,0,107
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2020-01-01,0,0,4,2,6,2,4,9,3,8,0,0,0,0,38
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2020-01-01,1,1,7,17,2,5,1,13,1,11,0,0,0,0,59
SANTIVAÑES,atencion odontologica,exodoncia,2020-01-01,0,0,3,4,2,1,0,2,2,1,0,0,0,0,15
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2020-01-01,0,0,6,10,1,0,3,6,1,1,0,0,0,0,28
SAPAHAQUI,atencion odontologica,exodoncia,2020-01-01,0,2,4,6,0,11,10,20,6,5,0,0,0,0,64
SENA,atencion odontologica,exodoncia,2020-01-01,0,0,16,10,5,9,15,22,1,3,0,0,0,0,81
SHINAOTA,atencion odontologica,exodoncia,2020-01-01,0,0,18,2,1,0,0,4,1,1,0,0,0,0,27
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2020-01-01,0,0,9,11,5,10,9,11,8,4,0,0,0,0,67
SICAYA,atencion odontologica,exodoncia,2020-01-01,0,0,4,4,2,4,3,4,1,0,0,0,0,0,22
SIPE SIPE,atencion odontologica,exodoncia,2020-01-01,1,0,37,53,6,7,7,29,1,16,0,0,0,0,157
SOPACHUY,atencion odontologica,exodoncia,2020-01-01,0,0,0,10,1,1,5,11,1,0,0,0,0,0,29
SORACACHI,atencion odontologica,exodoncia,2020-01-01,0,1,8,16,2,9,9,24,6,9,0,0,0,0,84
SORATA,atencion odontologica,exodoncia,2020-01-01,0,0,12,34,5,6,7,21,9,2,0,0,0,0,96
SUCRE,atencion odontologica,exodoncia,2020-01-01,8,8,206,262,23,69,100,230,30,40,0,0,0,0,976
TACACHI,atencion odontologica,exodoncia,2020-01-01,0,0,2,2,0,0,2,0,0,0,0,0,0,0,6
TACACOMA,atencion odontologica,exodoncia,2020-01-01,0,0,13,7,8,1,10,9,2,1,0,0,0,0,51
TACOPAYA,atencion odontologica,exodoncia,2020-01-01,0,0,3,1,3,1,3,8,4,5,0,0,0,0,28
TAPACARI,atencion odontologica,exodoncia,2020-01-01,0,0,13,11,9,5,16,41,6,8,0,0,0,0,109
TARABUCO,atencion odontologica,exodoncia,2020-01-01,0,0,10,16,1,6,4,21,7,16,0,0,0,0,81
TARACO,atencion odontologica,exodoncia,2020-01-01,1,0,6,7,7,3,1,15,5,3,0,0,0,0,48
TARATA,atencion odontologica,exodoncia,2020-01-01,0,0,12,1,5,1,2,8,2,1,0,0,0,0,32
TARIJA,atencion odontologica,exodoncia,2020-01-01,9,6,152,110,28,40,75,144,28,24,0,0,0,0,616
TARVITA,atencion odontologica,exodoncia,2020-01-01,1,0,10,22,4,9,16,41,6,13,0,0,0,0,122
TEOPONTE,atencion odontologica,exodoncia,2020-01-01,1,1,1,5,1,2,7,8,2,2,0,0,0,0,30
TIAHUANACU,atencion odontologica,exodoncia,2020-01-01,0,0,17,27,9,27,10,54,9,12,0,0,0,0,165
TINGUIPAYA,atencion odontologica,exodoncia,2020-01-01,0,0,3,4,2,1,2,4,5,6,0,0,0,0,27
TIPUANI,atencion odontologica,exodoncia,2020-01-01,1,0,6,3,0,1,2,4,8,2,0,0,0,0,27
TIQUIPAYA,atencion odontologica,exodoncia,2020-01-01,1,0,39,39,11,13,19,36,4,4,0,0,0,0,166
TIRAQUE (CBBA),atencion odontologica,exodoncia,2020-01-01,1,0,29,15,2,5,12,17,9,5,0,0,0,0,95
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2020-01-01,0,0,3,1,0,1,0,2,1,4,0,0,0,0,12
TOCO,atencion odontologica,exodoncia,2020-01-01,0,0,8,8,0,1,0,3,1,2,0,0,0,0,23
TODOS SANTOS,atencion odontologica,exodoncia,2020-01-01,0,0,2,1,0,1,1,2,1,0,0,0,0,0,8
TOLATA,atencion odontologica,exodoncia,2020-01-01,0,0,1,5,0,0,1,6,1,0,0,0,0,0,14
TOLEDO,atencion odontologica,exodoncia,2020-01-01,0,0,4,2,1,4,2,2,2,7,0,0,0,0,24
TOMAVE,atencion odontologica,exodoncia,2020-01-01,0,0,10,9,8,12,7,22,2,16,0,0,0,0,86
TOMINA,atencion odontologica,exodoncia,2020-01-01,0,0,9,9,3,3,10,31,0,4,0,0,0,0,69
TORO TORO,atencion odontologica,exodoncia,2020-01-01,0,0,4,2,2,4,7,21,5,4,0,0,0,0,49
TOTORA(CBBA),atencion odontologica,exodoncia,2020-01-01,1,0,11,9,2,8,2,8,3,8,0,0,0,0,52
TOTORA(ORR),atencion odontologica,exodoncia,2020-01-01,0,0,5,2,0,1,2,2,1,3,0,0,0,0,16
TRIGAL,atencion odontologica,exodoncia,2020-01-01,0,0,0,1,1,1,0,6,0,2,0,0,0,0,11
TRINIDAD,atencion odontologica,exodoncia,2020-01-01,0,2,125,122,30,43,114,169,26,23,0,0,0,0,654
TUPIZA,atencion odontologica,exodoncia,2020-01-01,1,2,20,19,23,12,20,19,21,17,0,0,0,0,154
TURCO,atencion odontologica,exodoncia,2020-01-01,1,0,5,4,1,0,1,8,2,0,0,0,0,0,22
UMALA,atencion odontologica,exodoncia,2020-01-01,0,1,3,6,0,1,0,3,10,1,0,0,0,0,25
UNCIA,atencion odontologica,exodoncia,2020-01-01,0,5,11,9,3,14,7,15,1,7,0,0,0,0,72
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2020-01-01,0,0,20,18,5,15,9,45,0,5,0,0,0,0,117
URUBICHA,atencion odontologica,exodoncia,2020-01-01,0,0,2,2,0,3,1,2,2,1,0,0,0,0,13
UYUNI,atencion odontologica,exodoncia,2020-01-01,0,1,7,19,8,10,5,11,2,5,0,0,0,0,68
VACAS,atencion odontologica,exodoncia,2020-01-01,0,0,17,20,4,7,10,24,5,11,0,0,0,0,98
VALLEGRANDE,atencion odontologica,exodoncia,2020-01-01,0,0,11,9,1,4,5,13,15,4,0,0,0,0,62
VIACHA,atencion odontologica,exodoncia,2020-01-01,4,6,70,67,23,39,28,122,22,14,0,0,0,0,395
VILA VILA,atencion odontologica,exodoncia,2020-01-01,2,0,6,2,0,1,4,4,2,0,0,0,0,0,21
VILLA CHARCAS,atencion odontologica,exodoncia,2020-01-01,0,0,6,9,0,6,5,7,1,1,0,0,0,0,35
VILLA MONTES,atencion odontologica,exodoncia,2020-01-01,0,1,42,45,6,10,27,52,11,1,0,0,0,0,195
VILLA RIVERO,atencion odontologica,exodoncia,2020-01-01,0,0,5,0,2,1,0,4,0,2,0,0,0,0,14
VILLA SERRANO,atencion odontologica,exodoncia,2020-01-01,0,0,3,5,3,3,5,13,0,0,0,0,0,0,32
VILLA TUNARI,atencion odontologica,exodoncia,2020-01-01,3,2,58,48,9,15,20,56,7,5,0,0,0,0,223
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2020-01-01,0,0,26,16,7,5,4,16,1,5,0,0,0,0,80
VILLAZON,atencion odontologica,exodoncia,2020-01-01,1,0,56,45,11,16,18,81,12,17,0,0,0,0,257
VINTO,atencion odontologica,exodoncia,2020-01-01,0,0,55,64,11,21,5,47,13,6,0,0,0,0,222
VITICHI,atencion odontologica,exodoncia,2020-01-01,0,0,2,7,1,0,1,13,1,3,0,0,0,0,28
WALDO BALLIVIAN,atencion odontologica,exodoncia,2020-01-01,0,0,4,2,6,8,4,13,3,0,0,0,0,0,40
WARNES,atencion odontologica,exodoncia,2020-01-01,2,2,42,33,5,7,5,31,6,9,0,0,0,0,142
YACO,atencion odontologica,exodoncia,2020-01-01,0,0,9,19,2,3,8,9,4,3,0,0,0,0,57
YACUIBA,atencion odontologica,exodoncia,2020-01-01,0,1,55,57,10,20,36,82,14,14,0,0,0,0,289
YAMPARAEZ,atencion odontologica,exodoncia,2020-01-01,0,0,16,2,1,4,6,21,6,2,0,0,0,0,58
YAPACANI,atencion odontologica,exodoncia,2020-01-01,1,5,32,36,10,16,11,37,8,7,0,0,0,0,163
YOCALLA,atencion odontologica,exodoncia,2020-01-01,0,0,0,8,7,1,1,7,6,10,0,0,0,0,40
YOTALA,atencion odontologica,exodoncia,2020-01-01,0,0,11,3,1,4,1,7,2,1,0,0,0,0,30
YUNCHARA,atencion odontologica,exodoncia,2020-01-01,0,0,10,12,1,4,1,8,4,3,0,0,0,0,43
ZUDAÑEZ,atencion odontologica,exodoncia,2020-01-01,0,0,6,17,0,3,5,7,3,13,0,0,0,0,54
ACACIO,atencion odontologica,exodoncia,2020-02-01,0,0,2,1,0,0,2,6,3,2,0,0,0,0,16
ACHACACHI,atencion odontologica,exodoncia,2020-02-01,3,2,8,7,0,8,13,46,18,23,0,0,0,0,128
ACHOCALLA,atencion odontologica,exodoncia,2020-02-01,3,4,9,18,5,8,1,14,1,2,0,0,0,0,65
AIQUILE,atencion odontologica,exodoncia,2020-02-01,0,0,1,10,0,1,0,3,3,0,0,0,0,0,18
ALALAY,atencion odontologica,exodoncia,2020-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,exodoncia,2020-02-01,0,0,2,3,0,0,0,6,0,5,0,0,0,0,16
ALTO BENI,atencion odontologica,exodoncia,2020-02-01,0,1,4,7,2,3,6,10,4,1,0,0,0,0,38
ANCORAIMES,atencion odontologica,exodoncia,2020-02-01,1,2,7,18,4,4,11,25,12,12,0,0,0,0,96
ANDAMARCA,atencion odontologica,exodoncia,2020-02-01,0,0,3,7,0,1,0,7,1,2,0,0,0,0,21
ANTEQUERA,atencion odontologica,exodoncia,2020-02-01,0,0,12,2,0,0,1,4,1,1,0,0,0,0,21
ANZALDO,atencion odontologica,exodoncia,2020-02-01,0,0,1,6,0,0,0,0,2,0,0,0,0,0,9
APOLO,atencion odontologica,exodoncia,2020-02-01,0,0,6,4,1,1,2,7,2,4,0,0,0,0,27
ARAMPAMPA,atencion odontologica,exodoncia,2020-02-01,0,0,5,1,1,2,3,7,2,0,0,0,0,0,21
ARANI,atencion odontologica,exodoncia,2020-02-01,0,0,1,4,0,0,1,10,0,3,0,0,0,0,19
ARBIETO,atencion odontologica,exodoncia,2020-02-01,0,1,14,19,5,3,7,12,1,6,0,0,0,0,68
ARQUE,atencion odontologica,exodoncia,2020-02-01,0,0,9,4,1,8,5,13,12,4,0,0,0,0,56
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2020-02-01,3,3,14,31,2,6,10,30,13,29,0,0,0,0,141
ATOCHA,atencion odontologica,exodoncia,2020-02-01,0,0,15,21,5,11,11,14,0,3,0,0,0,0,80
AUCAPATA,atencion odontologica,exodoncia,2020-02-01,0,0,5,4,2,1,5,11,3,4,0,0,0,0,35
AYATA,atencion odontologica,exodoncia,2020-02-01,1,1,2,15,4,6,27,15,0,0,0,0,0,0,71
AYO AYO,atencion odontologica,exodoncia,2020-02-01,0,0,8,8,4,10,5,22,5,6,0,0,0,0,68
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2020-02-01,0,1,25,20,0,11,25,41,3,18,0,0,0,0,144
AZURDUY,atencion odontologica,exodoncia,2020-02-01,0,0,9,9,2,7,16,28,3,10,0,0,0,0,84
BATALLAS,atencion odontologica,exodoncia,2020-02-01,2,0,7,6,0,8,2,19,15,13,0,0,0,0,72
BAURES,atencion odontologica,exodoncia,2020-02-01,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2020-02-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,exodoncia,2020-02-01,0,0,1,0,2,1,3,6,0,0,0,0,0,0,13
BERMEJO,atencion odontologica,exodoncia,2020-02-01,0,0,3,7,0,1,11,18,6,0,0,0,0,0,46
BETANZOS,atencion odontologica,exodoncia,2020-02-01,0,0,16,13,7,9,22,44,17,18,0,0,0,0,146
BOLIVAR,atencion odontologica,exodoncia,2020-02-01,0,0,2,3,0,1,0,2,0,0,0,0,0,0,8
BOLPEBRA,atencion odontologica,exodoncia,2020-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
BOYUIBE,atencion odontologica,exodoncia,2020-02-01,0,0,3,4,3,1,3,9,2,0,0,0,0,0,25
CABEZAS,atencion odontologica,exodoncia,2020-02-01,0,0,11,12,3,3,4,15,1,1,0,0,0,0,50
CAIROMA,atencion odontologica,exodoncia,2020-02-01,0,0,5,6,0,5,10,4,1,1,0,0,0,0,32
"CAIZA ""D""",atencion odontologica,exodoncia,2020-02-01,0,0,9,5,1,2,3,12,3,4,0,0,0,0,39
CAJUATA,atencion odontologica,exodoncia,2020-02-01,1,2,1,5,3,6,15,13,1,0,0,0,0,0,47
CALACOTO,atencion odontologica,exodoncia,2020-02-01,0,0,0,2,0,1,3,10,7,4,0,0,0,0,27
CALAMARCA,atencion odontologica,exodoncia,2020-02-01,0,0,6,15,2,12,3,24,6,4,0,0,0,0,72
CAMARGO,atencion odontologica,exodoncia,2020-02-01,0,0,13,7,4,2,3,7,0,3,0,0,0,0,39
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2020-02-01,0,0,3,3,1,0,4,6,0,0,0,0,0,0,17
CAMIRI,atencion odontologica,exodoncia,2020-02-01,1,3,15,17,13,12,17,31,8,13,0,0,0,0,130
CAPINOTA,atencion odontologica,exodoncia,2020-02-01,0,1,15,10,1,1,1,5,1,6,0,0,0,0,41
CAQUIAVIRI,atencion odontologica,exodoncia,2020-02-01,0,2,8,7,3,8,2,21,7,1,0,0,0,0,59
CARACOLLO,atencion odontologica,exodoncia,2020-02-01,0,0,11,14,4,13,6,13,6,6,0,0,0,0,73
CARANAVI,atencion odontologica,exodoncia,2020-02-01,0,1,16,32,11,9,17,44,19,5,0,0,0,0,154
CARANGAS,atencion odontologica,exodoncia,2020-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CARAPARI,atencion odontologica,exodoncia,2020-02-01,0,0,18,19,4,6,15,34,9,0,0,0,0,0,105
CARIPUYO,atencion odontologica,exodoncia,2020-02-01,0,0,4,2,0,2,0,1,0,6,0,0,0,0,15
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2020-02-01,0,0,3,3,2,1,3,3,0,0,0,0,0,0,15
CATACORA,atencion odontologica,exodoncia,2020-02-01,0,0,6,1,1,5,4,8,1,3,0,0,0,0,29
CHACARILLA,atencion odontologica,exodoncia,2020-02-01,0,0,2,0,0,0,2,0,2,2,0,0,0,0,8
CHALLAPATA,atencion odontologica,exodoncia,2020-02-01,0,0,25,26,6,7,14,23,15,16,0,0,0,0,132
CHAQUI,atencion odontologica,exodoncia,2020-02-01,0,0,14,7,2,4,2,13,6,17,0,0,0,0,65
CHARAGUA,atencion odontologica,exodoncia,2020-02-01,0,0,7,7,5,19,13,15,5,8,0,0,0,0,79
CHARAÑA,atencion odontologica,exodoncia,2020-02-01,0,0,2,0,1,1,5,3,0,0,0,0,0,0,12
CHAYANTA,atencion odontologica,exodoncia,2020-02-01,0,1,9,6,5,3,11,5,1,1,0,0,0,0,42
CHIMORE,atencion odontologica,exodoncia,2020-02-01,0,0,13,24,5,4,6,28,4,3,0,0,0,0,87
CHIPAYA,atencion odontologica,exodoncia,2020-02-01,0,0,2,2,0,4,1,0,0,0,0,0,0,0,9
CHOQUE COTA,atencion odontologica,exodoncia,2020-02-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
CHUA COCANI,atencion odontologica,exodoncia,2020-02-01,0,0,3,11,1,0,5,4,2,3,0,0,0,0,29
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2020-02-01,0,0,8,8,1,0,5,5,1,1,0,0,0,0,29
CHUMA,atencion odontologica,exodoncia,2020-02-01,0,0,12,11,8,15,29,43,4,4,0,0,0,0,126
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2020-02-01,0,0,3,0,0,0,1,7,0,0,0,0,0,0,11
CKOCHAS,atencion odontologica,exodoncia,2020-02-01,0,0,10,1,2,2,8,12,6,9,0,0,0,0,50
CLIZA,atencion odontologica,exodoncia,2020-02-01,0,0,23,8,1,2,6,10,6,3,0,0,0,0,59
COBIJA,atencion odontologica,exodoncia,2020-02-01,0,0,26,32,23,21,35,46,5,3,0,0,0,0,191
COCAPATA,atencion odontologica,exodoncia,2020-02-01,0,0,29,40,6,28,36,65,17,8,0,0,0,0,229
COCHABAMBA,atencion odontologica,exodoncia,2020-02-01,8,5,179,192,44,64,130,215,99,100,0,0,0,0,1036
COIPASA,atencion odontologica,exodoncia,2020-02-01,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6
COLCAPIRHUA,atencion odontologica,exodoncia,2020-02-01,0,2,7,16,1,3,6,24,7,2,0,0,0,0,68
"COLCHA ""K""",atencion odontologica,exodoncia,2020-02-01,0,0,6,7,0,4,7,15,4,4,0,0,0,0,47
COLLANA,atencion odontologica,exodoncia,2020-02-01,0,0,4,2,2,0,3,7,0,1,0,0,0,0,19
COLOMI,atencion odontologica,exodoncia,2020-02-01,0,2,13,17,2,7,4,10,4,4,0,0,0,0,63
COLPA BELGICA,atencion odontologica,exodoncia,2020-02-01,0,0,1,4,1,9,3,14,2,1,0,0,0,0,35
COLQUECHACA,atencion odontologica,exodoncia,2020-02-01,1,1,22,13,4,18,25,51,14,23,0,0,0,0,172
COLQUENCHA,atencion odontologica,exodoncia,2020-02-01,0,0,11,7,7,15,10,12,2,2,0,0,0,0,66
COLQUIRI,atencion odontologica,exodoncia,2020-02-01,0,0,6,9,3,5,1,20,3,4,0,0,0,0,51
COMANCHE,atencion odontologica,exodoncia,2020-02-01,0,0,8,8,1,2,4,18,3,1,0,0,0,0,45
COMARAPA,atencion odontologica,exodoncia,2020-02-01,1,1,2,4,0,2,1,4,2,2,0,0,0,0,19
COMBAYA,atencion odontologica,exodoncia,2020-02-01,0,0,0,0,0,2,0,1,6,2,0,0,0,0,11
CONCEPCION,atencion odontologica,exodoncia,2020-02-01,1,0,6,3,4,3,3,24,4,5,0,0,0,0,53
COPACABANA,atencion odontologica,exodoncia,2020-02-01,2,0,19,5,2,9,6,10,6,4,0,0,0,0,63
CORIPATA,atencion odontologica,exodoncia,2020-02-01,0,0,7,10,0,4,8,9,0,0,0,0,0,0,38
CORO CORO,atencion odontologica,exodoncia,2020-02-01,0,0,3,8,2,4,2,9,5,6,0,0,0,0,39
COROICO,atencion odontologica,exodoncia,2020-02-01,1,0,10,14,5,4,10,21,2,1,0,0,0,0,68
CORQUE,atencion odontologica,exodoncia,2020-02-01,0,0,6,4,0,0,1,6,2,0,0,0,0,0,19
COTAGAITA,atencion odontologica,exodoncia,2020-02-01,0,0,7,7,0,1,3,8,5,7,0,0,0,0,38
COTOCA,atencion odontologica,exodoncia,2020-02-01,4,1,21,17,3,8,13,34,6,6,0,0,0,0,113
CUATRO CAÑADAS,atencion odontologica,exodoncia,2020-02-01,0,1,9,14,0,0,7,23,15,10,0,0,0,0,79
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2020-02-01,0,0,2,3,0,1,1,0,0,0,0,0,0,0,7
CUEVO,atencion odontologica,exodoncia,2020-02-01,0,0,3,5,0,0,4,6,0,0,0,0,0,0,18
CULPINA,atencion odontologica,exodoncia,2020-02-01,0,0,5,18,3,8,13,23,8,4,0,0,0,0,82
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2020-02-01,0,0,4,8,0,1,1,3,0,0,0,0,0,0,17
CURVA,atencion odontologica,exodoncia,2020-02-01,0,1,0,1,1,0,1,4,1,0,0,0,0,0,9
DESAGUADERO,atencion odontologica,exodoncia,2020-02-01,0,0,9,14,0,0,1,14,4,2,0,0,0,0,44
EL ALTO,atencion odontologica,exodoncia,2020-02-01,20,24,189,190,64,116,134,256,70,75,0,0,0,0,1138
EL CHORO,atencion odontologica,exodoncia,2020-02-01,0,0,1,7,0,1,2,4,5,2,0,0,0,0,22
EL PUENTE(STC),atencion odontologica,exodoncia,2020-02-01,0,0,7,7,2,5,10,9,4,2,0,0,0,0,46
EL PUENTE(TJA),atencion odontologica,exodoncia,2020-02-01,0,0,4,6,2,3,7,17,0,3,0,0,0,0,42
EL TORNO,atencion odontologica,exodoncia,2020-02-01,3,1,9,13,3,1,21,30,16,17,0,0,0,0,114
EL VILLAR,atencion odontologica,exodoncia,2020-02-01,0,0,11,3,1,0,16,10,2,6,0,0,0,0,49
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2020-02-01,2,0,19,16,3,9,11,33,2,5,0,0,0,0,100
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2020-02-01,0,0,8,11,0,2,1,3,1,3,0,0,0,0,29
ESCARA,atencion odontologica,exodoncia,2020-02-01,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4
ESCOMA,atencion odontologica,exodoncia,2020-02-01,0,0,2,2,1,1,6,6,4,0,0,0,0,0,22
ESMERALDA,atencion odontologica,exodoncia,2020-02-01,0,0,3,1,0,1,0,1,0,0,0,0,0,0,6
EUCALIPTUS,atencion odontologica,exodoncia,2020-02-01,0,0,6,2,0,2,2,1,1,3,0,0,0,0,17
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2020-02-01,0,0,12,19,2,5,6,11,3,7,0,0,0,0,65
FILADELFIA,atencion odontologica,exodoncia,2020-02-01,0,0,7,6,1,1,1,2,0,1,0,0,0,0,19
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2020-02-01,0,0,2,5,1,0,2,13,4,0,0,0,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2020-02-01,0,1,12,3,3,4,8,19,5,8,0,0,0,0,63
GUANAY,atencion odontologica,exodoncia,2020-02-01,0,0,6,4,0,3,6,5,6,0,0,0,0,0,30
GUAQUI,atencion odontologica,exodoncia,2020-02-01,0,0,3,6,6,6,10,22,16,12,0,0,0,0,81
GUAYARAMERIN,atencion odontologica,exodoncia,2020-02-01,0,3,32,26,8,8,16,34,3,2,0,0,0,0,132
GUTIERREZ,atencion odontologica,exodoncia,2020-02-01,0,1,4,6,2,5,5,10,5,0,0,0,0,0,38
HUACARETA,atencion odontologica,exodoncia,2020-02-01,0,0,4,2,2,1,8,18,17,1,0,0,0,0,53
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2020-02-01,0,0,1,5,4,1,3,9,0,0,0,0,0,0,23
HUACHACALLA,atencion odontologica,exodoncia,2020-02-01,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4
HUANUNI,atencion odontologica,exodoncia,2020-02-01,2,1,23,27,6,7,18,24,7,12,0,0,0,0,127
HUARACAJE,atencion odontologica,exodoncia,2020-02-01,1,0,4,4,0,2,2,4,4,3,0,0,0,0,24
HUARINA,atencion odontologica,exodoncia,2020-02-01,0,0,8,1,3,2,3,8,6,5,0,0,0,0,36
HUATAJATA,atencion odontologica,exodoncia,2020-02-01,0,0,3,0,0,2,1,3,9,0,0,0,0,0,18
HUAYLLAMARCA,atencion odontologica,exodoncia,2020-02-01,0,0,5,1,0,0,1,1,0,0,0,0,0,0,8
HUMANATA,atencion odontologica,exodoncia,2020-02-01,0,0,1,2,1,3,11,12,3,3,0,0,0,0,36
ICHOCA,atencion odontologica,exodoncia,2020-02-01,0,0,0,4,1,3,3,10,8,5,0,0,0,0,34
ICLA,atencion odontologica,exodoncia,2020-02-01,0,0,11,4,1,4,19,13,11,2,0,0,0,0,65
INCAHUASI,atencion odontologica,exodoncia,2020-02-01,0,0,4,3,0,2,3,9,0,5,0,0,0,0,26
INQUISIVI,atencion odontologica,exodoncia,2020-02-01,1,0,26,20,8,17,26,49,30,17,0,0,0,0,194
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2020-02-01,1,0,14,13,6,4,14,17,14,2,0,0,0,0,85
