municipality,group,variable,month,Pulpotomías,TOTAL
PELECHUCO,consultas odontologicas,pulpotomias,2005-02-01,34,34
POCOATA,consultas odontologicas,pulpotomias,2005-02-01,15,15
POCONA,consultas odontologicas,pulpotomias,2005-02-01,9,9
POJO (CBBA),consultas odontologicas,pulpotomias,2005-02-01,14,14
POOPO,consultas odontologicas,pulpotomias,2005-02-01,23,23
POROMA,consultas odontologicas,pulpotomias,2005-02-01,16,16
PORONGO,consultas odontologicas,pulpotomias,2005-02-01,61,61
PORTACHUELO,consultas odontologicas,pulpotomias,2005-02-01,82,82
PORVENIR,consultas odontologicas,pulpotomias,2005-02-01,10,10
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-02-01,31,31
POTOSI,consultas odontologicas,pulpotomias,2005-02-01,525,525
PRESTO,consultas odontologicas,pulpotomias,2005-02-01,13,13
PUCARA,consultas odontologicas,pulpotomias,2005-02-01,32,32
PUCARANI,consultas odontologicas,pulpotomias,2005-02-01,110,110
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-02-01,187,187
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-02-01,110,110
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2005-02-01,42,42
PUERTO PEREZ,consultas odontologicas,pulpotomias,2005-02-01,15,15
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-02-01,33,33
PUERTO RICO,consultas odontologicas,pulpotomias,2005-02-01,64,64
PUERTO SILES,consultas odontologicas,pulpotomias,2005-02-01,28,28
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-02-01,46,46
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-02-01,63,63
PUNA,consultas odontologicas,pulpotomias,2005-02-01,101,101
PUNATA,consultas odontologicas,pulpotomias,2005-02-01,74,74
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-02-01,199,199
QUIME,consultas odontologicas,pulpotomias,2005-02-01,97,97
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-02-01,7,7
RAVELO,consultas odontologicas,pulpotomias,2005-02-01,28,28
REYES,consultas odontologicas,pulpotomias,2005-02-01,68,68
RIBERALTA,consultas odontologicas,pulpotomias,2005-02-01,292,292
ROBORE,consultas odontologicas,pulpotomias,2005-02-01,97,97
SACABA,consultas odontologicas,pulpotomias,2005-02-01,173,173
SACABAMBA,consultas odontologicas,pulpotomias,2005-02-01,6,6
SACACA,consultas odontologicas,pulpotomias,2005-02-01,63,63
SAIPINA,consultas odontologicas,pulpotomias,2005-02-01,10,10
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2005-02-01,15,15
SAMAIPATA,consultas odontologicas,pulpotomias,2005-02-01,49,49
SAN AGUSTIN,consultas odontologicas,pulpotomias,2005-02-01,26,26
SAN ANDRES,consultas odontologicas,pulpotomias,2005-02-01,99,99
SAN BENITO,consultas odontologicas,pulpotomias,2005-02-01,16,16
SAN BORJA,consultas odontologicas,pulpotomias,2005-02-01,70,70
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2005-02-01,45,45
SAN CARLOS,consultas odontologicas,pulpotomias,2005-02-01,21,21
SAN IGNACIO,consultas odontologicas,pulpotomias,2005-02-01,44,44
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2005-02-01,153,153
SAN JOAQUIN,consultas odontologicas,pulpotomias,2005-02-01,20,20
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2005-02-01,74,74
SAN JULIAN,consultas odontologicas,pulpotomias,2005-02-01,30,30
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2005-02-01,30,30
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2005-02-01,53,53
SAN LUCAS,consultas odontologicas,pulpotomias,2005-02-01,19,19
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2005-02-01,126,126
SAN PEDRO,consultas odontologicas,pulpotomias,2005-02-01,23,23
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2005-02-01,41,41
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2005-02-01,13,13
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2005-02-01,21,21
SAN RAFAEL,consultas odontologicas,pulpotomias,2005-02-01,79,79
SAN RAMON,consultas odontologicas,pulpotomias,2005-02-01,34,34
SAN RAMON,consultas odontologicas,pulpotomias,2005-02-01,20,20
SANTA ANA,consultas odontologicas,pulpotomias,2005-02-01,48,48
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2005-02-01,2401,2401
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2005-02-01,95,95
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2005-02-01,4,4
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2005-02-01,47,47
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2005-02-01,3,3
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2005-02-01,2,2
SAPAHAQUI,consultas odontologicas,pulpotomias,2005-02-01,27,27
SENA,consultas odontologicas,pulpotomias,2005-02-01,24,24
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2005-02-01,23,23
SIPE SIPE,consultas odontologicas,pulpotomias,2005-02-01,91,91
SOPACHUY,consultas odontologicas,pulpotomias,2005-02-01,46,46
SORACACHI,consultas odontologicas,pulpotomias,2005-02-01,17,17
SORATA,consultas odontologicas,pulpotomias,2005-02-01,2,2
SUCRE,consultas odontologicas,pulpotomias,2005-02-01,961,961
TACACOMA,consultas odontologicas,pulpotomias,2005-02-01,63,63
TACOPAYA,consultas odontologicas,pulpotomias,2005-02-01,17,17
TAPACARI,consultas odontologicas,pulpotomias,2005-02-01,16,16
TARABUCO,consultas odontologicas,pulpotomias,2005-02-01,29,29
TARACO,consultas odontologicas,pulpotomias,2005-02-01,8,8
TARATA,consultas odontologicas,pulpotomias,2005-02-01,11,11
TARIJA,consultas odontologicas,pulpotomias,2005-02-01,293,293
TARVITA,consultas odontologicas,pulpotomias,2005-02-01,4,4
TEOPONTE,consultas odontologicas,pulpotomias,2005-02-01,38,38
TIAWANACU,consultas odontologicas,pulpotomias,2005-02-01,108,108
TINGUIPAYA,consultas odontologicas,pulpotomias,2005-02-01,40,40
TIPUANI,consultas odontologicas,pulpotomias,2005-02-01,20,20
TIQUIPAYA,consultas odontologicas,pulpotomias,2005-02-01,77,77
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2005-02-01,33,33
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2005-02-01,22,22
TOLATA,consultas odontologicas,pulpotomias,2005-02-01,4,4
TOLEDO,consultas odontologicas,pulpotomias,2005-02-01,35,35
TOMAVE,consultas odontologicas,pulpotomias,2005-02-01,21,21
TOMINA,consultas odontologicas,pulpotomias,2005-02-01,30,30
TORO TORO,consultas odontologicas,pulpotomias,2005-02-01,49,49
TOTORA(CBBA),consultas odontologicas,pulpotomias,2005-02-01,23,23
TOTORA(ORR),consultas odontologicas,pulpotomias,2005-02-01,6,6
TRIGAL,consultas odontologicas,pulpotomias,2005-02-01,35,35
TRINIDAD,consultas odontologicas,pulpotomias,2005-02-01,287,287
TUPIZA,consultas odontologicas,pulpotomias,2005-02-01,150,150
TURCO,consultas odontologicas,pulpotomias,2005-02-01,21,21
UMALA,consultas odontologicas,pulpotomias,2005-02-01,5,5
UNCIA,consultas odontologicas,pulpotomias,2005-02-01,96,96
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2005-02-01,120,120
UYUNI,consultas odontologicas,pulpotomias,2005-02-01,156,156
VALLEGRANDE,consultas odontologicas,pulpotomias,2005-02-01,141,141
VIACHA,consultas odontologicas,pulpotomias,2005-02-01,150,150
VILA VILA,consultas odontologicas,pulpotomias,2005-02-01,9,9
VILLA MONTES,consultas odontologicas,pulpotomias,2005-02-01,95,95
VILLA RIVERO,consultas odontologicas,pulpotomias,2005-02-01,16,16
VILLA SERRANO,consultas odontologicas,pulpotomias,2005-02-01,41,41
VILLA TUNARI,consultas odontologicas,pulpotomias,2005-02-01,218,218
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2005-02-01,21,21
VILLAZON,consultas odontologicas,pulpotomias,2005-02-01,194,194
VINTO,consultas odontologicas,pulpotomias,2005-02-01,12,12
VITICHI,consultas odontologicas,pulpotomias,2005-02-01,18,18
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2005-02-01,5,5
WARNES,consultas odontologicas,pulpotomias,2005-02-01,26,26
YACUIBA,consultas odontologicas,pulpotomias,2005-02-01,204,204
YAMPARAEZ,consultas odontologicas,pulpotomias,2005-02-01,5,5
YANACACHI,consultas odontologicas,pulpotomias,2005-02-01,14,14
YAPACANI,consultas odontologicas,pulpotomias,2005-02-01,48,48
YOCALLA,consultas odontologicas,pulpotomias,2005-02-01,10,10
YOTALA,consultas odontologicas,pulpotomias,2005-02-01,14,14
ZUDAÑEZ,consultas odontologicas,pulpotomias,2005-02-01,26,26
ACACIO,consultas odontologicas,pulpotomias,2005-03-01,9,9
ACHACACHI,consultas odontologicas,pulpotomias,2005-03-01,160,160
ACHOCALLA,consultas odontologicas,pulpotomias,2005-03-01,2,2
AIQUILE,consultas odontologicas,pulpotomias,2005-03-01,33,33
ALALAY,consultas odontologicas,pulpotomias,2005-03-01,18,18
ALCALA,consultas odontologicas,pulpotomias,2005-03-01,15,15
ANCORAIMES,consultas odontologicas,pulpotomias,2005-03-01,35,35
ANDAMARCA,consultas odontologicas,pulpotomias,2005-03-01,82,82
ANZALDO,consultas odontologicas,pulpotomias,2005-03-01,23,23
APOLO,consultas odontologicas,pulpotomias,2005-03-01,112,112
ARAMPAMPA,consultas odontologicas,pulpotomias,2005-03-01,13,13
ARANI,consultas odontologicas,pulpotomias,2005-03-01,41,41
ARQUE,consultas odontologicas,pulpotomias,2005-03-01,13,13
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2005-03-01,40,40
ATOCHA,consultas odontologicas,pulpotomias,2005-03-01,155,155
AUCAPATA,consultas odontologicas,pulpotomias,2005-03-01,6,6
AYATA,consultas odontologicas,pulpotomias,2005-03-01,56,56
AYO AYO,consultas odontologicas,pulpotomias,2005-03-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2005-03-01,95,95
AZURDUY,consultas odontologicas,pulpotomias,2005-03-01,48,48
BATALLAS,consultas odontologicas,pulpotomias,2005-03-01,117,117
BAURES,consultas odontologicas,pulpotomias,2005-03-01,20,20
BERMEJO,consultas odontologicas,pulpotomias,2005-03-01,136,136
BETANZOS,consultas odontologicas,pulpotomias,2005-03-01,46,46
BOLIVAR,consultas odontologicas,pulpotomias,2005-03-01,35,35
BOYUIBE,consultas odontologicas,pulpotomias,2005-03-01,10,10
BUENA VISTA,consultas odontologicas,pulpotomias,2005-03-01,24,24
CABEZAS,consultas odontologicas,pulpotomias,2005-03-01,4,4
CAIROMA,consultas odontologicas,pulpotomias,2005-03-01,32,32
"CAIZA ""D""",consultas odontologicas,pulpotomias,2005-03-01,7,7
CAJUATA,consultas odontologicas,pulpotomias,2005-03-01,102,102
CALACOTO,consultas odontologicas,pulpotomias,2005-03-01,22,22
CALAMARCA,consultas odontologicas,pulpotomias,2005-03-01,11,11
CAMARGO,consultas odontologicas,pulpotomias,2005-03-01,68,68
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2005-03-01,17,17
CAMIRI,consultas odontologicas,pulpotomias,2005-03-01,155,155
CAPINOTA,consultas odontologicas,pulpotomias,2005-03-01,4,4
CAQUIAVIRI,consultas odontologicas,pulpotomias,2005-03-01,71,71
CARACOLLO,consultas odontologicas,pulpotomias,2005-03-01,142,142
CARANAVI,consultas odontologicas,pulpotomias,2005-03-01,138,138
CARAPARI,consultas odontologicas,pulpotomias,2005-03-01,20,20
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2005-03-01,17,17
CHALLAPATA,consultas odontologicas,pulpotomias,2005-03-01,67,67
CHAQUI,consultas odontologicas,pulpotomias,2005-03-01,22,22
CHARAGUA,consultas odontologicas,pulpotomias,2005-03-01,147,147
CHARAÑA,consultas odontologicas,pulpotomias,2005-03-01,22,22
CHAYANTA,consultas odontologicas,pulpotomias,2005-03-01,43,43
CHIMORE,consultas odontologicas,pulpotomias,2005-03-01,75,75
CHOQUE COTA,consultas odontologicas,pulpotomias,2005-03-01,27,27
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2005-03-01,69,69
CHUMA,consultas odontologicas,pulpotomias,2005-03-01,54,54
CLIZA,consultas odontologicas,pulpotomias,2005-03-01,22,22
COBIJA,consultas odontologicas,pulpotomias,2005-03-01,192,192
COCHABAMBA,consultas odontologicas,pulpotomias,2005-03-01,1159,1159
COLCAPIRHUA,consultas odontologicas,pulpotomias,2005-03-01,22,22
"COLCHA ""K""",consultas odontologicas,pulpotomias,2005-03-01,15,15
COLOMI,consultas odontologicas,pulpotomias,2005-03-01,29,29
COLQUECHACA,consultas odontologicas,pulpotomias,2005-03-01,5,5
COLQUIRI,consultas odontologicas,pulpotomias,2005-03-01,52,52
COMARAPA,consultas odontologicas,pulpotomias,2005-03-01,60,60
COMBAYA,consultas odontologicas,pulpotomias,2005-03-01,33,33
CONCEPCION,consultas odontologicas,pulpotomias,2005-03-01,41,41
COPACABANA,consultas odontologicas,pulpotomias,2005-03-01,56,56
CORIPATA,consultas odontologicas,pulpotomias,2005-03-01,23,23
CORO CORO,consultas odontologicas,pulpotomias,2005-03-01,29,29
COROICO,consultas odontologicas,pulpotomias,2005-03-01,146,146
CORQUE,consultas odontologicas,pulpotomias,2005-03-01,64,64
COTAGAITA,consultas odontologicas,pulpotomias,2005-03-01,133,133
COTOCA,consultas odontologicas,pulpotomias,2005-03-01,62,62
CUEVO,consultas odontologicas,pulpotomias,2005-03-01,25,25
CULPINA,consultas odontologicas,pulpotomias,2005-03-01,49,49
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2005-03-01,60,60
DESAGUADERO,consultas odontologicas,pulpotomias,2005-03-01,96,96
EL ALTO,consultas odontologicas,pulpotomias,2005-03-01,4511,4511
EL PUENTE(STC),consultas odontologicas,pulpotomias,2005-03-01,26,26
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2005-03-01,27,27
EL TORNO,consultas odontologicas,pulpotomias,2005-03-01,70,70
EL VILLAR,consultas odontologicas,pulpotomias,2005-03-01,19,19
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-03-01,66,66
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-03-01,2,2
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-03-01,37,37
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-03-01,83,83
FILADELFIA,consultas odontologicas,pulpotomias,2005-03-01,24,24
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-03-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-03-01,33,33
GUANAY,consultas odontologicas,pulpotomias,2005-03-01,6,6
GUAQUI,consultas odontologicas,pulpotomias,2005-03-01,27,27
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-03-01,183,183
GUTIERREZ,consultas odontologicas,pulpotomias,2005-03-01,75,75
HUACARETA,consultas odontologicas,pulpotomias,2005-03-01,22,22
HUACHACALLA,consultas odontologicas,pulpotomias,2005-03-01,13,13
HUANUNI,consultas odontologicas,pulpotomias,2005-03-01,178,178
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-03-01,119,119
ICHOCA,consultas odontologicas,pulpotomias,2005-03-01,10,10
ICLA,consultas odontologicas,pulpotomias,2005-03-01,36,36
INQUISIVI,consultas odontologicas,pulpotomias,2005-03-01,129,129
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-03-01,72,72
IXIAMAS,consultas odontologicas,pulpotomias,2005-03-01,56,56
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-03-01,103,103
LA ASUNTA,consultas odontologicas,pulpotomias,2005-03-01,91,91
LA GUARDIA,consultas odontologicas,pulpotomias,2005-03-01,49,49
LA PAZ,consultas odontologicas,pulpotomias,2005-03-01,3232,3232
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-03-01,18,18
LAJA,consultas odontologicas,pulpotomias,2005-03-01,36,36
LLALLAGUA,consultas odontologicas,pulpotomias,2005-03-01,117,117
LLICA,consultas odontologicas,pulpotomias,2005-03-01,38,38
LURIBAY,consultas odontologicas,pulpotomias,2005-03-01,69,69
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-03-01,58,58
MACHARETI,consultas odontologicas,pulpotomias,2005-03-01,15,15
MAGDALENA,consultas odontologicas,pulpotomias,2005-03-01,16,16
MAIRANA,consultas odontologicas,pulpotomias,2005-03-01,27,27
MAPIRI,consultas odontologicas,pulpotomias,2005-03-01,56,56
MECAPACA,consultas odontologicas,pulpotomias,2005-03-01,28,28
MINEROS,consultas odontologicas,pulpotomias,2005-03-01,22,22
MIZQUE,consultas odontologicas,pulpotomias,2005-03-01,10,10
MOCOMOCO,consultas odontologicas,pulpotomias,2005-03-01,116,116
MOJOCOYA,consultas odontologicas,pulpotomias,2005-03-01,25,25
MONTEAGUDO,consultas odontologicas,pulpotomias,2005-03-01,78,78
MONTERO,consultas odontologicas,pulpotomias,2005-03-01,254,254
MOROCHATA,consultas odontologicas,pulpotomias,2005-03-01,12,12
OCURI,consultas odontologicas,pulpotomias,2005-03-01,59,59
OKINAWA,consultas odontologicas,pulpotomias,2005-03-01,46,46
ORURO,consultas odontologicas,pulpotomias,2005-03-01,1724,1724
PADCAYA,consultas odontologicas,pulpotomias,2005-03-01,96,96
PADILLA,consultas odontologicas,pulpotomias,2005-03-01,11,11
PAILON,consultas odontologicas,pulpotomias,2005-03-01,35,35
PALCA,consultas odontologicas,pulpotomias,2005-03-01,78,78
PALOS BLANCOS,consultas odontologicas,pulpotomias,2005-03-01,156,156
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2005-03-01,8,8
PAPEL PAMPA,consultas odontologicas,pulpotomias,2005-03-01,24,24
PATACAMAYA,consultas odontologicas,pulpotomias,2005-03-01,92,92
PAZÑA,consultas odontologicas,pulpotomias,2005-03-01,11,11
PELECHUCO,consultas odontologicas,pulpotomias,2005-03-01,20,20
POCOATA,consultas odontologicas,pulpotomias,2005-03-01,75,75
POCONA,consultas odontologicas,pulpotomias,2005-03-01,22,22
POJO (CBBA),consultas odontologicas,pulpotomias,2005-03-01,39,39
POOPO,consultas odontologicas,pulpotomias,2005-03-01,44,44
PORCO,consultas odontologicas,pulpotomias,2005-03-01,6,6
POROMA,consultas odontologicas,pulpotomias,2005-03-01,85,85
PORONGO,consultas odontologicas,pulpotomias,2005-03-01,28,28
PORTACHUELO,consultas odontologicas,pulpotomias,2005-03-01,60,60
PORVENIR,consultas odontologicas,pulpotomias,2005-03-01,15,15
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-03-01,20,20
POTOSI,consultas odontologicas,pulpotomias,2005-03-01,680,680
PRESTO,consultas odontologicas,pulpotomias,2005-03-01,53,53
PUCARA,consultas odontologicas,pulpotomias,2005-03-01,7,7
PUCARANI,consultas odontologicas,pulpotomias,2005-03-01,107,107
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-03-01,137,137
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-03-01,80,80
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2005-03-01,40,40
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-03-01,34,34
PUERTO RICO,consultas odontologicas,pulpotomias,2005-03-01,150,150
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-03-01,78,78
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-03-01,58,58
PUNA,consultas odontologicas,pulpotomias,2005-03-01,99,99
PUNATA,consultas odontologicas,pulpotomias,2005-03-01,87,87
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-03-01,162,162
QUIME,consultas odontologicas,pulpotomias,2005-03-01,86,86
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-03-01,3,3
RAVELO,consultas odontologicas,pulpotomias,2005-03-01,40,40
REYES,consultas odontologicas,pulpotomias,2005-03-01,51,51
RIBERALTA,consultas odontologicas,pulpotomias,2005-03-01,394,394
ROBORE,consultas odontologicas,pulpotomias,2005-03-01,212,212
RURRENABAQUE,consultas odontologicas,pulpotomias,2005-03-01,30,30
SACABA,consultas odontologicas,pulpotomias,2005-03-01,219,219
SACACA,consultas odontologicas,pulpotomias,2005-03-01,51,51
SAIPINA,consultas odontologicas,pulpotomias,2005-03-01,2,2
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2005-03-01,28,28
SAMAIPATA,consultas odontologicas,pulpotomias,2005-03-01,40,40
SAN AGUSTIN,consultas odontologicas,pulpotomias,2005-03-01,31,31
SAN ANDRES,consultas odontologicas,pulpotomias,2005-03-01,12,12
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2005-03-01,19,19
SAN BORJA,consultas odontologicas,pulpotomias,2005-03-01,67,67
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2005-03-01,52,52
SAN CARLOS,consultas odontologicas,pulpotomias,2005-03-01,28,28
SAN IGNACIO,consultas odontologicas,pulpotomias,2005-03-01,55,55
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2005-03-01,211,211
SAN JAVIER(BNI),consultas odontologicas,pulpotomias,2005-03-01,15,15
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2005-03-01,4,4
SAN JOAQUIN,consultas odontologicas,pulpotomias,2005-03-01,20,20
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2005-03-01,82,82
SAN JULIAN,consultas odontologicas,pulpotomias,2005-03-01,53,53
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2005-03-01,19,19
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2005-03-01,125,125
SAN LUCAS,consultas odontologicas,pulpotomias,2005-03-01,32,32
SAN MATIAS,consultas odontologicas,pulpotomias,2005-03-01,21,21
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2005-03-01,113,113
SAN PEDRO,consultas odontologicas,pulpotomias,2005-03-01,33,33
