,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES
SAN BORJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,87,2,89
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,14,2,16
SAN CARLOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,41,0,41
SAN IGNACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,51,2,53
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,138,32,170
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,34,1,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,11,1,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,55,1,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,32,1,33
SAN JULIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,74,16,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,2,12,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,23,5,28
SAN LUCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,31,28,59
SAN MATIAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,18,5,23
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,23,1,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,22,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,28,33,61
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,4,2,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,4,2,6
SAN RAFAEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,12,1,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,11,3,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,25,0,25
SANTA ANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,24,0,24
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,2584,44,2628
SANTA ROSA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,17,2,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,25,5,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,2,6,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,3,7,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,4,10,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,5,2,7
SANTIVAÑES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,7,3,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,7,2,9
SENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,5,0,5
SHINAOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,49,2,51
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,29,25,54
SICAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,3,9,12
SIPE SIPE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,74,4,78
SOPACHUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,9,11,20
SORACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,13,10,23
SORATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,20,21,41
SUCRE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,502,13,515
TACACOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,2,1,3
TACOBAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,9,3,12
TACOPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,11,4,15
TAHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,25,27,52
TARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,16,24,40
TARACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,3,1,4
TARATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,9,1,10
TARIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,417,6,423
TARVITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,22,11,33
TEOPONTE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,4,6,10
TIAWANACU,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,8,20,28
TINGUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,29,24,53
TIPUANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,15,3,18
TIQUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,122,17,139
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,30,11,41
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,7,10,17
TODOS SANTOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,1,0,1
TOLATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,10,2,12
TOLEDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,11,7,18
TOMINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,10,9,19
TORO TORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,14,10,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,28,9,37
TOTORA(ORR),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,6,1,7
TRIGAL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,207,8,215
TUPIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,81,23,104
TURCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,7,0,7
UMALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,3,9,12
UNCIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,27,7,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,24,1,25
URUBICHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,3,8,11
UYUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,52,1,53
VACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,9,4,13
VALLEGRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,31,2,33
VIACHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,103,12,115
VILA VILA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,2,6,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,19,9,28
VILLA MONTES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,55,9,64
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,5,0,5
VILLA RIVERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,10,2,12
VILLA SERRANO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,16,12,28
VILLA TUNARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,156,9,165
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,10,7,17
VILLAZON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,69,13,82
VINTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,90,6,96
VITICHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,11,3,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,2,1,3
WARNES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,147,18,165
YACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,8,10,18
YACUIBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,150,9,159
YAMPARAEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,8,5,13
YANACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,8,0,8
YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,91,6,97
YOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,3,6,9
YOTALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,4,4,8
YUNCHARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,3,4,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-01-01,7,12,19
ACACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,4,13,17
ACHACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,62,24,86
ACHOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,13,2,15
AIQUILE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,27,6,33
ALALAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,3,4
ALCALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,12,3,15
ANCORAIMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,17,7,24
ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,7,9,16
APOLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,16,11,27
ARAMPAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,1,2
ARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,22,4,26
ARBIETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,8,13,21
ARQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,24,7,31
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,53,7,60
ATOCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,13,5,18
AUCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,4,4,8
AYATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,2,5,7
AYO AYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,12,3,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,30,20,50
AZURDUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,14,11,25
BATALLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,26,8,34
BAURES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,0,1
BERMEJO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,46,6,52
BETANZOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,30,24,54
BOLIVAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,11,6,17
BOLPEBRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,6,3,9
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,18,4,22
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,42,56,98
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,17,6,23
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,9,8,17
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,18,4,22
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,4,3,7
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,13,11,24
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,28,5,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,5,1,6
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,57,5,62
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,36,6,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,2,11,13
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,22,12,34
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,43,25,68
CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,17,3,20
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,4,4,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,2,0,2
CATACORA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,43,28,71
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,10,9,19
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,45,51,96
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,12,20,32
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,35,2,37
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,32,10,42
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,13,2,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,6,12,18
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,9,15,24
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,24,9,33
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,103,9,112
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,7,17,24
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,981,13,994
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,85,0,85
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,12,6,18
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,29,1,30
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,8,3,11
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,20,59,79
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,18,0,18
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,9,29,38
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,3,6,9
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,32,5,37
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,6,7
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,53,8,61
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,6,12,18
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,15,5,20
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,5,11,16
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,22,12,34
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,6,7
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,19,15,34
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,112,10,122
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,29,6,35
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,3,0,3
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,5,0,5
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,17,14,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,4,3,7
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,2,3,5
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,9,2,11
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1532,46,1578
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,8,1,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,17,8,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,16,5,21
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,82,1,83
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,2,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,21,7,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,31,10,41
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,7,3,10
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,4,1,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,0,4,4
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,22,15,37
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,2,2,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,22,2,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,6,14,20
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,23,6,29
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,6,4,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,98,11,109
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,19,14,33
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,16,3,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,2,3
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,41,0,41
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,8,0,8
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,10,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-02-01,1,1,2
