,group,variable,month,BCG,BCG,TOTALES
AYATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,7,13
AYO AYO,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,1,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2011-02-01,20,9,29
AZURDUY,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,7,16
BATALLAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,20,11,31
BAURES,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,4,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2011-02-01,68,1,69
BETANZOS,vacunaciones en menores de 1 ano,bcg,2011-02-01,13,17,30
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,12,13
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,4,5
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,14,8,22
CABEZAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,33,56,89
CAIROMA,vacunaciones en menores de 1 ano,bcg,2011-02-01,11,15,26
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2011-02-01,7,4,11
CAJUATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,3,12
CALACOTO,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,1,3
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,12,17
CAMARGO,vacunaciones en menores de 1 ano,bcg,2011-02-01,16,0,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2011-02-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,bcg,2011-02-01,67,0,67
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,24,0,24
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,10,12
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2011-02-01,24,6,30
CARANAVI,vacunaciones en menores de 1 ano,bcg,2011-02-01,80,20,100
CARAPARI,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,5,14
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,9,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,2,7
CATACORA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,61,14,75
CHAQUI,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,3,5
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2011-02-01,35,55,90
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,17,18
CHIMORE,vacunaciones en menores de 1 ano,bcg,2011-02-01,21,0,21
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2011-02-01,32,3,35
CHUMA,vacunaciones en menores de 1 ano,bcg,2011-02-01,10,3,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,5,11
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,14,14
CLIZA,vacunaciones en menores de 1 ano,bcg,2011-02-01,22,10,32
COBIJA,vacunaciones en menores de 1 ano,bcg,2011-02-01,160,2,162
COCAPATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,10,19
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1270,33,1303
COIPASA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2011-02-01,57,0,57
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2011-02-01,4,7,11
COLOMI,vacunaciones en menores de 1 ano,bcg,2011-02-01,30,8,38
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,6,11
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2011-02-01,15,55,70
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,17,19
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,42,49
COMANCHE,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,3,3
COMARAPA,vacunaciones en menores de 1 ano,bcg,2011-02-01,23,7,30
COMBAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,8,9
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2011-02-01,52,9,61
COPACABANA,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,10,13
CORIPATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,11,11,22
CORO CORO,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,14,17
COROICO,vacunaciones en menores de 1 ano,bcg,2011-02-01,19,2,21
CORQUE,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,5,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2011-02-01,11,14,25
COTOCA,vacunaciones en menores de 1 ano,bcg,2011-02-01,123,0,123
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,37,8,45
CUEVO,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,3,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2011-02-01,17,8,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,2,4
CURVA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,7,11
EL ALTO,vacunaciones en menores de 1 ano,bcg,2011-02-01,1671,51,1722
EL CHORO,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2011-02-01,26,7,33
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2011-02-01,7,6,13
EL TORNO,vacunaciones en menores de 1 ano,bcg,2011-02-01,105,1,106
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2011-02-01,33,9,42
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2011-02-01,30,9,39
ESCOMA,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,2,9
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,0,4
EXALTACION,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,0,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2011-02-01,13,16,29
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2011-02-01,20,3,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2011-02-01,2,13,15
GUANAY,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,6,13
GUAQUI,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,4,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2011-02-01,117,4,121
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,17,10,27
HUACARETA,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,5,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2011-02-01,0,1,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-02-01,39,2,41
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,11,12
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,2,6
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,5,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,0,1
ICLA,vacunaciones en menores de 1 ano,bcg,2011-02-01,10,7,17
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-02-01,13,1,14
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,11,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-02-01,3,3,6
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,16,5,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-02-01,10,17,27
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,67,8,75
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2011-02-01,78,2,80
LA PAZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,1645,1,1646
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,2,8
LAJA,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,15,24
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,0,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2011-02-01,33,42,75
LLICA,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,1,6
LORETO,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,2,5
LURIBAY,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,9,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,3,11
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,13,22
MAIRANA,vacunaciones en menores de 1 ano,bcg,2011-02-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,8,8
MAPIRI,vacunaciones en menores de 1 ano,bcg,2011-02-01,23,5,28
MECAPACA,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,9,14
MINEROS,vacunaciones en menores de 1 ano,bcg,2011-02-01,31,7,38
MIZQUE,vacunaciones en menores de 1 ano,bcg,2011-02-01,26,7,33
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,12,8,20
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,10,12
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2011-02-01,50,2,52
MONTERO,vacunaciones en menores de 1 ano,bcg,2011-02-01,339,0,339
MORO MORO,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,4,8
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,13,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2011-02-01,2,4,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,0,3
OCURI,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,27,32
OKINAWA,vacunaciones en menores de 1 ano,bcg,2011-02-01,20,1,21
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,6,11
ORURO,vacunaciones en menores de 1 ano,bcg,2011-02-01,637,3,640
PADCAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,10,5,15
PADILLA,vacunaciones en menores de 1 ano,bcg,2011-02-01,18,3,21
PAILON,vacunaciones en menores de 1 ano,bcg,2011-02-01,31,11,42
PALCA,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,16,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2011-02-01,44,13,57
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,1,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2011-02-01,14,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,8,9
PASORAPA,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,35,2,37
PAZÑA,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,2,10
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,8,10
POCOATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,41,42
POCONA,vacunaciones en menores de 1 ano,bcg,2011-02-01,11,13,24
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2011-02-01,11,7,18
POOPO,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,1,9
PORCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,18,0,18
POROMA,vacunaciones en menores de 1 ano,bcg,2011-02-01,20,10,30
PORONGO,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,8,16
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2011-02-01,68,0,68
PORVENIR,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,8,13
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2011-02-01,426,8,434
PRESTO,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,14,15
PUCARA,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,1,4
PUCARANI,vacunaciones en menores de 1 ano,bcg,2011-02-01,30,8,38
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,18,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,19,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,5,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,9,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2011-02-01,24,23,47
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,7,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,45,6,51
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2011-02-01,114,6,120
PUNA,vacunaciones en menores de 1 ano,bcg,2011-02-01,15,16,31
PUNATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,74,0,74
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,2,6
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2011-02-01,157,1,158
QUIME,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,13,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,0,3
RAVELO,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,30,38
REYES,vacunaciones en menores de 1 ano,bcg,2011-02-01,33,22,55
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,260,16,276
ROBORE,vacunaciones en menores de 1 ano,bcg,2011-02-01,41,1,42
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2011-02-01,23,6,29
SABAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,3,3
SACABA,vacunaciones en menores de 1 ano,bcg,2011-02-01,230,2,232
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,3,7
SACACA,vacunaciones en menores de 1 ano,bcg,2011-02-01,30,27,57
SAIPINA,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,5,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,8,13
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,16,7,23
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2011-02-01,17,3,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,4,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,8,10
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,5,13
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2011-02-01,94,64,158
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2011-02-01,14,7,21
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2011-02-01,43,3,46
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2011-02-01,48,17,65
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,173,26,199
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2011-02-01,1,6,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2011-02-01,22,3,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,11,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2011-02-01,34,1,35
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-02-01,12,1,13
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2011-02-01,108,15,123
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2011-02-01,9,3,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2011-02-01,12,2,14
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,18,27,45
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,2,9
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,14,7,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,5,11
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2011-02-01,20,0,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,24,29,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,13,13
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,1,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2011-02-01,1,2,3
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,2,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,2,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,31,2,33
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2011-02-01,46,0,46
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2011-02-01,2619,57,2676
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2011-02-01,22,8,30
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2011-02-01,21,11,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,8,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,5,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,10,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,2,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,3,6
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2011-02-01,11,8,19
SENA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,1,1
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2011-02-01,70,0,70
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2011-02-01,16,29,45
SICAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,7,7
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2011-02-01,40,0,40
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,11,19
SORACACHI,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,6,10
SORATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,34,43
SUCRE,vacunaciones en menores de 1 ano,bcg,2011-02-01,563,8,571
TACACHI,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,0,3
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,0,7
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,8,13
TAPACARI,vacunaciones en menores de 1 ano,bcg,2011-02-01,11,17,28
TARABUCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,18,11,29
TARACO,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,2,2
TARATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,9,0,9
TARIJA,vacunaciones en menores de 1 ano,bcg,2011-02-01,386,1,387
TARVITA,vacunaciones en menores de 1 ano,bcg,2011-02-01,8,13,21
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,1,5
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2011-02-01,5,12,17
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,31,19,50
TIPUANI,vacunaciones en menores de 1 ano,bcg,2011-02-01,14,3,17
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-02-01,95,5,100
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2011-02-01,28,11,39
TOCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,5,9
TOLATA,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,0,6
TOLEDO,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,3,6
TOMAVE,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,10,16
TOMINA,vacunaciones en menores de 1 ano,bcg,2011-02-01,7,6,13
TORO TORO,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,9,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2011-02-01,25,8,33
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2011-02-01,3,2,5
TRIGAL,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2011-02-01,396,3,399
TUPIZA,vacunaciones en menores de 1 ano,bcg,2011-02-01,65,10,75
TURCO,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,2,3
UMALA,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,8,14
UNCIA,vacunaciones en menores de 1 ano,bcg,2011-02-01,35,14,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2011-02-01,12,1,13
URUBICHA,vacunaciones en menores de 1 ano,bcg,2011-02-01,12,0,12
UYUNI,vacunaciones en menores de 1 ano,bcg,2011-02-01,61,4,65
VACAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,19,20
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2011-02-01,31,0,31
VIACHA,vacunaciones en menores de 1 ano,bcg,2011-02-01,71,8,79
VILA VILA,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,0,2
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2011-02-01,12,30,42
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2011-02-01,108,3,111
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2011-02-01,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,7,8
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2011-02-01,10,6,16
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2011-02-01,167,22,189
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2011-02-01,8,0,8
VILLAZON,vacunaciones en menores de 1 ano,bcg,2011-02-01,61,2,63
VINTO,vacunaciones en menores de 1 ano,bcg,2011-02-01,88,0,88
VITICHI,vacunaciones en menores de 1 ano,bcg,2011-02-01,6,0,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2011-02-01,0,4,4
WARNES,vacunaciones en menores de 1 ano,bcg,2011-02-01,124,10,134
YACO,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,13,17
YACUIBA,vacunaciones en menores de 1 ano,bcg,2011-02-01,161,18,179
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,3,6
YANACACHI,vacunaciones en menores de 1 ano,bcg,2011-02-01,2,1,3
YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-02-01,102,10,112
YOTALA,vacunaciones en menores de 1 ano,bcg,2011-02-01,4,5,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2011-02-01,1,7,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2011-02-01,3,3,6
ACACIO,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,15,18
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2011-03-01,53,34,87
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,10,15
AIQUILE,vacunaciones en menores de 1 ano,bcg,2011-03-01,56,10,66
ALALAY,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,11,11
ALCALA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,1,4
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2011-03-01,18,19,37
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,25,26
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,6,6
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2011-03-01,3,5,8
ANZALDO,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,7,11
APOLO,vacunaciones en menores de 1 ano,bcg,2011-03-01,15,7,22
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2011-03-01,8,5,13
ARANI,vacunaciones en menores de 1 ano,bcg,2011-03-01,20,5,25
ARBIETO,vacunaciones en menores de 1 ano,bcg,2011-03-01,6,12,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2011-03-01,20,0,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2011-03-01,104,0,104
ATOCHA,vacunaciones en menores de 1 ano,bcg,2011-03-01,20,3,23
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,8,8
AYATA,vacunaciones en menores de 1 ano,bcg,2011-03-01,5,10,15
AYO AYO,vacunaciones en menores de 1 ano,bcg,2011-03-01,2,9,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2011-03-01,21,14,35
AZURDUY,vacunaciones en menores de 1 ano,bcg,2011-03-01,14,21,35
BATALLAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,19,10,29
BAURES,vacunaciones en menores de 1 ano,bcg,2011-03-01,18,0,18
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2011-03-01,0,8,8
BERMEJO,vacunaciones en menores de 1 ano,bcg,2011-03-01,61,0,61
BETANZOS,vacunaciones en menores de 1 ano,bcg,2011-03-01,12,30,42
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,15,16
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2011-03-01,1,13,14
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-03-01,33,9,42
CABEZAS,vacunaciones en menores de 1 ano,bcg,2011-03-01,22,6,28
CAIROMA,vacunaciones en menores de 1 ano,bcg,2011-03-01,4,5,9
