,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,6,2,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,11,4,15
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,369,1,370
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,17,7,24
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,6,9,15
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,6,16,22
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,16,12,28
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,12,5,17
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,82,17,99
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,34,16,50
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,3,1,4
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,7,3,10
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,6,9,15
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,15,5,20
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,6,3,9
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,19,9,28
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,4,0,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,213,0,213
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,76,25,101
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,6,0,6
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,1,11,12
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,26,6,32
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,18,6,24
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,10,5,15
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,60,2,62
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,7,9,16
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,21,4,25
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,96,11,107
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,1,7,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,18,9,27
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,68,10,78
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,1,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,13,7,20
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,9,14,23
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,155,23,178
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,5,4,9
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,75,9,84
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,76,10,86
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,5,3,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,146,13,159
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,3,6,9
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,139,11,150
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,6,2,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,7,0,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,92,5,97
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,5,4,9
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,8,8,16
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,2,3,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-01-01,7,5,12
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,3,7
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,43,29,72
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,5,12
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,32,7,39
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,2,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,12,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,20,8,28
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,2,5
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,11,16
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,21,10,31
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,8,13
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,4,11
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,10,14
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,13,8,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,63,6,69
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,20,6,26
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,2,6
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,6,6,12
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,26,6,32
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,9,8,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,19,6,25
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,14,0,14
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,2,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,5,9
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,38,4,42
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,30,27,57
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,9,16
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,17,9,26
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,28,38,66
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,6,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,6,13
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,11,6,17
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,2,6
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,9,7,16
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,43,8,51
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,25,4,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,6,9
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,26,15,41
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,61,33,94
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,19,4,23
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,21,25
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,6,13
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,39,18,57
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,1,6
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,39,63,102
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,13,18,31
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,30,1,31
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,25,13,38
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,9,5,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,6,13,19
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,23,28
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,28,14,42
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,108,12,120
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,8,17,25
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1003,8,1011
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,84,0,84
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,5,9
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,1,6
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,20,2,22
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,15,1,16
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,26,64,90
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,16,2,18
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,16,24,40
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,0,1,1
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,30,6,36
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,5,6
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,34,10,44
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,16,21
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,19,8,27
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,13,20
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,12,8,20
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,4,6
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,17,10,27
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,114,14,128
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,35,6,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,0,1
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,6,0,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,32,13,45
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,2,6
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,8,9
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,1,6
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1378,59,1437
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,16,4,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,10,0,10
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,74,4,78
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,1,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,30,12,42
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,38,11,49
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,5,9
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,4,5
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,18,1,19
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,22,10,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,6,11,17
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,11,16,27
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,3,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,59,17,76
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,37,10,47
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,11,6,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,0,3,3
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,46,0,46
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,5,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,1,5
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,3,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,3,8
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,7,14
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,11,6,17
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,8,15,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,10,17
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,14,1,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,15,4,19
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,54,16,70
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,94,2,96
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1170,29,1199
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,4,8
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,14,14,28
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,6,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,42,29,71
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,1,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,2,4
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,12,11,23
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,8,1,9
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,13,2,15
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,19,5,24
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,18,0,18
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,18,8,26
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,15,7,22
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,35,5,40
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,23,15,38
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,17,1,18
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,5,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,39,10,49
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,220,8,228
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,1,6
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,10,10,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,3,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,0,3,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,14,31,45
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,21,2,23
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,7,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,471,5,476
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,22,8,30
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,9,5,14
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,36,18,54
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,11,13,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,42,6,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,11,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,4,3,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,28,8,36
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,10,1,11
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,6,8
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,7,37,44
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,9,13,22
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,24,3,27
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,13,1,14
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,21,5,26
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,13,8,21
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,12,3,15
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,28,1,29
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,14,1,15
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,2,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,344,7,351
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,11,14
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,42,23,65
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,8,5,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,12,17,29
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,3,6,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,2,9,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,17,6,23
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,12,3,15
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,5,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-02-01,22,4,26
