,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,1,4
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,13,2,15
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,310,4,314
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,13,10,23
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,5,6,11
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,8,23,31
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,25,8,33
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,14,7,21
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,84,17,101
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,30,20,50
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,4,4,8
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,9,1,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,9,3,12
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,4,9,13
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,4,6,10
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,3,6
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,22,9,31
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,2,2,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,199,0,199
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,66,26,92
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,3,6
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,11,14
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,19,6,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,21,3,24
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,10,9,19
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,37,1,38
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,8,11
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,24,3,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,84,11,95
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,4,7,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,17,16,33
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,79,6,85
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,12,2,14
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,11,17,28
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,135,27,162
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,7,3,10
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,72,19,91
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,59,6,65
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,4,2,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,0,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,146,16,162
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,1,8,9
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,116,7,123
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,10,3,13
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,98,9,107
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,1,4
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,3,4,7
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-01-01,8,3,11
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,9,15
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,46,23,69
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,9,1,10
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,33,10,43
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,2,3
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,18,1,19
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,13,9,22
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,3,8
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,2,9
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,9,16,25
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,17,6,23
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,3,4
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,9,7,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,12,18
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,23,3,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,53,1,54
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,21,5,26
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,2,6
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,8,6,14
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,19,7,26
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,10,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,21,2,23
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,2,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,3,8
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,25,5,30
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,19,14,33
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,3,4,7
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,9,5,14
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,22,38,60
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,14,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,10,20
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,2,6
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,1,6
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,9,19
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,25,10,35
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,2,6
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,52,5,57
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,36,6,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,8,7,15
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,28,10,38
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,81,32,113
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,4,14
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,14,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,9,13
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,53,19,72
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,5,10
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,32,49,81
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,17,16,33
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,23,4,27
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,15,22,37
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,15,4,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,12,13
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,13,18
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,20,10,30
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,94,6,100
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,17,27
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,929,3,932
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,90,0,90
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,12,10,22
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,0,5
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,27,4,31
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,3,13
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,19,54,73
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,18,0,18
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,27,34
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,28,5,33
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,30,10,40
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,8,9,17
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,17,10,27
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,6,11
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,12,9,21
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,7,13
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,17,15,32
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,113,13,126
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,27,13,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,0,1
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,26,18,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,9,2,11
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,2,3
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,2,6
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1159,58,1217
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,1,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,20,4,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,18,1,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,75,5,80
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,2,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,29,9,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,43,13,56
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,3,9
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,1,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,2,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,23,3,26
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,1,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,25,14,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,11,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,9,19
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,3,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,57,18,75
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,20,14,34
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,18,7,25
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,45,0,45
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,6,12
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,0,2,2
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,2,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,1,3
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,9,5,14
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,22,12,34
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,20,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,9,6,15
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,14,1,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,20,0,20
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,61,11,72
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,108,1,109
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1103,39,1142
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,8,3,11
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,19,9,28
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,3,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,36,33,69
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,0,1
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,3,1,4
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,3,8
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,11,0,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,0,10
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,15,0,15
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,0,7,7
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,17,23,40
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,14,6,20
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,33,19,52
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,30,8,38
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,15,2,17
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,6,13
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,29,6,35
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,196,10,206
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,1,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,12,13,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,1,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,5,41,46
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,12,4,16
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,1,3
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,447,2,449
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,16,5,21
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,12,3,15
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,24,21,45
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,8,14,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,31,11,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,14,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,0,7,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,2,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,19,9,28
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,8,3,11
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,10,8,18
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,28,35
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,8,14
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,12,4,16
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,13,0,13
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,14,9,23
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,11,20,31
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,11,9,20
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,22,3,25
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,11,1,12
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,323,31,354
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,8,10
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,2,3,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,26,19,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,6,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,11,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,4,6,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,6,6,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,16,15,31
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,12,5,17
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,0,7
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,24,4,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,98,21,119
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,25,22,47
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,36,1,37
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,3,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,134,4,138
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,3,10,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,1,1,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,7,17,24
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,21,16,37
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-02-01,165,48,213
