,group,variable,month,NÚMERO DE DIU'S RETIRADOS 10 A 14,NÚMERO DE DIU'S RETIRADOS 15 A 19,NÚMERO DE DIU'S RETIRADOS 20 A 34,NÚMERO DE DIU'S RETIRADOS 35 A 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,NÚMERO DE DIU'S RETIRADOS < A 10,TOTALES
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,2,5,1,0,0,8
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,3,10,7,0,0,20
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,8,6,1,0,16
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,3,3,0,0,6
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,3,4,0,0,7
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,3,5,2,0,0,10
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,0,1,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,4,5,0,0,9
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,1,2,3,0,0,6
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,2,2,2,0,0,6
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,10,4,0,0,14
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-12-01,0,0,1,5,1,0,7
