,group,variable,month,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 10 A 14,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 15 A 19,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 20 A 34,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 35 A 49,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 50 Y +,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) < A 10,TOTALES
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,7,2,0,0,9
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,3,0,0,0,3
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,2,4,1,0,7
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,3,10,4,0,18
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,2,3,0,5
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,10,6,3,0,20
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,5,8,0,0,13
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,6,1,1,0,8
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,3,5,0,0,8
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,6,0,0,0,7
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,7,7,1,0,15
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,0,1,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,3,1,0,0,4
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,3,0,0,0,3
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,8,1,0,0,9
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,5,1,0,0,6
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,4,7,0,0,12
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,24,101,172,66,78,441
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,3,3,1,0,7
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,4,2,0,0,6
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,1,0,0,2
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,1,0,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,2,1,0,3
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,13,140,36,6,0,195
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,1,0,0,2
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,1,0,2
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,2,0,0,2
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,1,0,1,0,3
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,1,0,0,2
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,6,1,1,0,8
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,0,0,1
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,4,0,0,4
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,3,0,0,4
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,4,2,0,0,6
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,5,4,0,0,10
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,2,0,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,2,1,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,3,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,5,1,0,0,6
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,5,2,1,0,8
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,4,88,11,4,0,107
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,8,1,0,9
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,1,1,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,4,0,0,0,5
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,3,4,0,0,7
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,10,8,0,0,18
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,6,1,0,0,7
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,9,4,0,0,13
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,2,1,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,2,3,0,0,5
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,3,2,0,0,0,5
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,3,2,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,8,15,2,0,25
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,6,2,0,0,9
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,3,14,5,1,0,23
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,4,3,0,0,7
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,2,2,0,0,4
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,4,3,1,0,8
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,2,1,0,3
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,1,0,0,0,1
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,2,0,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,15,16,13,0,44
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,0,0,2,0,0,2
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,1,5,5,0,0,11
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-01-01,0,3,3,1,0,0,7
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,2,3,0,0,5
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,3,22,1,0,26
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,2,0,0,0,2
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,0,2,0,0,2
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,1,2,0,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,3,1,0,5
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,1,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,1,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,1,1,3,0,0,5
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,2,0,0,0,2
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,0,2,1,0,3
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,17,1,0,0,18
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,2,2,3,2,0,0,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,6,17,10,0,33
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,0,6,0,0,6
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,2,1,0,4
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,5,1,0,0,6
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,3,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,6,6,2,0,14
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,0,1,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,1,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,2,0,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,3,0,0,0,3
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,3,4,3,0,0,10
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,0,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,2,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,0,0,1,0,1
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,2,1,0,4
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,0,2,3,0,5
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,2,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,4,9,5,0,0,18
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,3,1,0,0,4
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,2,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,2,4,2,0,0,8
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,1,1,1,0,0,3
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,1,0,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,5,0,0,0,5
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,6,0,0,0,6
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,2,5,5,0,0,12
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-02-01,0,0,2,2,0,0,4
