,group,variable,month,PÍLDORA: USUARIAS NUEVAS 10 A 14,PÍLDORA: USUARIAS NUEVAS 15 A 19,PÍLDORA: USUARIAS NUEVAS 20 A 34,PÍLDORA: USUARIAS NUEVAS 35 A 49,PÍLDORA: USUARIAS NUEVAS 50 Y +,PÍLDORA: USUARIAS NUEVAS < A 10,TOTALES
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,1,34,95,151,38,6,325
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,5,14,4,0,0,23
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,8,3,1,0,13
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,3,2,0,0,5
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,2,2,0,4
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,2,22,8,0,0,32
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,13,3,0,0,17
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,2,2,1,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,1,11,53,31,6,0,102
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,3,0,0,0,3
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,1,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,2,2,0,0,0,4
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,5,0,0,0,5
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,7,28,9,0,0,44
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,1,1,0,0,3
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,1,0,0,2
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,30,8,0,0,39
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,5,0,0,0,5
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,4,2,0,0,7
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,3,0,0,4
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,0,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,11,21,2,0,35
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,2,8,3,0,13
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,5,1,0,0,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,2,0,0,2
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,4,0,0,0,5
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,10,4,0,0,14
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,0,1,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,3,1,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,3,3,2,1,0,9
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,1,3,1,0,6
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,2,14,6,1,0,23
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,1,2,1,0,0,4
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,2,9,1,0,0,12
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,1,0,11,4,0,0,16
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,5,16,12,0,0,33
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,10,2,0,0,12
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,1,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,6,1,1,9
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,6,3,3,0,12
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,3,4,0,0,9
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,3,0,0,4
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,6,0,0,0,6
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,1,5,9,0,0,16
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,2,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,3,1,0,0,4
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,1,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,4,0,0,6
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,3,0,0,3
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,4,3,0,7
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,1,6,1,0,0,9
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,2,0,0,4
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,3,1,0,0,4
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,1,2,0,0,5
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,1,1,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,7,3,0,0,0,10
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,2,2,0,0,5
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,1,1,0,0,3
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,3,1,0,4
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,8,1,0,0,10
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,0,4,1,0,0,6
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,8,2,0,0,10
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,7,6,1,0,16
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,4,1,0,0,6
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,3,4,0,0,0,7
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,7,1,0,0,9
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,10,39,61,5,0,116
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,7,0,0,0,7
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,8,0,0,0,10
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,1,0,0,0,3
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,1,8,1,0,0,11
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,2,0,0,0,4
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,5,5,0,0,10
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,16,20,1,0,37
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,0,4,2,0,0,7
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,14,81,35,0,0,130
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,1,1,0,3
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,6,4,0,11
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,3,2,0,0,0,5
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,3,6,3,2,0,14
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,0,6,0,0,0,7
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,2,1,0,5
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,1,1,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,3,1,0,0,4
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,4,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,10,4,1,0,17
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,5,1,0,0,7
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,4,2,0,7
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,1,1,0,0,3
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,3,0,1,0,0,4
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,3,3,0,0,6
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,1,0,3
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,9,5,0,0,16
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,13,3,0,0,16
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,4,22,5,0,0,31
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,111,45,8,0,166
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,3,29,3,0,0,35
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,4,0,0,4
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,0,0,1,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,2,0,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,0,2,0,0,3
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,6,7,1,0,0,14
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,0,8,1,0,0,9
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,1,0,3,1,0,0,5
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,4,18,4,0,0,26
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-02-01,0,1,3,5,0,0,9
