,group,variable,month,NÚMERO DE IMPLANTES INSERTADOS 10 A 14,NÚMERO DE IMPLANTES INSERTADOS 15 A 19,NÚMERO DE IMPLANTES INSERTADOS 20 A 34,NÚMERO DE IMPLANTES INSERTADOS 35 A 49,NÚMERO DE IMPLANTES INSERTADOS 50 Y +,NÚMERO DE IMPLANTES INSERTADOS < A 10,TOTALES
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,3,0,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,5,26,2,0,0,33
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,0,0,0,2
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,0,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,1,2,0,0,3
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,3,4,1,0,0,8
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,1,0,4,2,0,0,7
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,8,5,0,15
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,1,1,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,1,14,57,77,10,0,159
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,1,7,37,2,0,47
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,0,2,0,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,2,8,1,0,0,11
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,7,12,3,0,0,22
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,12,1,0,0,13
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,0,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,2,10,0,0,0,12
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,14,8,0,0,22
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,2,14,4,0,0,20
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,1,7,1,0,0,9
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,1,0,3,0,0,0,4
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,3,6,3,0,0,12
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,3,8,2,0,13
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,1,5,26,15,0,0,47
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,3,9,2,0,0,14
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,1,5,19,0,0,0,25
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,1,8,24,4,0,0,37
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,7,2,0,0,9
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,0,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,6,3,3,0,12
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,4,7,0,0,0,11
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,2,4,0,0,0,6
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,1,0,0,0,1
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,2,3,1,0,0,6
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,0,0,0,2
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-01-01,0,0,2,2,0,0,4
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,4,0,0,0,0,4
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,2,0,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,8,8,1,0,17
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,11,3,0,0,16
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,3,0,0,0,4
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,0,0,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,2,1,1,0,4
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,0,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,3,3,1,0,7
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,2,1,0,0,4
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,5,0,0,6
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,2,0,0,0,4
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,4,1,0,5
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,9,0,0,0,9
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,0,0,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,3,0,0,0,3
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,5,4,0,0,11
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,2,0,0,0,3
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,3,2,0,0,5
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,3,0,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,2,6,0,0,10
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,1,0,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,4,0,0,0,4
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,10,2,0,0,12
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,15,6,1,0,0,22
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,4,0,0,0,5
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,9,0,0,0,11
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,7,4,0,0,11
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,1,0,0,0,3
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,2,0,0,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,3,0,0,0,4
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,1,2,6,3,0,0,12
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,2,0,0,0,2
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,2,1,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,1,0,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,2,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,5,1,0,0,8
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,1,19,42,11,1,0,74
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,4,6,1,0,0,11
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,11,86,105,8,0,210
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,2,0,0,3
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,9,3,0,0,14
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,2,0,0,0,4
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,2,0,0,3
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,8,4,0,0,13
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,1,0,0,2
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,3,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,2,0,0,0,3
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,2,3,1,0,6
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,5,3,1,0,9
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,4,2,0,0,6
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,3,1,0,0,5
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,3,0,0,0,3
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,65,210,56,0,0,331
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,2,1,0,4
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,5,1,0,0,7
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,14,19,0,0,34
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,4,0,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,12,19,2,0,0,33
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,11,6,1,0,19
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,1,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,1,1,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,4,5,0,0,0,9
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,4,4,6,1,0,15
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,4,1,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,5,0,0,0,5
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,3,7,30,29,0,0,69
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,2,1,0,0,4
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,3,0,0,4
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,3,7,0,0,0,10
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,3,0,0,0,3
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,4,0,0,0,4
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,0,1,0,0,3
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,1,1,2,1,0,0,5
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,2,4,1,0,0,7
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,3,0,0,0,3
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,4,38,7,0,0,49
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,18,103,111,6,0,238
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,0,0,0,0,1
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,1,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,9,0,0,0,10
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,2,0,0,0,3
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,0,0,2,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,4,22,11,3,0,40
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,2,2,1,0,6
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-02-01,0,1,4,0,0,0,5
