,group,variable,month,ABANDONO DE MÉTODO ANTICONCEPTIVO 10 A 14,ABANDONO DE MÉTODO ANTICONCEPTIVO 15 A 19,ABANDONO DE MÉTODO ANTICONCEPTIVO 20 A 34,ABANDONO DE MÉTODO ANTICONCEPTIVO 35 A 49,ABANDONO DE MÉTODO ANTICONCEPTIVO 50 Y +,ABANDONO DE MÉTODO ANTICONCEPTIVO < A 10,TOTALES
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,20,8,0,0,29
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,6,1,0,0,7
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,2,0,0,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,2,5,2,0,0,9
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,6,0,0,0,6
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,5,2,0,0,7
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,3,0,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,1,1,0,0,3
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,12,3,0,0,16
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,1,0,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,5,1,0,0,6
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,0,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,9,0,0,0,9
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,5,5,4,0,0,14
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,0,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,3,0,0,0,3
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,1,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,1,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,4,25,7,0,0,36
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,2,0,0,0,3
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,1,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,6,1,0,0,7
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,6,1,0,0,8
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,4,2,0,0,6
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,4,0,0,0,4
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,1,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,3,3,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,2,1,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,5,0,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,1,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,3,1,0,0,4
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,1,0,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,7,1,1,0,9
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,0,0,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,1,0,0,2
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,2,0,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,2,2,0,0,0,4
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,2,0,0,0,3
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,1,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,8,1,1,0,10
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,2,1,0,0,0,3
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,1,0,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,2,17,1,0,0,20
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,3,1,1,0,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,1,2,0,0,4
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,1,0,0,2
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,1,0,0,0,2
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,3,0,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,4,21,2,0,0,27
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,1,0,0,0,2
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,0,0,0,0,1
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,3,0,0,0,3
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,3,1,0,0,4
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,1,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,1,0,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,23,6,0,0,29
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,1,0,0,3
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,1,0,3
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,0,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,2,1,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,8,0,0,0,9
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,2,0,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,2,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,2,0,0,0,0,2
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,1,0,0,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,2,0,0,0,2
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,3,0,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,2,3,0,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,4,1,0,0,5
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,0,1,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-11-01,0,1,2,2,0,0,5
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,1,0,0,0,2
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,2,1,0,0,3
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,2,0,0,0,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,0,1,0,0,1
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,6,1,1,0,8
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,2,0,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,2,0,0,3
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,7,2,0,0,10
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,3,0,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,1,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,3,2,0,0,5
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,2,0,0,0,2
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,2,1,0,0,4
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,1,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,2,1,0,0,0,3
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,14,3,0,0,17
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,3,1,0,0,5
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,2,2,1,0,0,5
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,4,1,0,0,5
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,2,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,4,2,0,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,4,31,5,0,0,40
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,2,1,1,0,0,4
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,2,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,4,5,0,0,9
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,8,1,0,0,9
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,0,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,2,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,3,0,1,0,4
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,1,3,0,0,0,4
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,5,0,0,0,5
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-12-01,0,0,1,0,0,0,1
