,group,variable,month,NÚMERO DE CICLOS ENTREGADOS 10 A 14,NÚMERO DE CICLOS ENTREGADOS 15 A 19,NÚMERO DE CICLOS ENTREGADOS 20 A 34,NÚMERO DE CICLOS ENTREGADOS 35 A 49,NÚMERO DE CICLOS ENTREGADOS 50 Y +,NÚMERO DE CICLOS ENTREGADOS < A 10,TOTALES
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,9,33,42,6,6,96
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,6,6,0,0,15
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,33,106,40,0,179
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,9,0,0,0,9
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,12,18,21,0,51
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,2,56,56,9,0,123
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,3,24,228,84,0,0,339
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,17,0,0,17
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,7,13,6,0,0,26
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,24,3,0,0,33
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,6,3,0,9
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,3,6,81,45,9,0,144
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,24,9,9,0,48
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,12,15,0,0,27
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,9,54,18,0,0,81
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,3,9,21,9,0,0,42
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,75,36,3,0,120
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,52,9,6,0,67
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,6,3,0,12
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,9,15,0,0,24
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,6,0,0,0,6
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,6,0,3,0,9
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,42,42,0,0,84
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,21,3,0,24
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,18,12,0,0,33
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,6,6,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,6,127,447,450,128,14,1172
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,15,81,30,24,0,150
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,28,0,0,28
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,3,0,0,6
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,0,0,0,3
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,0,0,0,3
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,27,18,3,0,51
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,18,9,3,0,30
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,15,12,0,30
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,6,0,0,6
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,9,105,39,0,0,153
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,51,15,0,0,69
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,15,6,0,0,27
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,3,36,228,144,24,0,435
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,9,6,0,0,15
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,9,0,0,0,9
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,3,0,0,6
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,34,0,0,0,40
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,0,0,0,3
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,18,0,0,0,18
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,12,88,49,6,0,155
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,6,12,0,0,21
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,6,0,0,9
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,9,6,0,0,15
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,15,128,33,0,0,176
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,21,9,0,0,30
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,12,9,0,0,24
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,15,6,0,0,27
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,12,15,9,0,36
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,6,0,0,0,6
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,27,58,3,0,88
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,10,99,30,0,139
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,0,0,0,3
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,30,3,0,0,33
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,30,42,0,0,72
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,9,18,0,27
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,18,15,3,0,39
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,25,9,0,0,37
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,29,15,0,0,44
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,0,3,0,3
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,18,12,0,0,30
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,33,9,3,0,51
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,3,0,0,0,9
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,6,0,0,6
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,6,27,12,0,51
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,108,69,6,0,189
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,39,12,0,0,57
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,6,54,6,0,0,66
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,3,0,57,39,0,0,99
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,6,3,0,0,9
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,27,246,120,12,0,405
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,6,3,0,9
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,3,3,132,12,0,0,150
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,6,0,9
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,3,62,24,3,92
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,0,3,0,0,3
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,3,3,0,0,0,6
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-01-01,0,0,15,9,0,0,24
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,9,0,0,0,9
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,24,15,15,0,54
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,18,0,0,0,18
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,6,12,15,0,0,33
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,3,6,15,0,0,24
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,0,3,3,0,6
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,0,0,0,3
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,0,0,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,9,12,0,0,21
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,0,0,0,3
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,0,3,3,0,6
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,22,0,0,0,22
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,3,12,12,3,0,30
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,15,44,4,0,63
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,9,0,0,12
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,3,6,0,12
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,6,3,0,0,9
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,6,9,0,0,0,15
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,33,27,0,0,60
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,6,3,0,12
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,9,6,0,0,15
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,0,8,4,0,12
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,3,21,27,0,0,51
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,18,9,3,0,30
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,3,9,3,0,0,15
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,0,3,6,0,9
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,0,39,12,0,51
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,30,39,0,72
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,3,3,33,6,0,0,45
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,6,9,3,0,18
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,15,6,3,0,24
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,9,3,9,0,0,21
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,6,0,0,9
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,0,9,9,0,18
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,12,3,0,0,15
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,6,0,0,0,6
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,6,9,9,0,0,24
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,24,21,6,3,0,54
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,6,30,33,3,0,72
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,3,6,3,0,0,12
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,6,9,3,0,18
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,0,0,0,3
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,0,9,3,0,12
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,24,6,0,0,30
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,6,0,0,0,6
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,3,0,39,36,18,0,96
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,6,0,0,0,6
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,3,9,48,12,3,0,75
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,0,0,0,3
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,9,45,33,3,0,90
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-02-01,0,0,3,0,0,0,3
