,group,variable,month,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 10 A 14,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 15 A 19,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 20 A 34,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 35 A 49,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 50 Y +,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) < A 10,TOTALES
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,3,0,0,0,3
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,1,0,14,2,0,0,17
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,2,8,10,9,3,0,32
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,3,8,1,0,0,12
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,1,1,0,0,0,2
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,6,1,0,0,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,3,1,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,2,1,1,0,4
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,3,13,1,0,0,17
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
