,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS 10 A 14,NÚMERO DE IMPLANTES RETIRADOS 15 A 19,NÚMERO DE IMPLANTES RETIRADOS 20 A 34,NÚMERO DE IMPLANTES RETIRADOS 35 A 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,NÚMERO DE IMPLANTES RETIRADOS < A 10,TOTALES
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,1,0,1,0,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,1,0,1,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,1,0,1,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,2,16,7,1,0,26
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,7,1,0,0,8
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,1,0,22,6,0,0,29
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,13,8,0,0,21
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,3,2,0,0,5
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,1,1,0,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,5,1,1,0,7
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,3,20,10,0,0,33
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,4,0,0,0,4
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,1,6,0,0,7
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,2,0,0,0,2
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-01-01,0,0,2,1,0,0,3
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,0,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,4,2,2,0,8
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,2,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,3,0,0,0,3
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,3,2,0,5
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,6,0,0,0,7
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,3,0,0,3
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,0,1,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,3,0,0,3
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,4,0,0,0,4
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,7,4,0,0,12
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,5,1,0,0,6
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,4,0,0,4
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,1,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,3,2,0,0,5
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,6,1,0,0,8
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,0,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,4,2,0,7
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,8,1,0,0,10
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,0,2,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,6,1,1,0,0,8
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,4,0,0,0,5
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,3,1,0,0,5
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,2,0,0,0,3
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,4,2,0,0,6
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,4,0,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,2,15,8,1,0,26
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,4,2,0,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,1,3,60,50,16,0,130
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,6,3,0,0,9
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,3,0,0,0,3
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,0,1,0,0,2
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,2,0,0,3
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,9,0,0,0,9
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,2,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,3,1,0,0,5
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,1,0,4,2,1,0,8
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,3,0,0,0,3
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,0,0,0,2
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,3,0,0,3
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,0,1,0,0,2
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,4,0,0,4
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,2,73,31,0,0,106
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,1,0,2
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,3,1,0,0,4
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,2,1,0,3
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,3,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,5,3,0,0,8
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,7,1,1,0,9
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,3,0,0,0,4
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,4,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,9,8,1,0,19
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,0,0,0,2
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,6,1,0,0,7
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,5,0,0,0,6
HUATAJATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,0,0,0,2
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,4,0,0,0,5
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,2,0,0,4
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,5,1,0,0,6
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,17,4,0,0,21
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,37,79,8,0,125
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,1,0,2
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,3,0,0,0,3
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,14,7,0,0,21
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,3,0,0,0,3
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,2,1,0,0,4
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,6,2,0,0,9
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,1,1,0,0,3
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,2,0,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,7,5,0,0,13
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,0,0,0,2
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,11,42,10,0,0,63
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,5,1,0,0,6
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,2,1,0,3
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,0,2,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,4,1,0,0,5
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,1,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,8,1,0,9
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,6,0,0,6
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,3,1,0,5
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,2,1,0,0,3
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,3,0,0,0,4
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,2,0,0,0,3
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,0,2,0,0,2
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,2,21,7,2,0,32
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,5,0,0,0,6
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,9,0,0,0,9
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,1,4,2,0,0,7
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,0,4,0,0,0,4
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-02-01,0,2,5,3,0,0,10
