,group,variable,month,MÉTODOS NATURALES: USUARIAS NUEVAS 10 A 14,MÉTODOS NATURALES: USUARIAS NUEVAS 15 A 19,MÉTODOS NATURALES: USUARIAS NUEVAS 20 A 34,MÉTODOS NATURALES: USUARIAS NUEVAS 35 A 49,MÉTODOS NATURALES: USUARIAS NUEVAS 50 Y +,MÉTODOS NATURALES: USUARIAS NUEVAS < A 10,TOTALES
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,10,9,0,0,20
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,4,5,0,0,9
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,2,0,0,4
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,8,59,10,0,0,77
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,1,2,0,0,4
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,2,4,4,0,0,10
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,2,3,0,0,0,5
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,7,9,2,0,0,18
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,4,2,0,0,7
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,4,0,0,0,4
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,1,0,0,0,2
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,0,1,0,0,2
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,4,3,0,0,8
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,5,1,0,0,7
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,1,1,0,4
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,8,34,9,1,0,52
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,5,1,0,0,6
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
TODOS SANTOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,0,1,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,3,2,0,0,5
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,5,2,0,0,0,7
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,0,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,22,35,0,0,57
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,0,31,12,0,43
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,1,1,1,0,4
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,3,0,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,6,0,0,0,7
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,3,0,0,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,11,38,3,0,0,52
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,2,0,0,0,3
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,2,13,3,0,0,18
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,3,0,0,0,4
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,9,68,10,0,0,87
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,16,26,34,0,76
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-01-01,0,1,1,0,0,0,2
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,2,1,0,6
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,6,8,3,0,0,17
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,1,0,0,4
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,8,10,6,1,0,25
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,4,10,2,0,0,16
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,3,3,0,0,6
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,5,10,2,0,0,17
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,4,0,0,0,5
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,3,3,0,0,0,6
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,3,0,0,3
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,3,0,0,3
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,3,0,0,0,4
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,2,7,3,0,0,12
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,5,1,0,0,7
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,4,6,0,0,0,10
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,0,1,0,3
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,5,3,0,0,9
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,9,28,3,0,0,40
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,2,2,0,0,0,4
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,2,11,2,0,0,15
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,8,2,0,0,11
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,11,5,0,0,16
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,2,5,2,0,0,9
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,4,3,1,0,8
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,4,1,0,0,0,5
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,6,2,0,0,9
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,6,3,0,0,10
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,5,71,39,1,0,116
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,3,1,0,0,4
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,5,1,0,0,6
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,1,0,3,1,0,0,5
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,4,2,0,0,0,6
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,5,1,0,0,6
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,4,7,1,0,13
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,1,2,8,2,0,0,13
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,4,2,0,0,6
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,3,0,0,5
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,3,10,5,0,0,18
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,3,0,0,5
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,5,1,0,0,6
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,3,10,1,0,0,14
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,13,125,37,1,0,176
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,7,0,0,7
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,10,18,7,1,0,36
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,2,2,6,2,0,0,12
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,2,8,0,0,0,10
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,2,5,0,0,7
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,3,0,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,8,21,10,0,0,39
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,3,1,0,0,5
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,2,0,0,5
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,2,10,5,0,0,17
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,2,5,3,0,0,10
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,3,5,2,0,0,10
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,3,5,1,0,0,9
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,12,3,0,0,15
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,11,28,10,0,0,49
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,5,72,60,11,0,148
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,7,0,0,0,8
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,9,6,0,0,16
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
