,group,variable,month,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 10 A 14,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 15 A 19,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 20 A 34,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 35 A 49,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 50 Y +,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS < A 10,TOTALES
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,9,5,0,0,14
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,1,1,0,0,4
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,6,4,0,0,10
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,8,7,0,0,17
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,6,3,0,0,10
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,6,11,3,0,21
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,3,34,8,0,0,45
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,1,1,0,5
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,4,2,0,0,6
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,2,1,0,3
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,4,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,1,44,98,31,0,0,174
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,6,3,0,0,11
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,9,2,3,0,16
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,0,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,32,7,0,0,41
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,1,0,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,2,1,0,0,4
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,1,3,0,0,5
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,7,0,0,0,8
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,3,4,1,0,9
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,12,19,4,0,36
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,1,4,5,2,0,0,12
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,6,3,0,10
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,5,8,1,0,15
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,2,10,16,8,0,0,36
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,0,1,0,0,2
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,1,1,0,0,3
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,2,0,0,4
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,8,15,5,1,0,29
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,1,0,0,4
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,7,1,0,0,9
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,7,18,7,0,0,32
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,7,2,0,0,11
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,9,2,0,12
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,1,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,7,1,0,0,9
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,2,2,4,0,0,0,8
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,4,2,0,0,6
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,1,18,122,121,24,0,286
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,3,0,0,3
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,3,13,12,1,0,29
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,2,0,0,0,3
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,1,1,0,0,3
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,2,0,0,4
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,1,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,4,6,3,0,13
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,14,2,0,0,18
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,3,0,0,6
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,4,1,1,0,7
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,31,21,0,0,54
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,1,2,0,0,5
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,6,2,0,0,8
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,12,74,32,4,0,122
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,2,0,0,5
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,3,3,1,0,0,7
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,5,5,0,0,12
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,1,0,0,4
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,8,24,10,0,0,42
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,3,2,2,0,8
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,3,4,0,0,8
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,2,0,0,4
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,2,0,3
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,4,0,0,0,4
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,5,11,4,0,0,20
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,6,7,0,0,15
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,0,1,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,4,1,0,7
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,1,0,0,2
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,11,5,0,0,17
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,7,1,0,11
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,5,10,9,1,0,25
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,8,5,0,16
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,3,17,4,0,0,24
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,5,0,0,0,6
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,3,2,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,1,1,7,1,2,0,12
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,2,2,0,0,5
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,3,0,0,0,5
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,21,7,4,0,34
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,3,0,0,0,3
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,4,1,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,11,2,0,0,15
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,2,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,2,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,1,6,40,16,0,0,63
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,1,1,0,0,0,2
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,2,11,5,0,0,18
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,5,17,5,0,0,27
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,1,1,37,15,0,0,54
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,2,1,0,4
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,5,39,18,0,0,62
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,2,1,0,3
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,3,0,0,4
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,7,25,9,0,41
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,4,0,0,0,4
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
YUNGUYO DE LITORAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-01-01,0,0,0,2,0,0,2
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,4,5,1,0,0,10
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,6,1,0,9
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,6,4,0,0,10
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,2,0,0,4
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,0,5,0,0,0,6
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,4,1,0,0,6
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,6,3,0,9
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,4,4,1,0,0,9
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,3,3,0,0,7
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,2,0,6
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,3,0,7
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,1,0,5
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,6,4,0,0,13
