,group,variable,month,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 10 A 14,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 15 A 19,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 20 A 34,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 35 A 49,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 50 Y +,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS < A 10,TOTALES
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,4,0,0,0,4
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,3,11,0,0,15
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,5,2,2,0,0,9
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,1,5,1,0,9
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,1,1,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,4,1,0,0,6
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,5,4,0,0,10
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,23,89,21,0,0,133
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,0,2,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,2,0,0,0,4
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,4,1,0,0,7
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,12,61,51,1,0,126
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,3,0,0,0,3
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,1,2,0,0,0,4
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,3,0,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,5,24,2,0,0,31
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,1,2,0,0,3
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,3,2,0,0,0,5
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,0,4,2,0,0,7
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,7,5,0,14
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,1,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,12,54,81,11,0,159
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,8,26,1,0,36
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,0,2,0,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,8,1,0,0,10
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,4,3,1,0,0,8
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,8,2,0,0,10
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,5,0,0,0,7
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,14,6,0,0,20
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,10,2,0,0,14
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,1,2,0,0,0,3
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,0,0,0,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,3,6,2,0,0,11
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,4,1,0,7
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,4,19,11,0,0,35
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,2,2,0,0,6
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,5,10,0,0,0,16
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,1,8,21,3,0,0,33
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,7,2,0,0,9
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,4,5,0,0,0,9
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,3,0,0,0,5
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,1,6,1,0,8
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,2,3,0,0,0,5
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,2,0,0,0,2
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-01-01,0,0,1,0,0,0,1
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,4,0,0,0,0,4
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,8,6,1,0,15
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,9,3,0,0,14
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,0,0,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,2,2,1,0,5
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,2,1,0,0,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,3,3,6,0,0,0,12
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,5,0,0,6
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,3,1,0,4
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,6,0,0,0,6
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,3,4,0,0,0,7
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,4,3,0,0,9
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,2,3,0,0,7
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,6,0,0,0,7
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,10,1,0,0,11
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,14,6,1,0,0,21
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,4,0,0,0,5
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,9,0,0,0,11
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,6,3,0,0,9
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,3,0,0,0,4
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,1,2,5,2,0,0,10
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,1,1,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,5,1,0,0,8
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,1,16,28,3,0,0,48
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,3,4,1,0,0,8
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,11,83,79,6,3,182
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,9,3,0,0,14
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,2,0,0,0,4
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,8,4,0,0,13
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,3,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,2,2,1,0,5
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,3,21,36,0,0,60
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,4,0,0,0,4
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,3,1,0,0,5
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,62,191,58,2,0,313
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,2,1,0,4
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,3,1,0,0,5
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,14,19,0,0,34
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,9,4,0,0,0,13
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,10,6,1,0,18
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,4,4,0,0,0,8
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,4,4,2,0,0,10
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,4,1,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,5,0,0,0,5
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,3,7,30,18,0,0,58
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,0,1,0,0,2
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,5,0,0,0,7
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,1,0,2,1,0,0,4
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,2,4,1,0,0,7
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-02-01,0,4,34,1,0,0,39
