,group,variable,month,NÚMERO DE MUJERES CON IVAA 10 A 14,NÚMERO DE MUJERES CON IVAA 15 A 19,NÚMERO DE MUJERES CON IVAA 20 A 34,NÚMERO DE MUJERES CON IVAA 35 A 49,NÚMERO DE MUJERES CON IVAA 50 Y +,NÚMERO DE MUJERES CON IVAA < A 10,TOTALES
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,4,3,0,0,8
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,4,2,0,0,6
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,4,11,13,21,0,49
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,53,36,21,0,111
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,2,6,3,0,0,12
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,20,136,75,12,0,244
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,7,5,3,0,15
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,1,2,3,0,6
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,13,11,10,0,34
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,1,1,0,0,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,3,1,0,6
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,1,1,1,1,0,0,4
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,3,1,0,0,5
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,4,42,17,6,0,69
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,11,57,56,18,0,142
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,1,1,0,4
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,9,29,40,18,0,96
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,13,11,5,0,30
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,5,45,39,15,0,104
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,0,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,3,16,18,7,0,44
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,33,24,10,0,69
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,9,11,7,0,27
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,7,2,4,0,13
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,27,18,13,0,59
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,8,3,2,0,13
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,1,1,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,3,0,0,0,3
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,5,31,10,4,0,50
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,22,85,39,13,0,159
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,9,5,2,0,18
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,15,290,254,121,0,680
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,15,3,0,0,18
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,14,8,6,0,29
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,6,4,4,0,14
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,72,91,24,0,187
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,4,5,7,4,0,20
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,8,17,16,0,0,41
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,4,1,0,0,7
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,20,9,5,0,34
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,18,22,13,0,54
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,3,2,2,0,8
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,11,12,10,0,35
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,1,0,1,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,68,45,16,0,131
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,11,49,35,6,0,101
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,6,28,6,6,0,46
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,56,61,24,0,141
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,47,59,37,0,145
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,22,38,15,0,75
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,3,10,7,0,0,20
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,0,2,1,0,3
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,7,24,24,13,0,68
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,25,28,8,0,61
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,3,17,9,2,0,31
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,4,28,17,3,0,52
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,7,3,1,0,11
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,4,2,6,2,0,14
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,6,24,3,0,0,33
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,9,52,29,0,0,90
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,8,10,5,0,23
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,17,15,6,0,40
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,0,2,3,0,5
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,10,6,3,0,20
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,4,37,42,12,0,95
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,8,21,40,8,0,77
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,1,0,0,3
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,6,19,13,2,0,40
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,4,12,10,1,0,27
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,2,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,30,256,252,174,0,712
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,1,1,1,0,4
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,1,1,28,14,4,0,48
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,16,12,1,0,29
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,5,5,7,4,0,21
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,1,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,7,2,0,0,10
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,11,5,0,0,18
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,12,188,181,76,0,457
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,4,3,0,9
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,25,7,4,0,37
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,11,10,5,0,27
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,3,2,2,0,7
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,8,25,25,5,0,63
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,2,3,3,0,8
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,10,0,0,0,10
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,4,40,49,17,0,110
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,3,4,0,0,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,1,34,29,8,0,72
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,4,0,0,0,4
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,11,8,5,0,24
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,3,43,36,8,0,90
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,2,15,13,9,0,39
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,3,57,38,14,0,112
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,1,1,1,0,3
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,2,19,110,58,24,0,213
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-09-01,0,0,15,14,4,0,33
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,3,0,3,0,7
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,17,3,4,0,25
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,1,1,1,0,4
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,3,4,1,0,9
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,56,20,4,0,83
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,2,0,1,0,3
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,11,18,2,0,34
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,2,0,1,0,4
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,22,8,4,0,35
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,3,3,0,0,7
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,18,21,9,0,50
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,8,26,21,14,0,69
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,12,9,2,0,26
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,14,26,25,0,66
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,2,0,0,3
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,28,27,6,0,64
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,6,17,15,11,0,49
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,2,1,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,3,1,0,0,5
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,7,29,12,3,0,51
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,0,1,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,2,1,1,0,6
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,16,10,6,0,32
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,2,36,177,61,15,0,291
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,6,22,11,2,0,41
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,16,349,275,140,0,780
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,9,6,6,0,23
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,11,13,5,0,29
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,93,105,55,1,254
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,3,10,7,0,21
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,16,17,3,0,38
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,21,3,2,0,27
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,16,8,5,0,32
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,1,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,9,12,9,0,31
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,1,3,11,20,9,0,44
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,43,35,14,0,94
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,11,42,14,2,0,69
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,8,7,8,0,24
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,10,23,10,8,0,51
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,3,1,0,0,4
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,9,113,85,31,0,238
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,2,2,0,0,4
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,3,3,0,0,6
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,24,25,7,0,57
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,2,4,74,83,30,0,193
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,2,2,0,5
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,26,18,13,0,59
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,10,10,5,0,26
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,1,0,0,1
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,3,0,1,0,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,7,79,23,10,0,119
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,27,33,19,0,80
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,1,1,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,5,2,1,0,9
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,2,1,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,1,19,213,141,41,0,415
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,12,11,2,0,28
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,1,0,0,0,2
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,9,21,24,10,0,64
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,1,1,0,3
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,20,8,0,0,30
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,24,19,11,0,56
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,5,46,41,20,0,112
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,17,12,4,0,34
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,78,40,28,0,147
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,20,7,4,0,34
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,7,23,2,0,35
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,5,35,16,6,0,62
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,8,3,1,0,13
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,1,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,19,214,218,173,0,624
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,1,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,0,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,30,12,4,0,49
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,108,75,18,0,202
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,6,4,2,0,13
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,0,0,0,1
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,2,0,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,3,1,0,0,4
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,8,1,2,0,13
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,17,430,345,146,0,938
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,1,1,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,8,3,2,0,13
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,8,9,1,0,21
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,4,0,0,4
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,1,1,21,14,5,0,42
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,0,0,0,0,1
