,group,variable,month,NÚMERO DE DIU INSERTADOS 10 A 14,NÚMERO DE DIU INSERTADOS 15 A 19,NÚMERO DE DIU INSERTADOS 20 A 34,NÚMERO DE DIU INSERTADOS 35 A 49,NÚMERO DE DIU INSERTADOS 50 Y +,NÚMERO DE DIU INSERTADOS < A 10,TOTALES
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,3,61,11,0,0,75
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,1,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,0,1,0,0,1
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,0,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,4,32,10,0,0,46
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,1,4,0,0,6
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,6,0,0,0,7
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,0,2,0,0,2
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,3,0,0,0,3
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,2,69,12,0,0,83
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,2,1,1,0,0,4
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,0,1,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,3,0,0,0,3
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,3,0,0,0,4
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,20,9,3,0,32
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,9,1,0,0,10
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,8,21,3,0,0,32
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,2,23,9,0,0,34
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,1,1,0,0,3
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,3,1,0,0,4
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,10,9,0,0,19
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,3,2,0,0,6
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,3,0,0,0,4
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,2,15,3,0,0,20
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,2,2,0,0,5
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,1,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,2,0,2,0,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,6,72,26,0,0,104
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,1,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,5,2,0,0,7
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,11,38,14,0,0,63
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,3,48,30,0,0,81
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,5,1,0,0,7
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,10,1,1,1,0,0,13
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,3,0,0,0,3
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,3,0,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,4,1,0,0,5
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,1,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,4,0,0,0,4
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,6,0,0,0,6
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,8,2,0,0,11
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,3,7,2,0,0,12
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,1,0,0,2
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,4,7,0,0,11
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,1,0,0,2
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,3,2,0,0,5
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,3,74,18,2,0,97
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,1,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,36,7,0,0,43
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,4,3,0,0,7
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,3,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,3,0,0,4
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,6,88,19,0,0,113
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,0,0,0,2
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,3,1,0,0,4
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,1,8,3,0,0,12
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,1,0,0,2
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,3,4,0,0,7
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,1,0,0,2
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,8,7,3,0,0,18
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,3,2,1,0,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,5,2,0,0,7
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,2,6,0,0,0,8
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,1,18,2,0,0,21
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,1,2,0,0,0,0,3
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,1,0,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,5,19,8,0,0,32
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,8,0,0,0,8
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,1,2,0,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,1,11,60,38,0,0,110
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,13,32,8,0,0,53
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,5,38,30,0,0,73
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,1,0,0,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,3,0,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,1,2,15,1,0,0,19
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,1,4,1,0,0,6
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,1,8,1,0,0,10
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,1,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,4,0,0,0,4
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,0,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,3,8,1,0,0,12
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-12-01,0,0,2,5,1,0,8
