,group,variable,month,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 10 A 14,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 A 19,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 A 34,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 A 49,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < A 10,TOTALES
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,0,1,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,1,0,0,1,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,13,8,0,21
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,0,0,0,2
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,2,3,1,2,0,0,8
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,7,16,7,0,30
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,3,3,0,7
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,1,18,14,0,1,0,34
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,5,0,0,0,5
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,1,0,0,1,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,4,2,0,0,7
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,4,1,0,0,6
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,0,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,2,0,0,2
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,6,4,0,2,14
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,2,1,1,0,5
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,25,20,0,1,0,0,46
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,4,26,1,2,1,0,34
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,5,0,0,0,0,5
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,0,0,0,0,2
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,0,0,0,1
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,3,0,0,0,4
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,1,0,0,0,3
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,2,0,0,0,3
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,6,1,0,0,9
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,3,0,0,0,3
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,1,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,6,2,0,0,10
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,5,45,32,3,1,0,86
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,1,1,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,2,33,125,70,19,0,249
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,1,0,0,0,2
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,2,3,1,0,7
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,5,2,1,0,0,8
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,1,0,2
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,4,1,0,0,6
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,5,1,21,0,27
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,0,0,0,2
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,0,0,1
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,1,7,2,0,11
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,4,9,10,12,4,1,40
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,2,2,0,6
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,8,1,0,0,11
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,50,58,3,0,0,0,111
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,6,22,24,1,0,53
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,2,4,2,0,9
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,1,4,5,0,0,0,10
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,2,1,0,0,5
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,0,0,1
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,1,0,1,0,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,0,1,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,2,0,0,2
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,1,1,2,0,5
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,1,1,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,2,46,50,12,35,0,145
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,1,0,0,2
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,6,2,0,0,10
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,7,5,0,0,0,12
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,3,6,0,0,9
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,1,0,0,3
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,19,35,7,0,0,0,61
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,20,13,0,0,0,0,33
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,2,0,0,2
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,3,1,0,0,6
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,15,19,4,0,39
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,19,32,0,1,0,0,52
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,10,38,14,2,0,64
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,2,0,0,2
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,0,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,14,14,3,2,0,6,39
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,5,3,0,3,0,11
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,1,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,1,9,1,1,1,0,13
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,23,23,10,3,0,0,59
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,5,4,12,6,5,0,32
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,2,6,1,0,0,9
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,4,10,4,0,1,0,19
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,19,9,2,0,31
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,5,12,18,1,0,0,36
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,2,1,4,0,7
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,0,1,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,0,0,0,1
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,0,0,1,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,1,4,0,0,0,5
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,1,0,0,0,1
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,27,29,8,2,0,0,66
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,13,64,68,2,0,147
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,25,47,4,1,0,0,77
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-02-01,0,0,0,1,0,0,1
