,group,variable,month,NÚMERO DE CONDONES ENTREGADOS 10 A 14,NÚMERO DE CONDONES ENTREGADOS 15 A 19,NÚMERO DE CONDONES ENTREGADOS 20 A 34,NÚMERO DE CONDONES ENTREGADOS 35 A 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,NÚMERO DE CONDONES ENTREGADOS < A 10,TOTALES
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,192,24,0,0,216
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,60,12,0,0,84
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,12,12,48,0,0,0,72
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,12,12,24,72,26,0,146
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,0,12,0,12
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,72,120,48,0,252
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,60,24,0,0,84
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,37,24,0,61
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,36,144,72,36,0,288
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,100,84,0,0,184
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,12,0,0,12
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,0,0,0,24
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,6,0,0,6
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,48,168,68,12,0,296
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,12,0,0,12
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,14,186,88,0,0,288
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,228,300,48,24,0,600
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,36,0,0,0,36
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,84,84,12,0,192
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,12,12,0,24
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,60,24,0,0,96
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,12,12,0,0,36
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,72,0,0,0,72
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,108,12,0,0,120
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,60,12,0,0,72
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,24,48,96,0,0,168
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,22,0,0,0,34
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,0,12,0,12
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,191,1796,3663,997,231,6878
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,84,96,12,24,216
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,96,48,12,0,156
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,36,0,0,48
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,84,72,0,0,156
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,12,0,0,12
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,24,0,0,36
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,12,0,0,36
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,0,0,0,0,12
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,36,36,0,84
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,0,0,0,24
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,109,12,0,0,121
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,48,12,12,12,0,84
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,12,0,0,12
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,36,0,0,0,36
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,456,4260,1092,240,0,6048
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,12,0,0,36
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,36,36,0,84
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,60,24,0,0,96
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,36,0,12,0,60
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,12,0,0,36
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,12,0,0,36
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,37,530,282,12,0,861
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,12,72,36,48,0,0,168
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,48,0,0,0,60
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,60,0,0,60
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,36,48,0,0,96
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,48,480,120,0,0,648
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,84,84,0,0,180
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,0,0,0,0,12
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,12,0,0,24
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,0,0,0,24
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,39,18,12,0,69
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,264,96,24,0,384
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,132,12,0,0,144
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,72,120,48,0,240
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,48,0,12,0,72
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,0,0,0,24
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,780,2154,537,93,6,3570
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,30,168,72,0,270
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,12,12,0,36
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,48,180,72,12,0,312
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,48,48,0,0,108
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,0,0,0,12
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,216,96,0,0,312
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,12,12,0,0,24
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,72,12,0,0,96
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,204,84,0,0,300
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,12,0,0,12
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,36,276,168,0,0,480
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,60,61,0,0,121
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,36,36,12,0,0,84
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,24,0,0,0,24
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,60,48,12,0,120
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,36,312,288,24,0,660
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,84,120,24,0,0,228
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,48,228,84,12,0,372
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,36,192,96,0,0,324
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,108,180,24,0,324
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,36,96,24,12,0,168
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,48,44,0,92
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,24,191,150,24,0,389
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,48,24,0,0,84
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,24,0,0,24
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,300,375,228,0,903
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,0,36,0,0,36
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,0,192,0,0,0,192
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,12,72,60,0,0,144
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-01-01,0,36,84,12,0,0,132
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,60,48,0,0,108
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,144,264,24,0,432
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,84,12,0,0,96
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,0,24,0,0,24
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,12,48,0,0,0,60
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,24,36,12,0,72
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,36,12,12,0,60
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,12,12,0,0,24
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,12,0,0,0,12
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,16,0,0,0,16
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,12,12,48,72,24,0,168
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,12,24,0,0,0,36
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,0,36,24,0,60
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,24,96,12,0,0,132
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,24,24,36,48,0,0,132
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,12,12,51,180,108,0,363
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,0,108,0,0,108
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,12,24,12,0,48
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,72,12,0,0,84
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,48,0,0,0,48
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,96,84,12,0,192
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,12,24,36,0,0,72
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,12,12,0,0,24
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,0,0,12,0,0,12
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-02-01,0,12,24,0,0,0,36
