,group,variable,month,MÉTODOS NATURALES: USUARIAS CONTINUAS 10 A 14,MÉTODOS NATURALES: USUARIAS CONTINUAS 15 A 19,MÉTODOS NATURALES: USUARIAS CONTINUAS 20 A 34,MÉTODOS NATURALES: USUARIAS CONTINUAS 35 A 49,MÉTODOS NATURALES: USUARIAS CONTINUAS 50 Y +,MÉTODOS NATURALES: USUARIAS CONTINUAS < A 10,TOTALES
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,4,2,0,0,6
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,6,0,0,0,7
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,2,0,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,2,9,3,0,0,14
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,11,1,0,0,12
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,4,1,0,0,5
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,8,5,0,0,13
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,1,0,0,4
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,2,0,0,5
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,2,65,27,0,0,94
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,5,4,0,0,9
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,0,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,2,9,4,0,0,15
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,0,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,26,3,0,0,30
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,12,8,3,0,23
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,6,78,37,0,0,121
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,5,1,0,0,6
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,5,0,0,0,0,5
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,1,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,4,22,2,0,0,28
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,26,13,1,0,41
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,2,5,2,0,0,9
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,1,0,0,2
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,1,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,13,3,0,0,16
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,2,0,0,5
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,3,6,5,0,0,14
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,2,1,0,0,3
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,8,5,0,0,13
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,13,1,0,0,15
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,4,2,0,0,6
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,4,0,0,0,4
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,2,0,0,0,3
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,1,0,0,4
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,1,0,0,4
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,2,35,7,0,0,44
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,5,17,4,0,0,26
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,2,3,0,0,5
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,2,5,24,2,0,0,33
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,0,0,0,3
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,10,1,0,0,12
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,3,15,3,0,0,21
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,7,27,4,0,0,38
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,2,0,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,4,3,0,0,0,0,7
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,4,1,0,0,6
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,6,2,0,0,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,13,45,11,0,0,69
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,4,0,0,0,4
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,7,1,0,0,9
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,0,1,0,0,2
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,2,5,2,0,0,9
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,3,1,0,0,4
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,2,2,1,0,0,5
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,1,4,1,0,0,6
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,7,12,2,0,0,21
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,6,1,0,0,7
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,2,5,2,0,0,9
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,8,1,0,0,9
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,6,5,0,0,11
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,1,0,0,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-09-01,0,0,11,2,0,0,13
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,0,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,4,2,0,0,8
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,6,4,0,0,10
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,0,1,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,0,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,2,0,0,0,4
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,0,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,3,2,0,0,5
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,7,69,37,3,0,116
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,3,1,0,0,6
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,11,5,0,0,18
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,3,1,0,0,4
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,7,1,0,0,8
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,29,6,0,0,37
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,3,2,0,0,6
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,4,22,14,0,0,40
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,3,7,3,0,0,13
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,3,0,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,4,22,6,0,0,32
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,2,0,0,4
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,1,3,33,15,2,0,54
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,4,0,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,4,2,0,0,7
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,3,12,1,0,0,16
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,11,5,0,0,16
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,6,1,0,0,7
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,0,0,0,0,1
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,1,0,0,0,2
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,3,5,0,0,0,8
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,4,3,0,0,9
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,2,0,0,4
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,1,1,0,0,3
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,27,12,0,0,39
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,5,19,10,0,0,34
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,2,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,3,24,1,0,0,28
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,5,0,0,0,5
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,3,1,0,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,3,0,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,18,4,0,0,22
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,6,9,8,0,0,23
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,4,2,1,0,0,0,7
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,8,0,0,0,9
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,11,41,22,0,0,74
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,4,0,0,0,6
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,0,0,0,0,2
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,1,1,0,0,3
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,2,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,5,0,0,0,5
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
