,group,variable,month,N° DE TB PULMONAR BACTERIOLOGICAMENTE CONFIRMADOS (NUEVOS Y RECAIDAS) CANTIDAD,N° DE TB PULMONAR BACTERIOLOGICAMENTE CONFIRMADOS (NUEVOS Y RECAIDAS) CANTIDAD,TOTALES
EL TORNO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,5,0,5
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,5,3,8
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,1,3
GUAYARAMERIN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,2,3
HUANUNI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,2,4
ICHOCA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,6,0,6
LA GUARDIA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,7,5,12
LA PAZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,95,75,170
LICOMA PAMPA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,0,1,1
LLALLAGUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
LURIBAY,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
MACHARETI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,2,3
MAPIRI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,0,2
MINEROS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
MIZQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,18,4,22
OKINAWA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,4,3,7
PALCA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
PATACAMAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
POCOATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,4,0,4
PUERTO QUIJARRO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,10,2,12
PUNATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,3,5
QUIME,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,7,3,10
RURRENABAQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
SACABA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,5,0,5
SAN BORJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,1,3
SAN BUENA VENTURA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,4,2,6
SAN LUCAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,119,63,182
SHINAOTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,5,2,7
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
SORATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
SUCRE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,10,3,13
TARIJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,7,3,10
TIPUANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,3,1,4
TIQUIPAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,6,5,11
TUPIZA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
UMALA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
UNCIA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,3,0,3
VILLA MONTES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,3,2,5
VILLA RIVERO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,4,1,5
VINTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,1,2
WARNES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,5,4,9
YACO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,10,2,12
YANACACHI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-09-01,3,2,5
ACHACACHI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
ARBIETO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,1,2
ARQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
AYATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,1,4
CABEZAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,1,2
CARACOLLO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,10,5,15
CHAQUI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,1,2
CHARAGUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
CHAYANTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,4,4,8
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,1,4
COCHABAMBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,36,25,61
COLOMI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
CONCEPCION,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,1,3
CORIPATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,2,2
COTOCA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,9,2,11
CUATRO CAÑADAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,2,2
CULPINA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,17,14,31
EL PUENTE(STC),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
EL TORNO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,3,6
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,5,3,8
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,0,3
GUAYARAMERIN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,1,3
INCAHUASI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,2,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,4,2,6
LA GUARDIA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,7,3,10
LA PAZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,92,51,143
LAJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
LURIBAY,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
MACHARETI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,1,2
MAIRANA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
MIZQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,21,8,29
OCURI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
OKINAWA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
ORURO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,7,5,12
PADCAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,1,2
PADILLA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
PAILON,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
PALCA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
PAMPA GRANDE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
PATACAMAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
POROMA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
PORTACHUELO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,1,3
POTOSI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,13,4,17
PUCARANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,10,5,15
PUNATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,8,4,12
RIBERALTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,12,5,17
RURRENABAQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,7,2,9
SACACA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
SAIPINA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
SAN ANDRES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,2,5
SAN BUENA VENTURA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
SAN CARLOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,1,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,3,3
SAN JULIAN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,5,0,5
SAN PEDRO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,130,74,204
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
SENA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,1,2
SHINAOTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,2,4
SICAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
SORATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,0,3
SUCRE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,4,2,6
TAPACARI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
TARACO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,4,3,7
TEOPONTE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
TOMINA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,13,3,16
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,0,2
URUBICHA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,1,3
VILLAZON,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,2,2,4
VINTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,4,0,4
WARNES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,14,13,27
YACUIBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,12,5,17
YAMPARAEZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
YANACACHI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,6,8,14
YOTALA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-10-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
ANDAMARCA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
APOLO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,1,4
AZURDUY,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
BERMEJO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,2,5
CAPINOTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
CAQUIAVIRI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,8,2,10
CARAPARI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
CHALLAPATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,3,4
CHARAGUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,1,3
CHIPAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,4,7
CKOCHAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,33,16,49
COLCAPIRHUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,0,3
COLOMI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
COLQUIRI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,1,4
COROICO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,3,3
COTOCA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
CUEVO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
CULPINA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,19,10,29
EL PUENTE(STC),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,2,4
