,group,variable,month,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
MACHARETI,atencion odontologica, periodoncias,2014-02-01,1,1,1,1,2
MAGDALENA,atencion odontologica, periodoncias,2014-02-01,5,4,5,4,9
MAIRANA,atencion odontologica, periodoncias,2014-02-01,0,9,0,9,9
MAPIRI,atencion odontologica, periodoncias,2014-02-01,1,6,1,6,7
MECAPACA,atencion odontologica, periodoncias,2014-02-01,2,1,2,1,3
MINEROS,atencion odontologica, periodoncias,2014-02-01,0,10,0,10,10
MIZQUE,atencion odontologica, periodoncias,2014-02-01,5,16,5,16,21
MOCOMOCO,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
MOJOCOYA,atencion odontologica, periodoncias,2014-02-01,0,9,0,9,9
MONTEAGUDO,atencion odontologica, periodoncias,2014-02-01,2,34,2,34,36
MONTERO,atencion odontologica, periodoncias,2014-02-01,29,64,29,64,93
MOROCHATA,atencion odontologica, periodoncias,2014-02-01,1,9,1,9,10
OCURI,atencion odontologica, periodoncias,2014-02-01,1,2,1,2,3
OMEREQUE,atencion odontologica, periodoncias,2014-02-01,7,9,7,9,16
ORURO,atencion odontologica, periodoncias,2014-02-01,107,154,107,154,261
PADCAYA,atencion odontologica, periodoncias,2014-02-01,9,17,9,17,26
PADILLA,atencion odontologica, periodoncias,2014-02-01,2,5,2,5,7
PAILON,atencion odontologica, periodoncias,2014-02-01,0,3,0,3,3
PALCA,atencion odontologica, periodoncias,2014-02-01,0,5,0,5,5
PALOS BLANCOS,atencion odontologica, periodoncias,2014-02-01,1,3,1,3,4
PAMPA AULLAGAS,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica, periodoncias,2014-02-01,1,1,1,1,2
PAPEL PAMPA,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
PASORAPA,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
PATACAMAYA,atencion odontologica, periodoncias,2014-02-01,7,18,7,18,25
PELECHUCO,atencion odontologica, periodoncias,2014-02-01,0,2,0,2,2
POCOATA,atencion odontologica, periodoncias,2014-02-01,1,8,1,8,9
POCONA,atencion odontologica, periodoncias,2014-02-01,0,7,0,7,7
POJO (CBBA),atencion odontologica, periodoncias,2014-02-01,2,23,2,23,25
POOPO,atencion odontologica, periodoncias,2014-02-01,2,2,2,2,4
PORCO,atencion odontologica, periodoncias,2014-02-01,0,2,0,2,2
POROMA,atencion odontologica, periodoncias,2014-02-01,2,13,2,13,15
PORONGO,atencion odontologica, periodoncias,2014-02-01,1,0,1,0,1
PORTACHUELO,atencion odontologica, periodoncias,2014-02-01,1,7,1,7,8
PORVENIR,atencion odontologica, periodoncias,2014-02-01,1,0,1,0,1
POSTRER VALLE,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
POTOSI,atencion odontologica, periodoncias,2014-02-01,56,135,56,135,191
PRESTO,atencion odontologica, periodoncias,2014-02-01,3,3,3,3,6
PUCARANI,atencion odontologica, periodoncias,2014-02-01,0,3,0,3,3
PUERTO ACOSTA,atencion odontologica, periodoncias,2014-02-01,1,6,1,6,7
PUERTO CARABUCO,atencion odontologica, periodoncias,2014-02-01,6,3,6,3,9
PUERTO QUIJARRO,atencion odontologica, periodoncias,2014-02-01,0,3,0,3,3
PUERTO RICO,atencion odontologica, periodoncias,2014-02-01,6,28,6,28,34
PUERTO SUAREZ,atencion odontologica, periodoncias,2014-02-01,2,2,2,2,4
PUERTO VILLARROEL,atencion odontologica, periodoncias,2014-02-01,9,13,9,13,22
PUNA,atencion odontologica, periodoncias,2014-02-01,2,4,2,4,6
PUNATA,atencion odontologica, periodoncias,2014-02-01,19,24,19,24,43
QUIABAYA,atencion odontologica, periodoncias,2014-02-01,1,0,1,0,1
QUILLACOLLO,atencion odontologica, periodoncias,2014-02-01,59,93,59,93,152
QUIME,atencion odontologica, periodoncias,2014-02-01,0,2,0,2,2
QUIRUSILLAS,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
REYES,atencion odontologica, periodoncias,2014-02-01,11,9,11,9,20
RIBERALTA,atencion odontologica, periodoncias,2014-02-01,74,242,74,242,316
ROBORE,atencion odontologica, periodoncias,2014-02-01,1,2,1,2,3
RURRENABAQUE,atencion odontologica, periodoncias,2014-02-01,6,3,6,3,9
SACABA,atencion odontologica, periodoncias,2014-02-01,57,88,57,88,145
SACABAMBA,atencion odontologica, periodoncias,2014-02-01,0,4,0,4,4
SALINAS DE GARCI MENDOZA,atencion odontologica, periodoncias,2014-02-01,1,2,1,2,3
SAMAIPATA,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
SAN ANDRES,atencion odontologica, periodoncias,2014-02-01,1,3,1,3,4
SAN ANDRES DE MACHACA,atencion odontologica, periodoncias,2014-02-01,4,1,4,1,5
SAN BENITO,atencion odontologica, periodoncias,2014-02-01,3,5,3,5,8
SAN BORJA,atencion odontologica, periodoncias,2014-02-01,8,16,8,16,24
SAN BUENA VENTURA,atencion odontologica, periodoncias,2014-02-01,7,10,7,10,17
SAN CARLOS,atencion odontologica, periodoncias,2014-02-01,7,7,7,7,14
SAN IGNACIO,atencion odontologica, periodoncias,2014-02-01,26,41,26,41,67
SAN IGNACIO DE VELASCO,atencion odontologica, periodoncias,2014-02-01,1,2,1,2,3
SAN JAVIER(STC),atencion odontologica, periodoncias,2014-02-01,3,3,3,3,6
SAN JOAQUIN,atencion odontologica, periodoncias,2014-02-01,0,6,0,6,6
SAN JOSE DE CHIQUITOS,atencion odontologica, periodoncias,2014-02-01,0,6,0,6,6
SAN JULIAN,atencion odontologica, periodoncias,2014-02-01,6,36,6,36,42
SAN LORENZO(PND),atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
SAN LUCAS,atencion odontologica, periodoncias,2014-02-01,1,10,1,10,11
SAN MATIAS,atencion odontologica, periodoncias,2014-02-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica, periodoncias,2014-02-01,4,4,4,4,8
SAN PEDRO,atencion odontologica, periodoncias,2014-02-01,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,atencion odontologica, periodoncias,2014-02-01,1,1,1,1,2
SAN RAFAEL,atencion odontologica, periodoncias,2014-02-01,10,25,10,25,35
SAN RAMON SCZ,atencion odontologica, periodoncias,2014-02-01,11,18,11,18,29
SANTA CRUZ DE LA SIERRA,atencion odontologica, periodoncias,2014-02-01,638,1227,638,1227,1865
SANTA ROSA,atencion odontologica, periodoncias,2014-02-01,1,2,1,2,3
SANTA ROSA DEL SARA,atencion odontologica, periodoncias,2014-02-01,0,12,0,12,12
SANTIAGO DE HUARI,atencion odontologica, periodoncias,2014-02-01,9,14,9,14,23
SANTIAGO DE HUATA,atencion odontologica, periodoncias,2014-02-01,2,2,2,2,4
SANTIAGO DE MACHACA,atencion odontologica, periodoncias,2014-02-01,3,2,3,2,5
SANTIVAÑES,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
SENA,atencion odontologica, periodoncias,2014-02-01,0,2,0,2,2
SICA SICA (VILLA AROMA),atencion odontologica, periodoncias,2014-02-01,2,10,2,10,12
SICAYA,atencion odontologica, periodoncias,2014-02-01,1,4,1,4,5
SIPE SIPE,atencion odontologica, periodoncias,2014-02-01,7,50,7,50,57
SOPACHUY,atencion odontologica, periodoncias,2014-02-01,1,3,1,3,4
SORACACHI,atencion odontologica, periodoncias,2014-02-01,3,3,3,3,6
SORATA,atencion odontologica, periodoncias,2014-02-01,1,6,1,6,7
SUCRE,atencion odontologica, periodoncias,2014-02-01,208,373,208,373,581
TACACOMA,atencion odontologica, periodoncias,2014-02-01,18,21,18,21,39
TACOPAYA,atencion odontologica, periodoncias,2014-02-01,1,1,1,1,2
TAPACARI,atencion odontologica, periodoncias,2014-02-01,3,5,3,5,8
TARABUCO,atencion odontologica, periodoncias,2014-02-01,1,2,1,2,3
TARATA,atencion odontologica, periodoncias,2014-02-01,8,0,8,0,8
TARIJA,atencion odontologica, periodoncias,2014-02-01,203,314,203,314,517
TARVITA,atencion odontologica, periodoncias,2014-02-01,13,23,13,23,36
TEOPONTE,atencion odontologica, periodoncias,2014-02-01,12,29,12,29,41
TIAWANACU,atencion odontologica, periodoncias,2014-02-01,3,3,3,3,6
TINGUIPAYA,atencion odontologica, periodoncias,2014-02-01,0,6,0,6,6
TIPUANI,atencion odontologica, periodoncias,2014-02-01,0,6,0,6,6
TIQUIPAYA,atencion odontologica, periodoncias,2014-02-01,3,78,3,78,81
TIRAQUE (CBBA),atencion odontologica, periodoncias,2014-02-01,3,3,3,3,6
TOCO,atencion odontologica, periodoncias,2014-02-01,1,12,1,12,13
TOLATA,atencion odontologica, periodoncias,2014-02-01,4,8,4,8,12
TOMAVE,atencion odontologica, periodoncias,2014-02-01,0,2,0,2,2
TOMINA,atencion odontologica, periodoncias,2014-02-01,2,25,2,25,27
TORO TORO,atencion odontologica, periodoncias,2014-02-01,1,10,1,10,11
TOTORA(CBBA),atencion odontologica, periodoncias,2014-02-01,1,3,1,3,4
TOTORA(ORR),atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
TRIGAL,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
TRINIDAD,atencion odontologica, periodoncias,2014-02-01,43,66,43,66,109
TUPIZA,atencion odontologica, periodoncias,2014-02-01,7,20,7,20,27
UNCIA,atencion odontologica, periodoncias,2014-02-01,3,6,3,6,9
URIONDO (A. CONCEPCION),atencion odontologica, periodoncias,2014-02-01,0,4,0,4,4
URUBICHA,atencion odontologica, periodoncias,2014-02-01,1,4,1,4,5
UYUNI,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
VACAS,atencion odontologica, periodoncias,2014-02-01,0,2,0,2,2
VALLEGRANDE,atencion odontologica, periodoncias,2014-02-01,7,29,7,29,36
VIACHA,atencion odontologica, periodoncias,2014-02-01,13,23,13,23,36
VILLA CHARCAS,atencion odontologica, periodoncias,2014-02-01,0,1,0,1,1
VILLA MONTES,atencion odontologica, periodoncias,2014-02-01,16,30,16,30,46
VILLA RIVERO,atencion odontologica, periodoncias,2014-02-01,0,20,0,20,20
VILLA SERRANO,atencion odontologica, periodoncias,2014-02-01,0,4,0,4,4
VILLA TUNARI,atencion odontologica, periodoncias,2014-02-01,6,45,6,45,51
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, periodoncias,2014-02-01,2,1,2,1,3
VILLAZON,atencion odontologica, periodoncias,2014-02-01,3,11,3,11,14
VINTO,atencion odontologica, periodoncias,2014-02-01,1,28,1,28,29
WARNES,atencion odontologica, periodoncias,2014-02-01,5,20,5,20,25
YACO,atencion odontologica, periodoncias,2014-02-01,1,0,1,0,1
YACUIBA,atencion odontologica, periodoncias,2014-02-01,16,18,16,18,34
YAMPARAEZ,atencion odontologica, periodoncias,2014-02-01,3,9,3,9,12
YAPACANI,atencion odontologica, periodoncias,2014-02-01,15,29,15,29,44
YOTALA,atencion odontologica, periodoncias,2014-02-01,1,12,1,12,13
YUNCHARA,atencion odontologica, periodoncias,2014-02-01,1,13,1,13,14
ACHACACHI,atencion odontologica, periodoncias,2014-03-01,8,1,8,1,9
ACHOCALLA,atencion odontologica, periodoncias,2014-03-01,1,0,1,0,1
AIQUILE,atencion odontologica, periodoncias,2014-03-01,2,8,2,8,10
ALALAY,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
ALCALA,atencion odontologica, periodoncias,2014-03-01,1,7,1,7,8
ALTO BENI,atencion odontologica, periodoncias,2014-03-01,1,1,1,1,2
ANCORAIMES,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
ANDAMARCA,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
ANZALDO,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
ARAMPAMPA,atencion odontologica, periodoncias,2014-03-01,1,4,1,4,5
ARANI,atencion odontologica, periodoncias,2014-03-01,2,9,2,9,11
ARBIETO,atencion odontologica, periodoncias,2014-03-01,2,33,2,33,35
ARQUE,atencion odontologica, periodoncias,2014-03-01,0,4,0,4,4
ASCENCION DE GUARAYOS,atencion odontologica, periodoncias,2014-03-01,3,2,3,2,5
ATOCHA,atencion odontologica, periodoncias,2014-03-01,26,41,26,41,67
AUCAPATA,atencion odontologica, periodoncias,2014-03-01,1,0,1,0,1
AYATA,atencion odontologica, periodoncias,2014-03-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, periodoncias,2014-03-01,11,13,11,13,24
AZURDUY,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
BELEN DE ANDAMARCA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
BERMEJO,atencion odontologica, periodoncias,2014-03-01,24,35,24,35,59
BETANZOS,atencion odontologica, periodoncias,2014-03-01,5,22,5,22,27
BUENA VISTA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
CABEZAS,atencion odontologica, periodoncias,2014-03-01,22,38,22,38,60
"CAIZA ""D""",atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
CALACOTO,atencion odontologica, periodoncias,2014-03-01,4,1,4,1,5
CALAMARCA,atencion odontologica, periodoncias,2014-03-01,1,0,1,0,1
CAMARGO,atencion odontologica, periodoncias,2014-03-01,2,10,2,10,12
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
CAMIRI,atencion odontologica, periodoncias,2014-03-01,8,11,8,11,19
CAPINOTA,atencion odontologica, periodoncias,2014-03-01,10,30,10,30,40
CARACOLLO,atencion odontologica, periodoncias,2014-03-01,2,4,2,4,6
CARANAVI,atencion odontologica, periodoncias,2014-03-01,26,35,26,35,61
CARAPARI,atencion odontologica, periodoncias,2014-03-01,7,14,7,14,21
CARIPUYO,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
CARMEN RIVERO TORREZ,atencion odontologica, periodoncias,2014-03-01,3,13,3,13,16
CHALLAPATA,atencion odontologica, periodoncias,2014-03-01,8,7,8,7,15
CHARAGUA,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
CHAYANTA,atencion odontologica, periodoncias,2014-03-01,0,5,0,5,5
CHIMORE,atencion odontologica, periodoncias,2014-03-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, periodoncias,2014-03-01,1,3,1,3,4
CHUMA,atencion odontologica, periodoncias,2014-03-01,5,7,5,7,12
CKOCHAS,atencion odontologica, periodoncias,2014-03-01,2,0,2,0,2
CLIZA,atencion odontologica, periodoncias,2014-03-01,10,45,10,45,55
COBIJA,atencion odontologica, periodoncias,2014-03-01,7,28,7,28,35
COCAPATA,atencion odontologica, periodoncias,2014-03-01,1,53,1,53,54
COCHABAMBA,atencion odontologica, periodoncias,2014-03-01,734,1209,734,1209,1943
COIPASA,atencion odontologica, periodoncias,2014-03-01,6,3,6,3,9
COLCAPIRHUA,atencion odontologica, periodoncias,2014-03-01,0,24,0,24,24
"COLCHA ""K""",atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
COLLANA,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
COLOMI,atencion odontologica, periodoncias,2014-03-01,0,11,0,11,11
COLPA BELGICA,atencion odontologica, periodoncias,2014-03-01,0,7,0,7,7
COLQUECHACA,atencion odontologica, periodoncias,2014-03-01,6,5,6,5,11
COLQUENCHA,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
COLQUIRI,atencion odontologica, periodoncias,2014-03-01,4,4,4,4,8
COMANCHE,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
COMARAPA,atencion odontologica, periodoncias,2014-03-01,8,14,8,14,22
CONCEPCION,atencion odontologica, periodoncias,2014-03-01,2,6,2,6,8
COPACABANA,atencion odontologica, periodoncias,2014-03-01,3,2,3,2,5
CORQUE,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
COTAGAITA,atencion odontologica, periodoncias,2014-03-01,16,16,16,16,32
COTOCA,atencion odontologica, periodoncias,2014-03-01,0,8,0,8,8
CUATRO CAÑADAS,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
CULPINA,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
CURAHUARA DE CARANGAS,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
DESAGUADERO,atencion odontologica, periodoncias,2014-03-01,1,2,1,2,3
EL ALTO,atencion odontologica, periodoncias,2014-03-01,155,376,155,376,531
EL PUENTE(TJA),atencion odontologica, periodoncias,2014-03-01,0,5,0,5,5
EL TORNO,atencion odontologica, periodoncias,2014-03-01,6,27,6,27,33
EL VILLAR,atencion odontologica, periodoncias,2014-03-01,2,0,2,0,2
ENTRE RIOS TRJ,atencion odontologica, periodoncias,2014-03-01,2,2,2,2,4
ENTRE RIOS CBBA,atencion odontologica, periodoncias,2014-03-01,1,27,1,27,28
ESCOMA,atencion odontologica, periodoncias,2014-03-01,6,0,6,0,6
FERNANDEZ ALONSO,atencion odontologica, periodoncias,2014-03-01,2,1,2,1,3
FILADELFIA,atencion odontologica, periodoncias,2014-03-01,1,2,1,2,3
GENERAL SAAVEDRA,atencion odontologica, periodoncias,2014-03-01,0,7,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, periodoncias,2014-03-01,1,3,1,3,4
GUANAY,atencion odontologica, periodoncias,2014-03-01,8,11,8,11,19
GUAQUI,atencion odontologica, periodoncias,2014-03-01,1,3,1,3,4
GUAYARAMERIN,atencion odontologica, periodoncias,2014-03-01,37,33,37,33,70
HUACARETA,atencion odontologica, periodoncias,2014-03-01,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica, periodoncias,2014-03-01,1,6,1,6,7
HUANUNI,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
HUARINA,atencion odontologica, periodoncias,2014-03-01,1,1,1,1,2
HUAYLLAMARCA,atencion odontologica, periodoncias,2014-03-01,1,1,1,1,2
HUMANATA,atencion odontologica, periodoncias,2014-03-01,14,16,14,16,30
ICLA,atencion odontologica, periodoncias,2014-03-01,1,2,1,2,3
INCAHUASI,atencion odontologica, periodoncias,2014-03-01,3,0,3,0,3
INQUISIVI,atencion odontologica, periodoncias,2014-03-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
IXIAMAS,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
JESUS DE MACHACA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
LA ASUNTA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
LA GUARDIA,atencion odontologica, periodoncias,2014-03-01,9,26,9,26,35
LA PAZ,atencion odontologica, periodoncias,2014-03-01,951,1402,951,1402,2353
LA RIVERA,atencion odontologica, periodoncias,2014-03-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica, periodoncias,2014-03-01,10,19,10,19,29
LAJA,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
LAS CARRERAS,atencion odontologica, periodoncias,2014-03-01,0,19,0,19,19
LLALLAGUA,atencion odontologica, periodoncias,2014-03-01,1,12,1,12,13
MACHACAMARCA,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
MACHARETI,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
MAGDALENA,atencion odontologica, periodoncias,2014-03-01,3,4,3,4,7
MAIRANA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
MAPIRI,atencion odontologica, periodoncias,2014-03-01,0,4,0,4,4
MECAPACA,atencion odontologica, periodoncias,2014-03-01,1,2,1,2,3
MINEROS,atencion odontologica, periodoncias,2014-03-01,0,9,0,9,9
MIZQUE,atencion odontologica, periodoncias,2014-03-01,9,1,9,1,10
MOCOMOCO,atencion odontologica, periodoncias,2014-03-01,4,8,4,8,12
MOJOCOYA,atencion odontologica, periodoncias,2014-03-01,1,7,1,7,8
MONTEAGUDO,atencion odontologica, periodoncias,2014-03-01,6,30,6,30,36
MONTERO,atencion odontologica, periodoncias,2014-03-01,27,62,27,62,89
MOROCHATA,atencion odontologica, periodoncias,2014-03-01,2,18,2,18,20
OKINAWA,atencion odontologica, periodoncias,2014-03-01,0,1,0,1,1
OMEREQUE,atencion odontologica, periodoncias,2014-03-01,1,6,1,6,7
ORURO,atencion odontologica, periodoncias,2014-03-01,102,102,102,102,204
PADCAYA,atencion odontologica, periodoncias,2014-03-01,6,10,6,10,16
PADILLA,atencion odontologica, periodoncias,2014-03-01,2,7,2,7,9
PAILON,atencion odontologica, periodoncias,2014-03-01,4,6,4,6,10
PALCA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
PAMPA AULLAGAS,atencion odontologica, periodoncias,2014-03-01,1,1,1,1,2
PAPEL PAMPA,atencion odontologica, periodoncias,2014-03-01,4,13,4,13,17
PATACAMAYA,atencion odontologica, periodoncias,2014-03-01,1,2,1,2,3
POCOATA,atencion odontologica, periodoncias,2014-03-01,0,9,0,9,9
POCONA,atencion odontologica, periodoncias,2014-03-01,3,6,3,6,9
POJO (CBBA),atencion odontologica, periodoncias,2014-03-01,1,17,1,17,18
POOPO,atencion odontologica, periodoncias,2014-03-01,2,4,2,4,6
PORCO,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
POROMA,atencion odontologica, periodoncias,2014-03-01,0,4,0,4,4
PORTACHUELO,atencion odontologica, periodoncias,2014-03-01,2,2,2,2,4
PORVENIR,atencion odontologica, periodoncias,2014-03-01,2,2,2,2,4
POTOSI,atencion odontologica, periodoncias,2014-03-01,44,139,44,139,183
PUCARA,atencion odontologica, periodoncias,2014-03-01,1,0,1,0,1
PUCARANI,atencion odontologica, periodoncias,2014-03-01,1,0,1,0,1
PUERTO ACOSTA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica, periodoncias,2014-03-01,4,8,4,8,12
PUERTO RICO,atencion odontologica, periodoncias,2014-03-01,2,19,2,19,21
PUERTO SUAREZ,atencion odontologica, periodoncias,2014-03-01,2,4,2,4,6
PUERTO VILLARROEL,atencion odontologica, periodoncias,2014-03-01,6,31,6,31,37
PUNA,atencion odontologica, periodoncias,2014-03-01,1,3,1,3,4
PUNATA,atencion odontologica, periodoncias,2014-03-01,4,19,4,19,23
QUIABAYA,atencion odontologica, periodoncias,2014-03-01,0,3,0,3,3
QUILLACOLLO,atencion odontologica, periodoncias,2014-03-01,27,113,27,113,140
QUIME,atencion odontologica, periodoncias,2014-03-01,2,2,2,2,4
QUIRUSILLAS,atencion odontologica, periodoncias,2014-03-01,2,1,2,1,3
RAVELO,atencion odontologica, periodoncias,2014-03-01,1,1,1,1,2
REYES,atencion odontologica, periodoncias,2014-03-01,10,10,10,10,20
RIBERALTA,atencion odontologica, periodoncias,2014-03-01,38,115,38,115,153
ROBORE,atencion odontologica, periodoncias,2014-03-01,3,0,3,0,3
RURRENABAQUE,atencion odontologica, periodoncias,2014-03-01,4,3,4,3,7
SACABA,atencion odontologica, periodoncias,2014-03-01,76,110,76,110,186
SACABAMBA,atencion odontologica, periodoncias,2014-03-01,1,4,1,4,5
SACACA,atencion odontologica, periodoncias,2014-03-01,6,5,6,5,11
SAIPINA,atencion odontologica, periodoncias,2014-03-01,1,9,1,9,10
SALINAS DE GARCI MENDOZA,atencion odontologica, periodoncias,2014-03-01,1,2,1,2,3
SAMAIPATA,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
SAN AGUSTIN,atencion odontologica, periodoncias,2014-03-01,4,0,4,0,4
SAN ANDRES,atencion odontologica, periodoncias,2014-03-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica, periodoncias,2014-03-01,2,2,2,2,4
