,group,variable,month,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
TIAWANACU,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,44,0,44,44
TINGUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,24,0,24,24
TIPUANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,48,0,48,48
TIQUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,520,0,520,520
TIRAQUE (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,45,0,45,45
TOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,25,0,25,25
TOLATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,24,0,24,24
TOLEDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,13,0,13,13
TOMAVE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,45,0,45,45
TOMINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,33,0,33,33
TORO TORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,25,0,25,25
TOTORA(CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,31,0,31,31
TOTORA(ORR),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,6,0,6,6
TRIGAL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,1,0,1,1
TRINIDAD,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,190,0,190,190
TUPIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,40,0,40,40
TURCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,17,0,17,17
UNCIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,51,0,51,51
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,7,0,7,7
URUBICHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,31,0,31,31
UYUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,28,0,28,28
VACAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,35,0,35,35
VALLEGRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,105,0,105,105
VIACHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,88,0,88,88
VILA VILA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,7,0,7,7
VILLA CHARCAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,18,0,18,18
VILLA MONTES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,43,0,43,43
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,1,0,1,1
VILLA RIVERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,12,0,12,12
VILLA SERRANO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,86,0,86,86
VILLA TUNARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,256,0,256,256
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,56,0,56,56
VILLAZON,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,59,0,59,59
VINTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,219,0,219,219
VITICHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,4,0,4,4
WALDO BALLIVIAN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,17,0,17,17
WARNES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,101,0,101,101
YACO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,2,0,2,2
YACUIBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,12,0,12,12
YAMPARAEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,52,0,52,52
YAPACANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,141,0,141,141
YOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,20,0,20,20
YOTALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,25,0,25,25
YUNCHARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,8,0,8,8
ZUDAÑEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-01-01,0,13,0,13,13
ACACIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,15,0,15,15
ACHACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,56,0,56,56
ACHOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,41,0,41,41
AIQUILE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,43,0,43,43
ALALAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,4,0,4,4
ALCALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,24,0,24,24
ALTO BENI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,6,0,6,6
ANCORAIMES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,7,0,7,7
ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,3,0,3,3
ANTEQUERA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,8,0,8,8
ANZALDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,19,0,19,19
APOLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,27,0,27,27
ARAMPAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,12,0,12,12
ARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,72,0,72,72
ARBIETO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,58,0,58,58
ARQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,32,0,32,32
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,17,0,17,17
ATOCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,26,0,26,26
AUCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,19,0,19,19
AYATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,13,0,13,13
AYO AYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,21,0,21,21
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,162,0,162,162
AZURDUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,40,0,40,40
BATALLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,52,0,52,52
BAURES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,10,0,10,10
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,8,0,8,8
BERMEJO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,71,0,71,71
BETANZOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,72,0,72,72
BOLPEBRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1,0,1,1
BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1,0,1,1
CABEZAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,46,0,46,46
CAIROMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,21,0,21,21
"CAIZA ""D""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,16,0,16,16
CAJUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,23,0,23,23
CALACOTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,7,0,7,7
CALAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,68,0,68,68
CAMARGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,46,0,46,46
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,18,0,18,18
CAMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,146,0,146,146
CAPINOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,94,0,94,94
CAQUIAVIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,34,0,34,34
CARACOLLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,27,0,27,27
CARANAVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,29,0,29,29
CARAPARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,7,0,7,7
CARIPUYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,13,0,13,13
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,12,0,12,12
CATACORA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,2,0,2,2
CHALLAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,119,0,119,119
CHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1,0,1,1
CHARAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,57,0,57,57
CHARAÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,2,0,2,2
CHAYANTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,40,0,40,40
CHIMORE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,80,0,80,80
CHIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1,0,1,1
CHUA COCANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,19,0,19,19
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,39,0,39,39
CHUMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,29,0,29,29
CKOCHAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,8,0,8,8
CLIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,136,0,136,136
COBIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,267,0,267,267
COCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,75,0,75,75
COCHABAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1835,0,1835,1835
COIPASA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,8,0,8,8
COLCAPIRHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,333,0,333,333
"COLCHA ""K""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,18,0,18,18
COLLANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,5,0,5,5
COLOMI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,45,0,45,45
COLPA BELGICA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,38,0,38,38
COLQUECHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,52,0,52,52
COLQUIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,5,0,5,5
COMARAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,69,0,69,69
CONCEPCION,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,27,0,27,27
COPACABANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,22,0,22,22
CORIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,3,0,3,3
CORO CORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,9,0,9,9
CORQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,16,0,16,16
COTAGAITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,15,0,15,15
COTOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,156,0,156,156
CUATRO CAÑADAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,127,0,127,127
CUEVO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,13,0,13,13
CULPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,33,0,33,33
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,17,0,17,17
DESAGUADERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,45,0,45,45
EL ALTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1381,0,1381,1381
EL CHORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,9,0,9,9
EL PUENTE(STC),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,39,0,39,39
EL PUENTE(TJA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,7,0,7,7
EL TORNO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,96,0,96,96
EL VILLAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,11,0,11,11
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,50,0,50,50
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,105,0,105,105
ESCOMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,3,0,3,3
EUCALIPTUS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,26,0,26,26
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,35,0,35,35
FILADELFIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,8,0,8,8
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,18,0,18,18
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,44,0,44,44
GUANAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,11,0,11,11
GUAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,19,0,19,19
GUAYARAMERIN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,106,0,106,106
GUTIERREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,33,0,33,33
HUACARETA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,28,0,28,28
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,16,0,16,16
HUANUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,22,0,22,22
HUARACAJE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,17,0,17,17
HUATAJATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,12,0,12,12
HUAYLLAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,17,0,17,17
HUMANATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1,0,1,1
ICHOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,14,0,14,14
ICLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,37,0,37,37
INCAHUASI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,49,0,49,49
INQUISIVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,28,0,28,28
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,24,0,24,24
IXIAMAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,8,0,8,8
JESUS DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,20,0,20,20
LA ASUNTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,54,0,54,54
LA GUARDIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,136,0,136,136
LA PAZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,1687,0,1687,1687
LAGUNILLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,4,0,4,4
LAJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,18,0,18,18
LAS CARRERAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,4,0,4,4
LICOMA PAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,12,0,12,12
LLALLAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,238,0,238,238
LLICA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,14,0,14,14
LURIBAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,10,0,10,10
MACHACAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,6,0,6,6
MACHARETI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,17,0,17,17
MAGDALENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,21,0,21,21
MAIRANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,43,0,43,43
MALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,12,0,12,12
MAPIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,31,0,31,31
MECAPACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,9,0,9,9
MINEROS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,19,0,19,19
MIZQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,48,0,48,48
MOCOMOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-02-01,0,10,0,10,10
