,group,variable,month,TOTAL 311 ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTAL 311 ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO ACOSTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,2.0,5.0,2.0,5.0,7.0
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,9.0,8.0,9.0,8.0,17.0
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,8.0,21.0,8.0,21.0,29.0
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,12.0,6.0,12.0,6.0,18.0
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,25.0,18.0,25.0,18.0,43.0
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,257.0,145.0,257.0,145.0,402.0
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,6.0,13.0,6.0,13.0,19.0
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,39.0,12.0,39.0,12.0,51.0
QUIABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,0.0,4.0,0.0,4.0,4.0
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,540.0,612.0,540.0,612.0,1152.0
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,5.0,5.0,5.0,5.0,10.0
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,7.0,10.0,7.0,10.0,17.0
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,1056.0,1078.0,1056.0,1078.0,2134.0
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,2.0,6.0,2.0,6.0,8.0
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,3.0,4.0,3.0,4.0,7.0
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,20.0,31.0,20.0,31.0,51.0
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,37.0,43.0,37.0,43.0,80.0
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,10.0,20.0,10.0,20.0,30.0
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,13.0,32.0,13.0,32.0,45.0
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,177.0,148.0,177.0,148.0,325.0
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,8.0,63.0,8.0,63.0,71.0
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,3.0,6.0,3.0,6.0,9.0
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,81.0,56.0,81.0,56.0,137.0
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,129.0,148.0,129.0,148.0,277.0
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,275.0,315.0,275.0,315.0,590.0
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,58.0,55.0,58.0,55.0,113.0
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,5.0,6.0,5.0,6.0,11.0
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,382.0,331.0,382.0,331.0,713.0
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,27.0,45.0,27.0,45.0,72.0
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,23.0,23.0,23.0,23.0,46.0
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,81.0,103.0,81.0,103.0,184.0
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,1.0,1.0,1.0,1.0,2.0
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,63.0,56.0,63.0,56.0,119.0
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,0.0,3.0,0.0,3.0,3.0
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,109.0,72.0,109.0,72.0,181.0
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,676.0,925.0,676.0,925.0,1601.0
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,90.0,83.0,90.0,83.0,173.0
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,0.0,2.0,0.0,2.0,2.0
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,26.0,18.0,26.0,18.0,44.0
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,14.0,16.0,14.0,16.0,30.0
SAPAHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,51.0,51.0,51.0,51.0,102.0
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,111.0,90.0,111.0,90.0,201.0
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,59.0,74.0,59.0,74.0,133.0
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,224.0,293.0,224.0,293.0,517.0
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,64.0,73.0,64.0,73.0,137.0
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,4.0,1.0,4.0,1.0,5.0
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,24.0,14.0,24.0,14.0,38.0
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,14.0,33.0,14.0,33.0,47.0
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,69.0,86.0,69.0,86.0,155.0
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,3.0,3.0,3.0,3.0,6.0
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,3.0,12.0,3.0,12.0,15.0
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,19.0,21.0,19.0,21.0,40.0
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,426.0,515.0,426.0,515.0,941.0
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,0.0,12.0,0.0,12.0,12.0
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,1.0,7.0,1.0,7.0,8.0
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,1.0,1.0,1.0,1.0,2.0
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,230.0,288.0,230.0,288.0,518.0
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,3.0,2.0,3.0,2.0,5.0
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,75.0,72.0,75.0,72.0,147.0
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,101.0,99.0,101.0,99.0,200.0
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,13.0,18.0,13.0,18.0,31.0
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,35.0,30.0,35.0,30.0,65.0
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,65.0,58.0,65.0,58.0,123.0
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,109.0,109.0,109.0,109.0,218.0
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,87.0,93.0,87.0,93.0,180.0
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,7.0,5.0,7.0,5.0,12.0
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,37.0,28.0,37.0,28.0,65.0
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,207.0,229.0,207.0,229.0,436.0
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,1.0,1.0,1.0,1.0,2.0
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,4.0,0.0,4.0,0.0,4.0
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,37.0,35.0,37.0,35.0,72.0
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,38.0,33.0,38.0,33.0,71.0
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,42.0,40.0,42.0,40.0,82.0
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,3.0,1.0,3.0,1.0,4.0
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,57.0,51.0,57.0,51.0,108.0
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,47.0,63.0,47.0,63.0,110.0
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-06-01,7.0,1.0,7.0,1.0,8.0
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,23.0,28.0,23.0,28.0,51.0
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,62.0,81.0,62.0,81.0,143.0
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,36.0,29.0,36.0,29.0,65.0
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,1.0,0.0,1.0,1.0
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,14.0,19.0,14.0,19.0,33.0
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,7.0,5.0,7.0,12.0
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,17.0,5.0,17.0,22.0
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,41.0,31.0,41.0,31.0,72.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,21.0,30.0,21.0,30.0,51.0
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,41.0,8.0,41.0,8.0,49.0
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,0.0,3.0,0.0,3.0
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,25.0,32.0,25.0,32.0,57.0
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,11.0,7.0,11.0,7.0,18.0
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,17.0,25.0,17.0,25.0,42.0
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,66.0,66.0,66.0,66.0,132.0
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,19.0,18.0,19.0,18.0,37.0
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,2.0,0.0,2.0,2.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,4.0,14.0,4.0,14.0,18.0
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,367.0,374.0,367.0,374.0,741.0
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,5.0,2.0,5.0,7.0
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,238.0,262.0,238.0,262.0,500.0
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,2.0,2.0,2.0,4.0
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,2.0,2.0,2.0,4.0
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,6.0,6.0,6.0,6.0,12.0
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,2.0,3.0,2.0,5.0
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,90.0,73.0,90.0,73.0,163.0
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,2.0,0.0,2.0,2.0
CHUA COCANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,2.0,2.0,2.0,4.0
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,7.0,5.0,7.0,12.0
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,96.0,123.0,96.0,123.0,219.0
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,22.0,13.0,22.0,13.0,35.0
COIPASA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,2.0,0.0,2.0,2.0
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,0.0,5.0,0.0,5.0
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,64.0,64.0,64.0,64.0,128.0
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,15.0,5.0,15.0,5.0,20.0
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,10.0,16.0,10.0,16.0,26.0
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,2.0,1.0,2.0,3.0
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,22.0,25.0,22.0,25.0,47.0
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,1.0,5.0,1.0,6.0
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,22.0,27.0,22.0,27.0,49.0
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,17.0,0.0,17.0,0.0,17.0
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,41.0,27.0,41.0,27.0,68.0
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,6.0,11.0,6.0,11.0,17.0
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,6.0,1.0,6.0,7.0
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,10.0,15.0,10.0,15.0,25.0
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2279.0,1963.0,2279.0,1963.0,4242.0
EL CHORO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,0.0,1.0,0.0,1.0
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,63.0,59.0,63.0,59.0,122.0
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,5.0,1.0,5.0,6.0
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,368.0,411.0,368.0,411.0,779.0
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,4.0,0.0,4.0,0.0,4.0
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,45.0,62.0,45.0,62.0,107.0
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,25.0,27.0,25.0,27.0,52.0
ESCOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,10.0,4.0,10.0,4.0,14.0
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,6.0,4.0,6.0,4.0,10.0
GUAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,12.0,22.0,12.0,22.0,34.0
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,25.0,41.0,25.0,41.0,66.0
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,30.0,44.0,30.0,44.0,74.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,5.0,0.0,5.0,5.0
HUACHACALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,0.0,1.0,0.0,1.0
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,5.0,2.0,5.0,7.0
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,8.0,29.0,8.0,29.0,37.0
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,4.0,16.0,4.0,16.0,20.0
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,17.0,13.0,17.0,13.0,30.0
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,20.0,28.0,20.0,28.0,48.0
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,140.0,129.0,140.0,129.0,269.0
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,474.0,509.0,474.0,509.0,983.0
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,22.0,23.0,22.0,23.0,45.0
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,17.0,20.0,17.0,20.0,37.0
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,18.0,18.0,18.0,18.0,36.0
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,47.0,61.0,47.0,61.0,108.0
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,1.0,1.0,1.0,2.0
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,1.0,1.0,1.0,2.0
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,222.0,242.0,222.0,242.0,464.0
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,7.0,7.0,7.0,7.0,14.0
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,22.0,38.0,22.0,38.0,60.0
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,5.0,5.0,5.0,10.0
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,2.0,2.0,2.0,4.0
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,58.0,34.0,58.0,34.0,92.0
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,34.0,32.0,34.0,32.0,66.0
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,2.0,3.0,2.0,5.0
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,1.0,2.0,1.0,3.0
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,62.0,26.0,62.0,26.0,88.0
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,23.0,5.0,23.0,28.0
PORCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,0.0,1.0,0.0,1.0
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,49.0,90.0,49.0,90.0,139.0
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,148.0,140.0,148.0,140.0,288.0
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,230.0,206.0,230.0,206.0,436.0
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,1.0,0.0,1.0,1.0
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,19.0,11.0,19.0,11.0,30.0
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,13.0,17.0,13.0,17.0,30.0
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,5.0,3.0,5.0,8.0
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,51.0,88.0,51.0,88.0,139.0
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,43.0,45.0,43.0,45.0,88.0
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,9.0,0.0,9.0,9.0
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,47.0,60.0,47.0,60.0,107.0
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,10.0,7.0,10.0,7.0,17.0
QUIABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,4.0,2.0,4.0,6.0
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,35.0,25.0,35.0,25.0,60.0
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,14.0,19.0,14.0,19.0,33.0
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,2.0,2.0,2.0,4.0
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,24.0,24.0,24.0,24.0,48.0
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,158.0,156.0,158.0,156.0,314.0
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,2.0,2.0,2.0,2.0,4.0
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,18.0,0.0,18.0,18.0
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,12.0,12.0,12.0,12.0,24.0
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,31.0,42.0,31.0,42.0,73.0
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,6.0,5.0,6.0,11.0
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,26.0,50.0,26.0,50.0,76.0
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,4.0,0.0,4.0,0.0,4.0
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,6.0,5.0,6.0,5.0,11.0
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,47.0,61.0,47.0,61.0,108.0
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,1.0,1.0,1.0,2.0
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,82.0,75.0,82.0,75.0,157.0
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,115.0,90.0,115.0,90.0,205.0
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,300.0,310.0,300.0,310.0,610.0
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,42.0,50.0,42.0,50.0,92.0
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,0.0,3.0,0.0,3.0
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,362.0,360.0,362.0,360.0,722.0
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,4.0,3.0,4.0,7.0
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,9.0,10.0,9.0,10.0,19.0
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,70.0,45.0,70.0,45.0,115.0
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,2.0,1.0,2.0,3.0
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,51.0,50.0,51.0,50.0,101.0
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,4.0,0.0,4.0,4.0
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,2.0,0.0,2.0,2.0
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,3.0,0.0,3.0,3.0
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,789.0,769.0,789.0,769.0,1558.0
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,318.0,251.0,318.0,251.0,569.0
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,4.0,1.0,4.0,5.0
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,0.0,1.0,0.0,1.0
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,15.0,5.0,15.0,20.0
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,11.0,20.0,11.0,20.0,31.0
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,359.0,337.0,359.0,337.0,696.0
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,10.0,11.0,10.0,11.0,21.0
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,50.0,57.0,50.0,57.0,107.0
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,0.0,3.0,0.0,3.0
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,22.0,16.0,22.0,16.0,38.0
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,27.0,7.0,27.0,7.0,34.0
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,51.0,66.0,51.0,66.0,117.0
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,12.0,22.0,12.0,22.0,34.0
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,7.0,5.0,7.0,12.0
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,327.0,299.0,327.0,299.0,626.0
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,1.0,6.0,1.0,6.0,7.0
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,64.0,58.0,64.0,58.0,122.0
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,3.0,5.0,3.0,5.0,8.0
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,17.0,32.0,17.0,32.0,49.0
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,5.0,14.0,5.0,14.0,19.0
