,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,13,13
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,8,8,16
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,44,4,48
UMALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,3,3,6
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,4,16,20
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,3,19,22
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,3,2,5
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,8,3,11
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,12,18,30
YOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,9,9
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,6,6
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
