municipality,group,variable,month,Pentavalentes 2da dosis -DENTRO,TOTAL DENTRO,Pentavalentes 2da dosis -FUERA,TOTAL FUERA
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,5,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,19,19,0,0
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,11,11
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,63,63,3,3
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,9,9,11,11
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,46,46,2,2
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,41,41,11,11
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,80,80,33,33
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,2,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,27,27,5,5
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,19,19,17,17
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,18,18,4,4
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,59,59,31,31
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,14,14,4,4
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,28,28,31,31
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,27,27,4,4
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,25,25,4,4
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,1,1,1,1
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,33,33,0,0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,11,11,23,23
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,6,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,10,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,8,8,3,3
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,16,16,0,0
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,5,5
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,42,42,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2160,2160,97,97
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,8,8,1,1
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,30,30,8,8
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,9,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,7,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,2,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,3,3,4,4
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,5,5,3,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,8,8,35,35
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,5,5,3,3
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,34,34,35,35
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,6,6,11,11
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,6,6,11,11
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,6,6,21,21
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,390,390,38,38
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,1,1,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,7,7,2,2
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,1,1,6,6
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,14,14,10,10
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,24,24,31,31
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,22,22,20,20
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,1,1,6,6
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,17,17,5,5
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,296,296,32,32
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,18,18,29,29
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,7,7,10,10
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,8,8,13,13
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,15,15
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,17,17,8,8
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,67,67,1,1
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,79,79,19,19
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,5,5
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,7,7,1,1
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,1,1,6,6
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,8,8
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,12,12,15,15
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,9,9
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,11,11,11,11
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,2,2
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,191,191,18,18
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,59,59,14,14
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,5,5,3,3
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,7,7
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,17,17,51,51
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,13,13,5,5
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,28,28,4,4
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,6,6,3,3
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,23,23,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,50,50,66,66
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,1,1,1,1
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,43,43,11,11
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,5,5
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,10,10,13,13
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,91,91,18,18
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,5,5,7,7
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,68,68,8,8
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,56,56,2,2
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,5,5,9,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,2,2
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,79,79,20,20
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,2,2,18,18
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,127,127,13,13
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,5,5,5,5
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,3,3,1,1
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,64,64,7,7
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,0,0,1,1
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,7,7,2,2
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,1,1,8,8
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-01-01,4,4,9,9
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,7,7,9,9
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,26,26,50,50
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,4,4,9,9
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,15,15,27,27
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,5,5,6,6
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,0,0,5,5
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,3,3,24,24
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,3,3,4,4
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,1,1,0,0
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,2,2,12,12
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,13,13,33,33
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,1,1,6,6
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,15,15,3,3
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,1,1,12,12
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,6,6,6,6
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,97,97,2,2
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,13,13,1,1
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,0,0,5,5
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,0,0,9,9
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,1,1,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,14,14,24,24
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,11,11,22,22
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,14,14,11,11
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,3,3,1,1
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,1,1,3,3
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,0,0,12,12
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,34,34,2,2
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,21,21,25,25
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,1,1,15,15
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,0,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,2,2,2,2
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,17,17,8,8
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,27,27,3,3
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,4,4,17,17
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,1,1,6,6
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,12,12,4,4
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,2,2,4,4
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,6,6,10,10
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 2da dosis,2007-02-01,15,15,10,10
