municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,5,5,6,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,6,6,11,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,7,7,0,0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,4,4
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,8,8
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,5,5,4,4
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,13,13,19,19
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,6,6
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,47,47,22,22
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,14,14,0,0
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,2,2,12,12
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,7,7,25,25
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,500,500,7,7
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,3,3,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,9,9,4,4
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,6,6
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,22,22,7,7
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,52,52,26,26
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,22,22,17,17
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,3,3,9,9
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,9,9,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,342,342,11,11
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,30,30,20,20
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,3,3,7,7
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,10,10,14,14
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,6,6,52,52
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,6,6,1,1
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,64,64,3,3
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,57,57,24,24
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,3,3
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,1,1,4,4
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,3,3,0,0
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,3,3,4,4
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,4,4,3,3
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,8,8,13,13
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,7,7,7,7
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,15,15,7,7
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,6,6,3,3
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,293,293,1,1
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,70,70,10,10
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,4,4,6,6
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,8,8
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,24,24,30,30
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,14,14,1,1
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,22,22,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,46,46,7,7
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,9,9,14,14
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,33,33,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,58,58,28,28
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,2,2,0,0
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,77,77,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,8,8,0,0
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,7,7,2,2
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,112,112,16,16
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,8,8,1,1
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,57,57,4,4
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,63,63,1,1
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,2,2,12,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,1,1,4,4
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,92,92,6,6
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,2,2,13,13
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,139,139,7,7
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,10,10,3,3
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,2,2,2,2
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,45,45,7,7
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,1,1,3,3
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,16,16,0,0
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,0,0,7,7
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-01-01,10,10,7,7
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,9,9,2,2
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,47,47,98,98
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,22,22
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,36,36,26,26
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,7,7,16,16
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1,1,2,2
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,30,30
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,4,4
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,8,8,0,0
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,5,5,13,13
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,18,18,22,22
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,1,1
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,10,10,7,7
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,5,5,15,15
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,4,4,12,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,75,75,0,0
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,23,23,7,7
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,7,7
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,2,2,14,14
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,3,3,9,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,29,29,10,10
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,18,18,12,12
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,12,12,7,7
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,2,2,1,1
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,11,11
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,40,40,1,1
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,21,21,29,29
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,8,8
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,2,2
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,17,17,6,6
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,26,26,4,4
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1,1,13,13
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,16,16
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,11,11,4,4
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,7,7
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,14,14
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,29,29,9,9
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,2,2
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,16,16,5,5
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,27,27,14,14
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,4,4,5,5
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,23,23,11,11
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,104,104,41,41
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,3,3
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,4,4,13,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,4,4,4,4
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,32,32,12,12
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,8,8,5,5
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,31,31,77,77
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,22,22,32,32
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,24,24,13,13
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,27,27,7,7
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,10,10
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,24,24,2,2
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,90,90,2,2
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1301,1301,12,12
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,51,51,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,13,13,10,10
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,2,2,1,1
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,32,32,23,23
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,3,3,2,2
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,10,10,86,86
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,2,2,6,6
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,8,8,28,28
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,4,4
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,28,28,9,9
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,44,44,4,4
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,11,11,13,13
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,13,13,6,6
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,3,3,11,11
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,21,21,8,8
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1,1,3,3
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,19,19,19,19
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,80,80,9,9
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,21,21,5,5
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1,1,4,4
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,4,4
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,28,28,26,26
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,3,3,3,3
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,5,5
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,7,7,2,2
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1370,1370,12,12
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1,1,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,15,15,5,5
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,10,10
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,76,76,0,0
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,3,3
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,14,14,11,11
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,60,60,4,4
ESCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,3,3,0,0
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,4,4,2,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,18,18,7,7
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,1,1,4,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,32,32,9,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,6,6,18,18
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,11,11,12,12
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-02-01,7,7,4,4
