municipality,group,variable,month,Polio 1ra dosis -DENTRO,TOTAL DENTRO,Polio 1ra dosis -FUERA,TOTAL FUERA
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2,2,2,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,26,26,4,4
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2,2,8,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,21,21,7,7
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,25,25,3,3
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,42,42,38,38
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,5,5,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,7,7,10,10
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,34,34,35,35
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,26,26,8,8
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,15,15,2,2
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2,2,2,2
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,20,20,0,0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,8,8,24,24
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,1,1,7,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,4,4,3,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,0,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,6,6,9,9
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,5,5,4,4
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,18,18,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,53,53,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2265,2265,101,101
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,14,14,5,5
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,34,34,7,7
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,5,5,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,7,7,14,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,0,0,5,5
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,9,9,1,1
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,0,0,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,9,9,4,4
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,11,11,3,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,16,16,30,30
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2,2,7,7
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,37,37,41,41
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,7,7,11,11
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,4,4,13,13
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,13,13,31,31
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,426,426,32,32
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2,2,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,9,9,4,4
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,7,7,13,13
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,13,13,6,6
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,37,37,24,24
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,21,21,21,21
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,4,4,11,11
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,7,7,0,0
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,320,320,20,20
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,20,20,19,19
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,5,5,6,6
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,11,11,14,14
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,13,13,51,51
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,13,13,2,2
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,74,74,4,4
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,80,80,21,21
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,0,0,3,3
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,6,6,5,5
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,6,6,2,2
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2,2,7,7
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,4,4,10,10
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,13,13,22,22
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,4,4,10,10
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,19,19,10,10
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,6,6,5,5
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,2,2,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,200,200,7,7
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,59,59,28,28
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,1,1,1,1
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,0,0,10,10
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,22,22,61,61
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,17,17,10,10
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,13,13,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,38,38,6,6
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,14,14,9,9
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,15,15,4,4
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,56,56,43,43
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,3,3,0,0
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,49,49,13,13
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,0,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,1,1,1,1
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,9,9,10,10
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,87,87,24,24
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,3,3,4,4
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,57,57,5,5
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,57,57,6,6
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,5,5,8,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,0,0,1,1
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,92,92,20,20
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,3,3,11,11
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,139,139,15,15
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,8,8,10,10
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,1,1,1,1
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,59,59,10,10
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,1,1,8,8
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,8,8,2,2
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,4,4,10,10
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-01-01,11,11,15,15
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,3,3,6,6
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,36,36,94,94
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,7,7,15,15
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,18,18,32,32
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,7,7,14,14
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,2,2,1,1
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,20,20
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,3,3
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,9,9,3,3
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,11,11,15,15
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,16,16,21,21
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,13,13
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,7,7,1,1
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,7,7,11,11
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,11,11,13,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,66,66,2,2
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,11,11,2,2
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,0,0,7,7
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,12,12
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,11,11,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,26,26,21,21
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,16,16,19,19
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,13,13,18,18
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,7,7,6,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,1,1
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,0,0,15,15
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,27,27,2,2
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,13,13,24,24
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,14,14
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,0,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,4,4
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,18,18,10,10
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,27,27,4,4
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,3,3,19,19
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,5,5,20,20
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,18,18,3,3
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,7,7
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,5,5,10,10
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,17,17,6,6
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,5,5,3,3
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,30,30,7,7
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,19,19,14,14
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,6,6,17,17
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,19,19,25,25
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,81,81,68,68
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,7,7,6,6
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,9,9,6,6
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,3,3,1,1
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,1,1,0,0
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,21,21,25,25
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,6,6,4,4
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,39,39,86,86
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,0,0,3,3
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,13,13,33,33
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,23,23,12,12
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,4,4,0,0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-02-01,12,12,7,7
