,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,2,2,2,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,8,12,8,12,20
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
COMBAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,4,0,4,0,4
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,3,0,3,0,3
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,19,16,19,16,35
EL PUENTE(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,5,3,5,3,8
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,2,2,2,4
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,3,0,3,0,3
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,2,1,2,3
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,2,2,2,4
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
IXIAMAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,4,2,4,2,6
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,4,2,4,2,6
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,29,9,29,9,38
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
MAGDALENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
MOJOCOYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,11,6,11,6,17
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,4,1,4,1,5
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,7,4,7,4,11
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,6,1,6,1,7
PUNA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,3,0,3,0,3
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,4,1,4,1,5
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,1,2,1,3
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,4,2,4,6
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
SAN BENITO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,3,0,3,0,3
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,1,2,1,3
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,2,0,2,2
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
SAN PABLO DE LIPEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,77,41,77,41,118
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
SANTIAGO DE HUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
SANTIVAÑES,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
SAPAHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,3,0,3,0,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,3,0,3,0,3
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,4,0,4,0,4
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,19,14,19,14,33
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,2,0,2,2
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,1,2,1,3
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,2,2,2,4
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,0,1,0,1,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,3,3,3,3,6
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,5,3,5,3,8
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,2,2,2,4
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,4,2,4,6
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,11,3,11,3,14
YAMPARAEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,2,0,2,0,2
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,4,4,4,4,8
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,1,1,1,2
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-11-01,1,0,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
CALAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,5,3,5,3,8
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,0,3,0,3
CARACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,4,4,4,4,8
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,0,3,0,3
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,4,0,4,0,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,9,6,9,6,15
COLPA BELGICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,0,2,0,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,0,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,32,13,32,13,45
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,4,2,4,6
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,5,0,5,0,5
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
HUARINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
IXIAMAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,0,3,0,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,2,2,2,4
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,38,21,38,21,59
LICOMA PAMPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,0,2,0,2
LORETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
MACHARETI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,5,5,5,5,10
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,1,2,1,3
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,3,1,3,4
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,1,3,1,4
PAZÑA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,0,2,0,2
POOPO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,4,0,4,0,4
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,2,1,2,3
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,0,2,0,2
PUNA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,5,2,5,2,7
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,2,3,2,5
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,4,3,4,3,7
SACACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,0,2,0,2
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,2,1,2,3
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,70,48,70,48,118
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SOPACHUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,11,7,11,7,18
TACOPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,4,3,4,7
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,2,1,2,3
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
TOMAVE,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,5,4,5,4,9
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,0,3,0,3
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,1,1,1,2
VILA VILA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,0,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,5,1,5,1,6
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,2,2,2,4
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,0,3,0,3
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,1,3,1,4
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,1,3,1,3,4
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,8,6,8,6,14
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,0,1,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,3,3,3,3,6
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2010-12-01,2,0,2,0,2
