,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES,TOTALES,TOTALES
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,1,9,1,10
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,7,6,7,13
BAURES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,16,11,16,11,27
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,2,3,2,5
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,6,4,6,10
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,1,3,1,4
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,2,6,2,8
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,7,6,7,6,13
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,14,12,14,12,26
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,4,5,4,9
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,4,4,4,8
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,1,2,1,3
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,10,9,10,19
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,7,9,7,9,16
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,5,4,5,9
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,64,30,64,30,94
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,3,0,3,3
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,13,5,13,18
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,18,8,18,8,26
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,6,9,6,15
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,13,9,13,22
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,1,9,1,10
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,1,6,1,7
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,5,3,5,8
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,29,19,29,19,48
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,113,94,113,94,207
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,10,9,10,9,19
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,2,5,2,7
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,6,6,6,12
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,7,5,7,5,12
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,7,5,7,12
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,2,0,2,2
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,1,3,1,4
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,2,0,2,2
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,8,9,8,17
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,13,6,13,19
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,2,0,2,2
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,2,6,2,8
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,12,11,12,11,23
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,16,0,16,0,16
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,5,5,5,10
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,2,3,2,5
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,204,187,204,187,391
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,3,1,3,4
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,2,2,2,4
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,21,14,21,14,35
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,3,4,3,7
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,19,16,19,16,35
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,2,4,2,6
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,2,0,2,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,8,2,8,2,10
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,83,4,83,87
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,3,1,3,4
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,8,9,8,17
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,9,3,9,12
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,2,3,2,5
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,0,6,0,6
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,7,1,7,1,8
INGAVI (HUMAITA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,3,2,3,5
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,1,5,1,6
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,3,3,3,6
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,23,10,23,10,33
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,10,13,10,13,23
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,200,173,200,173,373
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,1,2,1,3
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,10,4,10,4,14
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,3,3,3,6
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,8,2,8,2,10
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,0,3,0,3
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,4,6,4,10
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,5,4,5,9
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,2,0,2,2
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,11,11,11,11,22
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,48,34,48,34,82
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,3,2,3,5
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,4,5,4,9
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,8,9,8,9,17
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,2,2,2,4
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,97,79,97,79,176
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,3,0,3,3
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,7,6,7,13
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,14,12,14,12,26
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,3,2,3,5
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,1,4,1,5
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,4,0,4,4
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,2,2,2,4
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,5,5,5,10
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,91,7,91,7,98
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,1,3,1,4
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,0,5,0,5
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,1,6,1,7
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,0,5,0,5
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,3,6,3,9
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,30,20,30,20,50
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,4,3,4,7
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,20,14,20,14,34
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,14,19,14,19,33
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,1,3,1,4
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,3,4,3,7
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,36,27,36,27,63
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,10,9,10,9,19
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,6,3,6,9
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,38,25,38,25,63
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,2,4,2,6
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,3,1,3,4
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,0,4,0,4
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,7,0,7,0,7
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,0,4,0,4
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,26,13,26,13,39
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,4,4,4,8
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,4,9,4,13
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,3,6,3,9
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,10,12,10,12,22
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,5,6,5,11
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,2,4,2,6
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,12,4,12,4,16
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,6,5,6,11
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,37,7,37,7,44
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,1,4,1,5
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,12,2,12,14
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,5,3,5,8
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,3,1,3,4
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,1,2,1,3
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,5,6,5,11
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,447,230,447,230,677
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,1,3,1,4
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,6,2,6,8
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,1,2,1,3
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,2,2,2,4
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,3,9,3,12
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,2,2,2,4
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,6,2,6,8
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,2,3,2,5
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,26,13,26,13,39
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,88,100,88,100,188
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,8,0,8,0,8
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,2,3,2,5
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,8,4,8,4,12
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,10,3,10,13
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,40,54,40,54,94
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,1,1,1,2
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,8,9,8,17
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,3,3,3,6
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,2,0,2,2
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,11,1,11,1,12
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,10,9,10,19
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,1,2,1,3
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,3,1,3,4
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,0,3,0,3
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,8,0,8,0,8
TRIGAL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,1,2,1,3
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,20,30,20,30,50
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,14,0,14,0,14
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,2,0,2,2
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,1,4,1,5
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,1,3,1,4
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,4,1,4,5
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,9,5,9,14
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,11,3,11,14
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,7,3,7,10
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,9,12,9,12,21
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,3,0,3,3
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,4,0,4,0,4
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,47,24,47,24,71
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,5,2,5,2,7
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,26,3,26,3,29
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,6,5,6,5,11
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,0,2,0,2
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,25,21,25,21,46
YACO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,0,1,0,1
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,42,54,42,54,96
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,3,6,3,6,9
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,2,2,2,2,4
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,39,16,39,16,55
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,2,1,2,3
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,1,4,1,4,5
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-02-01,0,1,0,1,1
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-03-01,2,2,2,2,4
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-03-01,14,18,14,18,32
