municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,1,1,1,1
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,6,6,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,15,15
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,1,1,2,2
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,3,3,34,34
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,2,2,2,2
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,29,29,15,15
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,6,6,3,3
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,3,3,7,7
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,5,5,26,26
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,437,437,17,17
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,3,3,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,6,6,6,6
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,4,4,6,6
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,43,43,4,4
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,35,35,45,45
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,32,32,17,17
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,1,1,3,3
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,13,13,4,4
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,312,312,0,0
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,22,22,15,15
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,5,5,2,2
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,4,4,18,18
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,2,2,38,38
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,16,16,3,3
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,83,83,14,14
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,86,86,30,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,6,6
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,5,5,6,6
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,2,2,1,1
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,5,5
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,11,11,3,3
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,5,5,0,0
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,21,21,5,5
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,2,2,7,7
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,246,246,0,0
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,63,63,28,28
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,7,7,0,0
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,10,10
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,14,14,31,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,4,4,4,4
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,16,16,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,54,54,7,7
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,12,12,15,15
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,20,20,4,4
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,38,38,9,9
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,8,8,4,4
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,48,48,5,5
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,6,6,1,1
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,8,8,5,5
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,77,77,19,19
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,10,10,7,7
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,50,50,13,13
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,76,76,2,2
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,11,11
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,79,79,8,8
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,19,19
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,129,129,3,3
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,11,11,5,5
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,6,6
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,69,69,4,4
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,1,1,3,3
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,19,19,2,2
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,0,0,10,10
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-01-01,14,14,9,9
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,1,1,11,11
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,28,28,56,56
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,12,12,16,16
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,42,42,4,4
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,7,7,1,1
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,0,0
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,25,25
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,2,2
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,2,2
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,7,7,11,11
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,19,19
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,9,9
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,11,11,5,5
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,8,8,19,19
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,21,21,16,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,56,56,3,3
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,6,6
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,15,15
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,1,1,8,8
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,22,22,27,27
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,12,12,19,19
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,13,13,14,14
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,3,3,0,0
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,4,4
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,49,49,0,0
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,17,17,35,35
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,6,6
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,8,8
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,22,22,5,5
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,14,14,45,45
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,20,20
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,19,19
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,20,20,7,7
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,4,4,0,0
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,8,8,16,16
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,27,27,11,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,4,4,1,1
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,44,44,47,47
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,23,23,7,7
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,6,6
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,10,10
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,69,69,22,22
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,8,8,5,5
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,19,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,3,3
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,21,21,32,32
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,5,5,6,6
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,24,24,97,97
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,3,3
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,8,8,27,27
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,25,25,15,15
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,14,14,8,8
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,9,9
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,25,25,1,1
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,77,77,0,0
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,1313,1313,3,3
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,48,48,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,0,0
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,4,4
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,34,34,5,5
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,1,1
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,3,3,120,120
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,8,8,11,11
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,13,13,23,23
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,33,33,8,8
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,34,34,15,15
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,5,5,9,9
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,9,9,3,3
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,15,15
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,19,19,8,8
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,1,1,5,5
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,4,4,35,35
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,65,65,20,20
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,14,14,0,0
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,2,2
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,4,4
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,30,30,31,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,0,0
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,3,3,3,3
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,1452,1452,0,0
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,7,7
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,13,13,8,8
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,5,5
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,72,72,8,8
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,3,3,1,1
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,30,30,19,19
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,6,6,3,3
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,4,4,2,2
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,11,11
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,23,23,0,0
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,25,25,13,13
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,16,16
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,13,13,3,3
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,3,3,4,4
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,107,107,6,6
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,11,11,9,9
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,5,5,4,4
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,9,9
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,37,37,5,5
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,9,9,0,0
